window_mjd_min,window_mjd_max,wcda_points,telamon_14mm_points,telamon_7mm_points,wcda_mjd_min,wcda_mjd_max,telamon_mjd_min,telamon_mjd_max
59580.0,60880.5,186,31,23,59284.5,60880.5,59086.7281,61155.00565
