mjd,wcda_flux_excess,wcda_flux_excess_err
59284.33328206009,-0.00268594624882285,0.0010659534715402761
59291.16655543972,0.0008494005806036845,0.0011589246700824652
59298.16639849528,-0.00025632483909262556,0.0010805084975872288
59305.16613796316,-0.001095672348791224,0.0010583978599115335
59312.16602650478,0.0006624081258273994,0.0008917989471098297
59318.83206319419,-0.001073334406126192,0.0010818653500907498
59326.32490347181,-0.0010111670465305811,0.0009037294529548067
59333.15840833324,8.53441330005336e-05,0.0008510399432603655
59340.166622916775,0.00034070515866377804,0.0008433031089665827
59347.16690069436,0.00034746014849614405,0.0008696681894914971
59354.16703310164,0.0009962197588859745,0.000882122729079705
59361.16682986069,-0.00016878464065938557,0.0008611351523447875
59368.16688032413,-0.0012296303788383036,0.0008331132957223132
59375.16701273163,-0.0015711292155650325,0.0008224215740824821
59382.16671944457,-0.000304926935533053,0.000837386400526618
59389.16656782394,-0.0007589338992408927,0.0008596327146804479
59396.16681620365,-0.001602185959085594,0.0008493939771299915
59403.16680162038,-0.00038895775819402487,0.0008710719252750604
59410.16673958351,9.29421273481048e-07,0.0009425485670086026
59417.16679537053,0.0003910303962605519,0.0008312703919948804
59424.16695729188,0.00076866940684855,0.0012452377468270847
59431.16673773149,0.001546170410201761,0.0008596857951039973
59438.16700601812,-0.00045576375409634275,0.000839421565359042
59445.16691111219,-4.717851779771123e-05,0.0008294270973498946
59452.16672245379,0.0005066826627663769,0.0009035512280805144
59459.16678854192,0.0006520436729011862,0.0008310826528261049
59466.167044907554,-0.001604259037443879,0.000847021887747974
59473.16697187504,0.0008951993827127296,0.0010512115925260207
59480.166958217735,0.0005879678637103509,0.0009246341505082404
59487.24986284722,0.0004977236476368131,0.0009154608119162725
59494.25005740744,5.070768504077484e-05,0.0009149131924616959
59501.16663148133,0.0011664821659231413,0.0008622422441670307
59508.16666423631,0.0030123237197348463,0.0008595629699419777
59515.1669280092,-0.0007283907932735634,0.0008386235748616217
59522.1668252314,-0.00043254732551405465,0.0008499035649092715
59529.16671238424,0.0020566508521396906,0.0008645570214729797
59536.16684085637,-0.00020111823222961097,0.0008523586575262805
59543.166822106185,0.0006066019550042827,0.0008387054525408588
59550.16697291678,0.0013458995864808422,0.0009217149642661075
59557.16690509248,0.00044921031462820583,0.0008789278698406718
59564.166788194445,0.0016246499373512658,0.0008988450231483087
59571.16683148157,0.0012641442825638161,0.0008564626960120086
59578.16677905083,0.001982709644724663,0.0008749778252454133
59585.16683425926,-0.00011804978758028965,0.0008504282203448596
59592.16679201393,0.0002786252415951041,0.0008484958059156631
59599.16700868019,-0.00025395408897677785,0.0009055224730530636
59606.16685833294,-0.0008965725402488761,0.0008578513580075488
59613.16693032354,0.0007904278638196429,0.0008572128148940091
59620.16686990748,-0.0017052738788085576,0.000882728492859999
59627.16690486121,0.0009268831886447206,0.0010168070546987006
59634.16683993064,7.745258414802068e-05,0.0008940205318627123
59641.166850115726,0.0009202374021455306,0.000849323149415336
59648.16671736075,0.0005820117429305349,0.0008416420708633508
59655.16690104192,-2.8694445545982636e-05,0.0008350585373094197
59662.16696226853,0.0026785690061436316,0.0008558113922559482
59669.166778935,-0.00046289161490109364,0.0008196318081058737
59676.16661817132,0.0006890817449893828,0.0007984927476575524
59683.16650127327,0.000557338109351259,0.0007977881026486099
59690.16679131911,-0.0009391832486569795,0.0008383680576159279
59697.16674571783,0.0015144851532197289,0.0008555627341397305
59704.16650463019,-0.0012533252874173345,0.0008101036123372749
59711.16671157407,0.0018078500058237954,0.0008491186948714209
59718.16637986089,-0.0004417390647415807,0.0008235407975618103
59725.16671539346,-0.0014550833530143617,0.0008225260325762514
59732.16694317115,-0.00034207762612060137,0.0008332265173045125
59739.16687361122,-8.14228445735631e-06,0.0008272500314053164
59746.1670091434,-0.0006704412066410713,0.0008292259011581035
59753.167018634485,0.0003788403633704665,0.0008465024345191936
59760.16680532409,0.0005722125691995339,0.0008513580745302138
59767.16666122664,-0.00016937099516831108,0.0008458706393629633
59774.16690879582,0.0009775722985006256,0.0008321875365326134
59781.1668662036,0.0014831183513961297,0.0008251244032843444
59788.16675636565,0.00028441503422879373,0.0008215071365537637
59795.16681076432,0.0012717409911762831,0.0008262955764939879
59802.166529745205,0.0007072403914438669,0.0008235697318333916
59809.16680590272,-0.0005887513335296506,0.0008203792676713629
59816.16690625,-3.899226123616026e-05,0.000832163697037046
59823.14737326394,0.002066705632403001,0.0008407228822812163
59830.14744907413,0.0004498960903133961,0.0008098518892437873
59837.1668284719,-0.0004124222566349538,0.0008342613766923124
59844.16651377377,0.0002759758330984877,0.0008380965935609803
59851.1669710641,0.0007639221693713233,0.0009477185089199555
59858.16684722263,0.0024290225931339225,0.0008318640044587518
59865.16683425795,0.002016985393284193,0.0008467705183108413
59871.978755787066,0.0010581323695433545,0.000979531572015879
59879.2502747682,0.0008765369843780505,0.0008569120415511162
59886.16695219893,0.00018254763269787323,0.0008381733021627944
59893.16699583343,0.0009675193966946604,0.0008350201580659176
59900.16687060168,0.001132311117636243,0.000851561969462071
59907.16699351847,0.0006685227183374475,0.0008589730410872486
59914.166677777845,0.000989528630733225,0.0008713418177163295
