source_id,source,series,method,period_days,cycles,observed_statistic,statistic_name,null_model,local_fap,global_fap,local_confidence,global_confidence,reference_95,reference_99,above_95,above_99,n_surrogates,exceed_count,global_exceed_count,local_window_min_days,local_window_max_days,ar1_alpha,note
m87,M 87,wcda_strict_flux_weekly,CWT,81.81288288154066,19.507930093490245,1.23621640728628,Global wavelet spectrum,AR(1) red noise via PyCWT time-averaged significance,,,,,1.546994592304086,1.8686524666713322,False,False,0,0,0,,,-0.020548634820947723,Quick-look candidate peak; no source/method/survey trial correction.
m87,M 87,wcda_strict_flux_weekly,CWT,137.59231987331904,11.59948463307715,1.3783787022811214,Global wavelet spectrum,AR(1) red noise via PyCWT time-averaged significance,,,,,1.7333922523354928,2.186328469113131,False,False,0,0,0,,,-0.020548634820947723,Quick-look candidate peak; no source/method/survey trial correction.
m87,M 87,wcda_strict_flux_weekly,CWT,367.3274243892357,4.344897478465454,1.3890267150304536,Global wavelet spectrum,AR(1) red noise via PyCWT time-averaged significance,,,,,2.214057688997757,3.065179660334261,False,False,0,0,0,,,-0.020548634820947723,Quick-look candidate peak; no source/method/survey trial correction.
m87,M 87,wcda_strict_flux_weekly,WWZ,79.16666666666663,20.16000000000001,1.367380293696753,Local-window max global WWZ,AR(1) Gaussian surrogate on same strict-flux weekly sampling,0.18981018981018982,0.8951048951048951,0.8101898101898102,0.1048951048951049,1.5365014205052714,2.0136607158162465,False,False,1000,189,895,71.24999999999997,87.0833333333333,-0.020548634820947723,Quick-look candidate peak; no source/method/survey trial correction.
m87,M 87,wcda_strict_flux_weekly,WWZ,136.87821612349907,11.660000000000005,1.3270668010549582,Local-window max global WWZ,AR(1) Gaussian surrogate on same strict-flux weekly sampling,0.3066933066933067,0.9170829170829171,0.6933066933066934,0.08291708291708288,1.8087342231752226,2.3451090582162317,False,False,1000,306,917,123.19039451114917,150.566037735849,-0.020548634820947723,Quick-look candidate peak; no source/method/survey trial correction.
m87,M 87,wcda_strict_flux_weekly,WWZ,383.6538461538461,4.160000000000001,1.434365427721813,Local-window max global WWZ,AR(1) Gaussian surrogate on same strict-flux weekly sampling,0.2097902097902098,0.8501498501498501,0.7902097902097902,0.14985014985014988,2.3332004721131345,3.3432715204966095,False,False,1000,209,850,345.2884615384615,422.0192307692307,-0.020548634820947723,Quick-look candidate peak; no source/method/survey trial correction.
