mjd,flux_jy,flux_err_jy,band,series_label,description,source,source_url,data_kind
59603.9153,0.44898333333333335,0.038366666666666716,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
59623.034159999996,0.49356,0.042300000000000004,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
59678.97818,0.4508183897371065,0.024148155550674177,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
59695.8082,0.5712,0.0597527822620163,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
59784.741299999994,0.44388333333333335,0.026683333333333337,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
59819.55115,0.3990892648345366,0.03684555789882743,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
59909.09352000001,0.4090240154391253,0.019853482110780696,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
59950.348399999995,0.38235482790593406,0.02227771545244439,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
59997.07158999999,0.43596012116310334,0.015656019462228166,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60024.981944444444,0.3917768121813227,0.033978743374232845,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
