source_id,source,name,cadence,mjd,date1,date2,N0,N0_err,F0,F0_err,F0_order,TS,gamma,E0_TeV,n_inputs,fit_status,fit_log_status,is_usable_for_periodicity
mkn501,Mkn501,2021-03-08_2021-03-14,week,59284.5,2021-03-08,2021-03-14,9.363e-14,5.537e-14,0.09363,0.05537,1e-12,3.8,2.6,3.0,32,OK,OK,True
mkn501,Mkn501,2021-03-15_2021-03-21,week,59291.5,2021-03-15,2021-03-21,2.4021e-13,6.265e-14,0.24021,0.06265,1e-12,19.76,2.6,3.0,27,OK,OK,True
mkn501,Mkn501,2021-03-22_2021-03-28,week,59298.5,2021-03-22,2021-03-28,1.5681e-13,5.945e-14,0.15681,0.05945,1e-12,9.29,2.6,3.0,36,OK,OK,True
mkn501,Mkn501,2021-03-29_2021-04-04,week,59305.5,2021-03-29,2021-04-04,2.2656e-13,6.047e-14,0.22656,0.06047,1e-12,20.36,2.6,3.0,31,OK,OK,True
mkn501,Mkn501,2021-04-05_2021-04-11,week,59312.5,2021-04-05,2021-04-11,1.3857e-13,4.887e-14,0.13857,0.04887,1e-12,9.98,2.6,3.0,39,OK,OK,True
mkn501,Mkn501,2021-04-12_2021-04-18,week,59319.5,2021-04-12,2021-04-18,2.5999e-13,5.7e-14,0.25999,0.057,1e-12,27.07,2.6,3.0,31,OK,OK,True
mkn501,Mkn501,2021-04-19_2021-04-25,week,59326.5,2021-04-19,2021-04-25,3.3196e-13,5.835e-14,0.33196,0.05835,1e-12,48.65,2.6,3.0,36,OK,OK,True
mkn501,Mkn501,2021-04-26_2021-05-02,week,59333.5,2021-04-26,2021-05-02,4.6655e-13,6.073e-14,0.46655,0.06073,1e-12,85.2,2.6,3.0,42,OK,OK,True
mkn501,Mkn501,2021-05-03_2021-05-09,week,59340.5,2021-05-03,2021-05-09,9.3611e-13,6.512e-14,0.93611,0.06512,1e-12,356.5,2.6,3.0,41,OK,OK,True
mkn501,Mkn501,2021-05-10_2021-05-16,week,59347.5,2021-05-10,2021-05-16,6.5746e-13,6.574e-14,0.65746,0.06574,1e-12,158.16,2.6,3.0,41,OK,OK,True
mkn501,Mkn501,2021-05-17_2021-05-23,week,59354.5,2021-05-17,2021-05-23,2.9747e-13,5.506e-14,0.29747,0.05506,1e-12,41.9,2.6,3.0,37,OK,OK,True
mkn501,Mkn501,2021-05-24_2021-05-30,week,59361.5,2021-05-24,2021-05-30,3.4357e-13,5.358e-14,0.34357,0.05358,1e-12,62.32,2.6,3.0,41,OK,OK,True
mkn501,Mkn501,2021-05-31_2021-06-06,week,59368.5,2021-05-31,2021-06-06,2.5153e-13,4.908e-14,0.25153,0.04908,1e-12,37.06,2.6,3.0,42,OK,OK,True
mkn501,Mkn501,2021-06-07_2021-06-13,week,59375.5,2021-06-07,2021-06-13,3.9959e-13,5.234e-14,0.39959,0.05234,1e-12,91.84,2.6,3.0,42,OK,OK,True
mkn501,Mkn501,2021-06-14_2021-06-20,week,59382.5,2021-06-14,2021-06-20,1.7156e-13,4.893e-14,0.17156,0.04893,1e-12,15.55,2.6,3.0,41,OK,OK,True
mkn501,Mkn501,2021-06-21_2021-06-27,week,59389.5,2021-06-21,2021-06-27,1.7973e-13,4.433e-14,0.17973,0.04433,1e-12,26.77,2.6,3.0,40,OK,OK,True
