source_id,source,series,method,period_days,cycles,observed_statistic,statistic_name,null_model,local_fap,global_fap,local_confidence,global_confidence,reference_95,reference_99,above_95,above_99,n_surrogates,exceed_count,global_exceed_count,local_window_min_days,local_window_max_days,ar1_alpha,note
1es2344p514,1ES 2344+514,wcda_strict_flux_weekly,CWT,173.35546011226333,9.206517054417818,3.5333556511392206,Global wavelet spectrum,AR(1) red noise via PyCWT time-averaged significance,,,,,4.647403172609474,5.986460398912244,False,False,0,0,0,,,0.41760114038640295,Quick-look candidate peak; no source/method/survey trial correction.
1es2344p514,1ES 2344+514,wcda_strict_flux_weekly,CWT,367.3274243892357,4.344897478465454,6.117531090421377,Global wavelet spectrum,AR(1) red noise via PyCWT time-averaged significance,,,,,5.615302438958735,7.773921568553636,True,False,0,0,0,,,0.41760114038640295,Quick-look candidate peak; no source/method/survey trial correction.
1es2344p514,1ES 2344+514,wcda_strict_flux_weekly,WWZ,184.29561200923777,8.660000000000005,3.3234186718126644,Local-window max global WWZ,AR(1) Gaussian surrogate on same strict-flux weekly sampling,0.27472527472527475,0.8931068931068931,0.7252747252747253,0.10689310689310694,4.768399685840557,6.652673594721371,False,False,1000,274,893,165.866050808314,202.72517321016156,0.41760114038640295,Quick-look candidate peak; no source/method/survey trial correction.
1es2344p514,1ES 2344+514,wcda_strict_flux_weekly,WWZ,342.48927038626596,4.660000000000002,6.74541393822732,Local-window max global WWZ,AR(1) Gaussian surrogate on same strict-flux weekly sampling,0.03696303696303696,0.18981018981018982,0.9630369630369631,0.8101898101898102,5.709557212420259,7.793836160581324,True,False,1000,36,189,308.2403433476394,376.7381974248926,0.41760114038640295,Quick-look candidate peak; no source/method/survey trial correction.
