source,cadence,name,mjd,date1,date2,n_inputs,gamma,E0_TeV,wcda_n0,wcda_n0_err,N0,N0_err,F0,F0_err,F0_order,TS,fit_status
Mkn421,day,2022-02-26_2022-02-26,59636.5,2022-02-26,2022-02-26,5,2.6,3.0,1.7211e-13,1.1829e-13,1.7211e-13,1.1829e-13,0.17211,0.11829,1e-12,2.63,OK
Mkn421,day,2022-02-27_2022-02-27,59637.5,2022-02-27,2022-02-27,6,2.6,3.0,0.0,7.171e-14,0.0,7.171e-14,0.0,0.07171,1e-12,-0.0,OK
Mkn421,day,2022-02-28_2022-02-28,59638.5,2022-02-28,2022-02-28,6,2.6,3.0,8.094e-14,1.3012e-13,8.094e-14,1.3012e-13,0.08094,0.13012,1e-12,0.41,OK
Mkn421,day,2022-03-01_2022-03-01,59639.5,2022-03-01,2022-03-01,6,2.6,3.0,3.217e-13,1.4631e-13,3.217e-13,1.4631e-13,0.3217,0.14631,1e-12,5.97,OK
Mkn421,day,2022-03-02_2022-03-02,59640.5,2022-03-02,2022-03-02,6,2.6,3.0,1.2483e-13,1.2591e-13,1.2483e-13,1.2591e-13,0.12483,0.12591,1e-12,1.12,OK
Mkn421,day,2022-03-03_2022-03-03,59641.5,2022-03-03,2022-03-03,6,2.6,3.0,3.252e-13,1.3878e-13,3.252e-13,1.3878e-13,0.3252,0.13878,1e-12,7.32,OK
Mkn421,day,2022-03-04_2022-03-04,59642.5,2022-03-04,2022-03-04,6,2.6,3.0,4.217e-14,1.3811e-13,4.217e-14,1.3811e-13,0.04217,0.13811,1e-12,0.1,OK
Mkn421,day,2022-03-05_2022-03-05,59643.5,2022-03-05,2022-03-05,6,2.6,3.0,6.432e-13,1.6155e-13,6.432e-13,1.6155e-13,0.6432,0.16155,1e-12,22.53,OK
Mkn421,day,2022-03-06_2022-03-06,59644.5,2022-03-06,2022-03-06,6,2.6,3.0,1.01485e-12,1.7943e-13,1.01485e-12,1.7943e-13,1.01485,0.17943,1e-12,50.03,OK
Mkn421,day,2022-03-07_2022-03-07,59645.5,2022-03-07,2022-03-07,6,2.6,3.0,5.8247e-13,1.576e-13,5.8247e-13,1.576e-13,0.58247,0.1576,1e-12,19.17,OK
Mkn421,day,2022-03-08_2022-03-08,59646.5,2022-03-08,2022-03-08,6,2.6,3.0,3.2739e-13,1.422e-13,3.2739e-13,1.422e-13,0.32739,0.1422,1e-12,6.86,OK
Mkn421,day,2022-03-09_2022-03-09,59647.5,2022-03-09,2022-03-09,6,2.6,3.0,2.3367e-13,1.3701e-13,2.3367e-13,1.3701e-13,0.23367,0.13701,1e-12,3.55,OK
Mkn421,day,2022-03-10_2022-03-10,59648.5,2022-03-10,2022-03-10,6,2.6,3.0,3.1639e-13,1.3234e-13,3.1639e-13,1.3234e-13,0.31639,0.13234,1e-12,11.46,OK
Mkn421,day,2022-03-11_2022-03-11,59649.5,2022-03-11,2022-03-11,6,2.6,3.0,6.597e-14,1.3522e-13,6.597e-14,1.3522e-13,0.06597,0.13522,1e-12,0.28,OK
Mkn421,day,2022-03-12_2022-03-12,59650.5,2022-03-12,2022-03-12,5,2.6,3.0,1.5972e-13,1.1689e-13,1.5972e-13,1.1689e-13,0.15972,0.11689,1e-12,2.68,OK
Mkn421,day,2022-03-13_2022-03-13,59651.5,2022-03-13,2022-03-13,6,2.6,3.0,8.953e-14,1.2161e-13,8.953e-14,1.2161e-13,0.08953,0.12161,1e-12,0.61,OK
Mkn421,day,2022-03-14_2022-03-14,59652.5,2022-03-14,2022-03-14,6,2.6,3.0,7.951e-14,1.2531e-13,7.951e-14,1.2531e-13,0.07951,0.12531,1e-12,0.44,OK
Mkn421,day,2022-03-15_2022-03-15,59653.5,2022-03-15,2022-03-15,6,2.6,3.0,0.0,4.573e-14,0.0,4.573e-14,0.0,0.04573,1e-12,-0.0,OK
Mkn421,day,2022-03-16_2022-03-16,59654.5,2022-03-16,2022-03-16,6,2.6,3.0,4.733e-14,1.0218e-13,4.733e-14,1.0218e-13,0.04733,0.10218,1e-12,0.23,OK
Mkn421,day,2022-03-17_2022-03-17,59655.5,2022-03-17,2022-03-17,6,2.6,3.0,0.0,1.6437e-13,0.0,1.6437e-13,0.0,0.16437,1e-12,-0.0,OK
Mkn421,day,2022-03-18_2022-03-18,59656.5,2022-03-18,2022-03-18,6,2.6,3.0,1.639e-14,1.3338e-13,1.639e-14,1.3338e-13,0.01639,0.13338,1e-12,0.03,OK
Mkn421,day,2022-03-19_2022-03-19,59657.5,2022-03-19,2022-03-19,6,2.6,3.0,3.7e-16,5.0702e-13,3.7e-16,5.0702e-13,0.00037,0.50702,1e-12,0.0,OK
Mkn421,day,2022-03-20_2022-03-20,59658.5,2022-03-20,2022-03-20,6,2.6,3.0,1.3855e-13,1.1266e-13,1.3855e-13,1.1266e-13,0.13855,0.11266,1e-12,1.99,OK
Mkn421,day,2022-03-21_2022-03-21,59659.5,2022-03-21,2022-03-21,6,2.6,3.0,2.0439e-13,1.3225e-13,2.0439e-13,1.3225e-13,0.20439,0.13225,1e-12,3.06,OK
Mkn421,day,2022-03-22_2022-03-22,59660.5,2022-03-22,2022-03-22,6,2.6,3.0,9.255e-14,1.1868e-13,9.255e-14,1.1868e-13,0.09255,0.11868,1e-12,0.76,OK
Mkn421,day,2022-03-23_2022-03-23,59661.5,2022-03-23,2022-03-23,6,2.6,3.0,5.416e-14,1.0219e-13,5.416e-14,1.0219e-13,0.05416,0.10219,1e-12,0.32,OK
Mkn421,day,2022-03-24_2022-03-24,59662.5,2022-03-24,2022-03-24,6,2.6,3.0,9e-17,7.2182e-13,9e-17,7.2182e-13,9e-05,0.72182,1e-12,-0.0,OK
Mkn421,day,2022-03-25_2022-03-25,59663.5,2022-03-25,2022-03-25,6,2.6,3.0,1.6004e-13,1.3045e-13,1.6004e-13,1.3045e-13,0.16004,0.13045,1e-12,1.78,OK
Mkn421,day,2022-03-26_2022-03-26,59664.5,2022-03-26,2022-03-26,6,2.6,3.0,1.7072e-13,1.2587e-13,1.7072e-13,1.2587e-13,0.17072,0.12587,1e-12,2.15,OK
Mkn421,day,2022-03-27_2022-03-27,59665.5,2022-03-27,2022-03-27,6,2.6,3.0,4.0454e-13,1.371e-13,4.0454e-13,1.371e-13,0.40454,0.1371,1e-12,12.68,OK
Mkn421,day,2022-03-28_2022-03-28,59666.5,2022-03-28,2022-03-28,6,2.6,3.0,3.6465e-13,1.6245e-13,3.6465e-13,1.6245e-13,0.36465,0.16245,1e-12,5.93,OK
Mkn421,day,2022-03-29_2022-03-29,59667.5,2022-03-29,2022-03-29,6,2.6,3.0,3.2122e-13,1.4286e-13,3.2122e-13,1.4286e-13,0.32122,0.14286,1e-12,6.35,OK
Mkn421,day,2022-03-30_2022-03-30,59668.5,2022-03-30,2022-03-30,6,2.6,3.0,3.4875e-13,1.4182e-13,3.4875e-13,1.4182e-13,0.34875,0.14182,1e-12,7.69,OK
Mkn421,day,2022-03-31_2022-03-31,59669.5,2022-03-31,2022-03-31,5,2.6,3.0,1.3882e-13,1.3205e-13,1.3882e-13,1.3205e-13,0.13882,0.13205,1e-12,1.24,OK
Mkn421,day,2022-04-01_2022-04-01,59670.5,2022-04-01,2022-04-01,6,2.6,3.0,2.0869e-13,1.1724e-13,2.0869e-13,1.1724e-13,0.20869,0.11724,1e-12,4.32,OK
Mkn421,day,2022-04-02_2022-04-02,59671.5,2022-04-02,2022-04-02,6,2.6,3.0,2.3401e-13,1.3542e-13,2.3401e-13,1.3542e-13,0.23401,0.13542,1e-12,3.54,OK
Mkn421,day,2022-04-03_2022-04-03,59672.5,2022-04-03,2022-04-03,6,2.6,3.0,3.1511e-13,1.2991e-13,3.1511e-13,1.2991e-13,0.31511,0.12991,1e-12,8.63,OK
Mkn421,day,2022-04-04_2022-04-04,59673.5,2022-04-04,2022-04-04,6,2.6,3.0,2.9864e-13,1.3598e-13,2.9864e-13,1.3598e-13,0.29864,0.13598,1e-12,6.53,OK
Mkn421,day,2022-04-05_2022-04-05,59674.5,2022-04-05,2022-04-05,6,2.6,3.0,4.3733e-13,1.3927e-13,4.3733e-13,1.3927e-13,0.43733,0.13927,1e-12,13.77,OK
Mkn421,day,2022-04-06_2022-04-06,59675.5,2022-04-06,2022-04-06,6,2.6,3.0,2.5083e-13,1.2165e-13,2.5083e-13,1.2165e-13,0.25083,0.12165,1e-12,5.69,OK
Mkn421,day,2022-04-07_2022-04-07,59676.5,2022-04-07,2022-04-07,4,2.6,3.0,6.3315e-13,1.5005e-13,6.3315e-13,1.5005e-13,0.63315,0.15005,1e-12,26.64,OK
Mkn421,day,2022-04-08_2022-04-08,59677.5,2022-04-08,2022-04-08,4,2.6,3.0,6.2917e-13,1.4714e-13,6.2917e-13,1.4714e-13,0.62917,0.14714,1e-12,27.86,OK
Mkn421,day,2022-04-09_2022-04-09,59678.5,2022-04-09,2022-04-09,6,2.6,3.0,5.2607e-13,1.3326e-13,5.2607e-13,1.3326e-13,0.52607,0.13326,1e-12,24.87,OK
Mkn421,day,2022-04-10_2022-04-10,59679.5,2022-04-10,2022-04-10,6,2.6,3.0,4.9465e-13,1.3508e-13,4.9465e-13,1.3508e-13,0.49465,0.13508,1e-12,20.5,OK
Mkn421,day,2022-04-11_2022-04-11,59680.5,2022-04-11,2022-04-11,6,2.6,3.0,7.062e-13,1.475e-13,7.062e-13,1.475e-13,0.7062,0.1475,1e-12,37.41,OK
Mkn421,day,2022-04-12_2022-04-12,59681.5,2022-04-12,2022-04-12,6,2.6,3.0,4.8968e-13,1.3503e-13,4.8968e-13,1.3503e-13,0.48968,0.13503,1e-12,20.87,OK
Mkn421,day,2022-04-13_2022-04-13,59682.5,2022-04-13,2022-04-13,6,2.6,3.0,1.966e-13,1.359e-13,1.966e-13,1.359e-13,0.1966,0.1359,1e-12,2.43,OK
Mkn421,day,2022-04-14_2022-04-14,59683.5,2022-04-14,2022-04-14,6,2.6,3.0,1.7247e-13,1.3726e-13,1.7247e-13,1.3726e-13,0.17247,0.13726,1e-12,1.8,OK
Mkn421,day,2022-04-15_2022-04-15,59684.5,2022-04-15,2022-04-15,6,2.6,3.0,3.045e-13,1.3546e-13,3.045e-13,1.3546e-13,0.3045,0.13546,1e-12,7.12,OK
Mkn421,day,2022-04-16_2022-04-16,59685.5,2022-04-16,2022-04-16,6,2.6,3.0,1.8204e-13,1.4156e-13,1.8204e-13,1.4156e-13,0.18204,0.14156,1e-12,1.87,OK
Mkn421,day,2022-04-17_2022-04-17,59686.5,2022-04-17,2022-04-17,6,2.6,3.0,4.122e-14,1.3924e-13,4.122e-14,1.3924e-13,0.04122,0.13924,1e-12,0.09,OK
Mkn421,day,2022-04-18_2022-04-18,59687.5,2022-04-18,2022-04-18,6,2.6,3.0,8.572e-14,1.1287e-13,8.572e-14,1.1287e-13,0.08572,0.11287,1e-12,0.73,OK
Mkn421,day,2022-04-19_2022-04-19,59688.5,2022-04-19,2022-04-19,6,2.6,3.0,1.1775e-13,1.163e-13,1.1775e-13,1.163e-13,0.11775,0.1163,1e-12,1.27,OK
Mkn421,day,2022-04-20_2022-04-20,59689.5,2022-04-20,2022-04-20,6,2.6,3.0,3.36e-15,4.5362e-13,3.36e-15,4.5362e-13,0.00336,0.45362,1e-12,0.0,OK
Mkn421,day,2022-04-21_2022-04-21,59690.5,2022-04-21,2022-04-21,6,2.6,3.0,1.7675e-13,1.1057e-13,1.7675e-13,1.1057e-13,0.17675,0.11057,1e-12,3.62,OK
Mkn421,day,2022-04-22_2022-04-22,59691.5,2022-04-22,2022-04-22,5,2.6,3.0,8.398e-14,1.1329e-13,8.398e-14,1.1329e-13,0.08398,0.11329,1e-12,0.65,OK
Mkn421,day,2022-04-23_2022-04-23,59692.5,2022-04-23,2022-04-23,6,2.6,3.0,0.0,1.0855e-13,0.0,1.0855e-13,0.0,0.10855,1e-12,-0.0,OK
Mkn421,day,2022-04-24_2022-04-24,59693.5,2022-04-24,2022-04-24,5,2.6,3.0,1.3235e-13,1.2109e-13,1.3235e-13,1.2109e-13,0.13235,0.12109,1e-12,1.39,OK
Mkn421,day,2022-04-25_2022-04-25,59694.5,2022-04-25,2022-04-25,6,2.6,3.0,0.0,7.342e-14,0.0,7.342e-14,0.0,0.07342,1e-12,-0.0,OK
Mkn421,day,2022-04-26_2022-04-26,59695.5,2022-04-26,2022-04-26,6,2.6,3.0,1.9999999999999998e-17,3.0889e-13,1.9999999999999998e-17,3.0889e-13,2e-05,0.30889,1e-12,-0.0,OK
Mkn421,day,2022-04-27_2022-04-27,59696.5,2022-04-27,2022-04-27,4,2.6,3.0,1.0519e-13,1.1694e-13,1.0519e-13,1.1694e-13,0.10519,0.11694,1e-12,1.01,OK
Mkn421,day,2022-04-28_2022-04-28,59697.5,2022-04-28,2022-04-28,4,2.6,3.0,2.188e-13,1.2692e-13,2.188e-13,1.2692e-13,0.2188,0.12692,1e-12,3.76,OK
Mkn421,day,2022-04-29_2022-04-29,59698.5,2022-04-29,2022-04-29,4,2.6,3.0,9.334e-14,1.1871e-13,9.334e-14,1.1871e-13,0.09334,0.11871,1e-12,0.72,OK
Mkn421,day,2022-04-30_2022-04-30,59699.5,2022-04-30,2022-04-30,4,2.6,3.0,7.2078e-13,1.6544e-13,7.2078e-13,1.6544e-13,0.72078,0.16544,1e-12,28.19,OK
Mkn421,day,2022-05-01_2022-05-01,59700.5,2022-05-01,2022-05-01,6,2.6,3.0,5.0236e-13,1.5659e-13,5.0236e-13,1.5659e-13,0.50236,0.15659,1e-12,16.17,OK
Mkn421,day,2022-05-02_2022-05-02,59701.5,2022-05-02,2022-05-02,6,2.6,3.0,3.1726e-13,1.4956e-13,3.1726e-13,1.4956e-13,0.31726,0.14956,1e-12,9.61,OK
Mkn421,day,2022-05-03_2022-05-03,59702.5,2022-05-03,2022-05-03,6,2.6,3.0,6.684e-14,9.411e-14,6.684e-14,9.411e-14,0.06684,0.09411,1e-12,0.65,OK
Mkn421,day,2022-05-04_2022-05-04,59703.5,2022-05-04,2022-05-04,6,2.6,3.0,0.0,1.0667e-13,0.0,1.0667e-13,0.0,0.10667,1e-12,-0.0,OK
Mkn421,day,2022-05-05_2022-05-05,59704.5,2022-05-05,2022-05-05,6,2.6,3.0,2.8475e-13,1.3468e-13,2.8475e-13,1.3468e-13,0.28475,0.13468,1e-12,6.43,OK
Mkn421,day,2022-05-06_2022-05-06,59705.5,2022-05-06,2022-05-06,5,2.6,3.0,3.5758e-13,1.4835e-13,3.5758e-13,1.4835e-13,0.35758,0.14835,1e-12,7.49,OK
Mkn421,day,2022-05-07_2022-05-07,59706.5,2022-05-07,2022-05-07,6,2.6,3.0,7.4133e-13,1.5482e-13,7.4133e-13,1.5482e-13,0.74133,0.15482,1e-12,41.0,OK
Mkn421,day,2022-05-08_2022-05-08,59707.5,2022-05-08,2022-05-08,6,2.6,3.0,1.09226e-12,1.8017e-13,1.09226e-12,1.8017e-13,1.09226,0.18017,1e-12,58.95,OK
Mkn421,day,2022-05-09_2022-05-09,59708.5,2022-05-09,2022-05-09,6,2.6,3.0,3.978e-13,1.4562e-13,3.978e-13,1.4562e-13,0.3978,0.14562,1e-12,10.11,OK
Mkn421,day,2022-05-10_2022-05-10,59709.5,2022-05-10,2022-05-10,6,2.6,3.0,1.16527e-12,1.7251e-13,1.16527e-12,1.7251e-13,1.16527,0.17251,1e-12,84.6,OK
Mkn421,day,2022-05-11_2022-05-11,59710.5,2022-05-11,2022-05-11,6,2.6,3.0,6.4204e-13,1.6227e-13,6.4204e-13,1.6227e-13,0.64204,0.16227,1e-12,25.6,OK
Mkn421,day,2022-05-12_2022-05-12,59711.5,2022-05-12,2022-05-12,6,2.6,3.0,8.4376e-13,1.6778e-13,8.4376e-13,1.6778e-13,0.84376,0.16778,1e-12,42.69,OK
Mkn421,day,2022-05-13_2022-05-13,59712.5,2022-05-13,2022-05-13,6,2.6,3.0,1.48308e-12,1.8706e-13,1.48308e-12,1.8706e-13,1.48308,0.18706,1e-12,103.87,OK
Mkn421,day,2022-05-14_2022-05-14,59713.5,2022-05-14,2022-05-14,6,2.6,3.0,9.0309e-13,1.7378e-13,9.0309e-13,1.7378e-13,0.90309,0.17378,1e-12,42.71,OK
Mkn421,day,2022-05-15_2022-05-15,59714.5,2022-05-15,2022-05-15,5,2.6,3.0,9.3124e-13,1.7332e-13,9.3124e-13,1.7332e-13,0.93124,0.17332,1e-12,43.17,OK
Mkn421,day,2022-05-16_2022-05-16,59715.5,2022-05-16,2022-05-16,4,2.6,3.0,1.34109e-12,1.9095e-13,1.34109e-12,1.9095e-13,1.34109,0.19095,1e-12,84.7,OK
Mkn421,day,2022-05-17_2022-05-17,59716.5,2022-05-17,2022-05-17,6,2.6,3.0,1.28292e-12,1.9847e-13,1.28292e-12,1.9847e-13,1.28292,0.19847,1e-12,69.63,OK
Mkn421,day,2022-05-18_2022-05-18,59717.5,2022-05-18,2022-05-18,4,2.6,3.0,1.66282e-12,1.8724e-13,1.66282e-12,1.8724e-13,1.66282,0.18724,1e-12,161.4,OK
Mkn421,day,2022-05-19_2022-05-19,59718.5,2022-05-19,2022-05-19,6,2.6,3.0,2.86628e-12,2.214e-13,2.86628e-12,2.214e-13,2.86628,0.2214,1e-12,318.55,OK
Mkn421,day,2022-05-20_2022-05-20,59719.5,2022-05-20,2022-05-20,6,2.6,3.0,2.0424e-12,2.0127e-13,2.0424e-12,2.0127e-13,2.0424,0.20127,1e-12,184.39,OK
Mkn421,day,2022-05-21_2022-05-21,59720.5,2022-05-21,2022-05-21,5,2.6,3.0,3.66315e-12,2.3006e-13,3.66315e-12,2.3006e-13,3.66315,0.23006,1e-12,531.15,OK
Mkn421,day,2022-05-22_2022-05-22,59721.5,2022-05-22,2022-05-22,6,2.6,3.0,3.15132e-12,2.1969e-13,3.15132e-12,2.1969e-13,3.15132,0.21969,1e-12,439.09,OK
Mkn421,day,2022-05-23_2022-05-23,59722.5,2022-05-23,2022-05-23,5,2.6,3.0,1.21704e-12,1.8052e-13,1.21704e-12,1.8052e-13,1.21704,0.18052,1e-12,76.15,OK
Mkn421,day,2022-05-24_2022-05-24,59723.5,2022-05-24,2022-05-24,6,2.6,3.0,6.7227e-13,1.5794e-13,6.7227e-13,1.5794e-13,0.67227,0.15794,1e-12,26.28,OK
Mkn421,day,2022-05-25_2022-05-25,59724.5,2022-05-25,2022-05-25,5,2.6,3.0,4.7787e-13,1.4898e-13,4.7787e-13,1.4898e-13,0.47787,0.14898,1e-12,14.59,OK
Mkn421,day,2022-05-26_2022-05-26,59725.5,2022-05-26,2022-05-26,6,2.6,3.0,7.3527e-13,1.5881e-13,7.3527e-13,1.5881e-13,0.73527,0.15881,1e-12,34.15,OK
Mkn421,day,2022-05-27_2022-05-27,59726.5,2022-05-27,2022-05-27,6,2.6,3.0,6.8348e-13,1.6655e-13,6.8348e-13,1.6655e-13,0.68348,0.16655,1e-12,29.58,OK
Mkn421,day,2022-05-28_2022-05-28,59727.5,2022-05-28,2022-05-28,6,2.6,3.0,8.2245e-13,1.6747e-13,8.2245e-13,1.6747e-13,0.82245,0.16747,1e-12,37.1,OK
Mkn421,day,2022-05-29_2022-05-29,59728.5,2022-05-29,2022-05-29,6,2.6,3.0,6.1358e-13,1.558e-13,6.1358e-13,1.558e-13,0.61358,0.1558,1e-12,23.85,OK
Mkn421,day,2022-05-30_2022-05-30,59729.5,2022-05-30,2022-05-30,6,2.6,3.0,9.427e-13,1.8627e-13,9.427e-13,1.8627e-13,0.9427,0.18627,1e-12,42.46,OK
Mkn421,day,2022-05-31_2022-05-31,59730.5,2022-05-31,2022-05-31,6,2.6,3.0,1.20942e-12,1.8519e-13,1.20942e-12,1.8519e-13,1.20942,0.18519,1e-12,70.63,OK
Mkn421,day,2022-06-01_2022-06-01,59731.5,2022-06-01,2022-06-01,6,2.6,3.0,1.1205e-12,1.7459e-13,1.1205e-12,1.7459e-13,1.1205,0.17459,1e-12,76.4,OK
Mkn421,day,2022-06-02_2022-06-02,59732.5,2022-06-02,2022-06-02,6,2.6,3.0,8.4121e-13,1.7933e-13,8.4121e-13,1.7933e-13,0.84121,0.17933,1e-12,31.79,OK
Mkn421,day,2022-06-03_2022-06-03,59733.5,2022-06-03,2022-06-03,6,2.6,3.0,8.1255e-13,1.6699e-13,8.1255e-13,1.6699e-13,0.81255,0.16699,1e-12,36.48,OK
Mkn421,day,2022-06-04_2022-06-04,59734.5,2022-06-04,2022-06-04,6,2.6,3.0,7.4218e-13,1.6874e-13,7.4218e-13,1.6874e-13,0.74218,0.16874,1e-12,27.27,OK
Mkn421,day,2022-06-05_2022-06-05,59735.5,2022-06-05,2022-06-05,6,2.6,3.0,8.9462e-13,1.7462e-13,8.9462e-13,1.7462e-13,0.89462,0.17462,1e-12,43.43,OK
Mkn421,day,2022-06-06_2022-06-06,59736.5,2022-06-06,2022-06-06,6,2.6,3.0,7.3107e-13,1.9089e-13,7.3107e-13,1.9089e-13,0.73107,0.19089,1e-12,22.83,OK
Mkn421,day,2022-06-07_2022-06-07,59737.5,2022-06-07,2022-06-07,6,2.6,3.0,1.53044e-12,1.8624e-13,1.53044e-12,1.8624e-13,1.53044,0.18624,1e-12,118.73,OK
Mkn421,day,2022-06-08_2022-06-08,59738.5,2022-06-08,2022-06-08,6,2.6,3.0,1.09191e-12,1.7787e-13,1.09191e-12,1.7787e-13,1.09191,0.17787,1e-12,60.35,OK
Mkn421,day,2022-06-09_2022-06-09,59739.5,2022-06-09,2022-06-09,6,2.6,3.0,7.6838e-13,1.71e-13,7.6838e-13,1.71e-13,0.76838,0.171,1e-12,37.24,OK
Mkn421,day,2022-06-10_2022-06-10,59740.5,2022-06-10,2022-06-10,6,2.6,3.0,6.2015e-13,1.72e-13,6.2015e-13,1.72e-13,0.62015,0.172,1e-12,17.11,OK
Mkn421,day,2022-06-11_2022-06-11,59741.5,2022-06-11,2022-06-11,6,2.6,3.0,5.4825e-13,1.5592e-13,5.4825e-13,1.5592e-13,0.54825,0.15592,1e-12,20.94,OK
Mkn421,day,2022-06-12_2022-06-12,59742.5,2022-06-12,2022-06-12,6,2.6,3.0,5.9488e-13,1.6043e-13,5.9488e-13,1.6043e-13,0.59488,0.16043,1e-12,19.31,OK
Mkn421,day,2022-06-13_2022-06-13,59743.5,2022-06-13,2022-06-13,5,2.6,3.0,9.0871e-13,2.877e-13,9.0871e-13,2.877e-13,0.90871,0.2877,1e-12,17.35,OK
Mkn421,day,2022-06-14_2022-06-14,59744.5,2022-06-14,2022-06-14,6,2.6,3.0,5.9667e-13,1.6064e-13,5.9667e-13,1.6064e-13,0.59667,0.16064,1e-12,19.5,OK
Mkn421,day,2022-06-15_2022-06-15,59745.5,2022-06-15,2022-06-15,6,2.6,3.0,4.0656e-13,1.6473e-13,4.0656e-13,1.6473e-13,0.40656,0.16473,1e-12,8.09,OK
Mkn421,day,2022-06-16_2022-06-16,59746.5,2022-06-16,2022-06-16,6,2.6,3.0,4.2556e-13,1.5858e-13,4.2556e-13,1.5858e-13,0.42556,0.15858,1e-12,9.85,OK
Mkn421,day,2022-06-17_2022-06-17,59747.5,2022-06-17,2022-06-17,6,2.6,3.0,8.7364e-13,1.7113e-13,8.7364e-13,1.7113e-13,0.87364,0.17113,1e-12,41.45,OK
Mkn421,day,2022-06-18_2022-06-18,59748.5,2022-06-18,2022-06-18,6,2.6,3.0,6.3655e-13,1.6799e-13,6.3655e-13,1.6799e-13,0.63655,0.16799,1e-12,22.22,OK
Mkn421,day,2022-06-19_2022-06-19,59749.5,2022-06-19,2022-06-19,6,2.6,3.0,9.5731e-13,1.776e-13,9.5731e-13,1.776e-13,0.95731,0.1776,1e-12,48.21,OK
Mkn421,day,2022-06-20_2022-06-20,59750.5,2022-06-20,2022-06-20,6,2.6,3.0,4.9411e-13,1.5858e-13,4.9411e-13,1.5858e-13,0.49411,0.15858,1e-12,14.22,OK
Mkn421,day,2022-06-21_2022-06-21,59751.5,2022-06-21,2022-06-21,3,2.6,3.0,1.30893e-12,6.7926e-13,1.30893e-12,6.7926e-13,1.30893,0.67926,1e-12,6.68,OK
Mkn421,day,2022-06-22_2022-06-22,59752.5,2022-06-22,2022-06-22,4,2.6,3.0,4.0067e-13,1.7596e-13,4.0067e-13,1.7596e-13,0.40067,0.17596,1e-12,6.52,OK
Mkn421,day,2022-06-23_2022-06-23,59753.5,2022-06-23,2022-06-23,4,2.6,3.0,7.2594e-13,2.1273e-13,7.2594e-13,2.1273e-13,0.72594,0.21273,1e-12,16.43,OK
Mkn421,day,2022-06-24_2022-06-24,59754.5,2022-06-24,2022-06-24,6,2.6,3.0,8.2974e-13,1.6979e-13,8.2974e-13,1.6979e-13,0.82974,0.16979,1e-12,40.24,OK
Mkn421,day,2022-06-25_2022-06-25,59755.5,2022-06-25,2022-06-25,4,2.6,3.0,1.26255e-12,2.3088e-13,1.26255e-12,2.3088e-13,1.26255,0.23088,1e-12,50.34,OK
Mkn421,day,2022-06-26_2022-06-26,59756.5,2022-06-26,2022-06-26,6,2.6,3.0,2.4521e-13,1.5206e-13,2.4521e-13,1.5206e-13,0.24521,0.15206,1e-12,3.03,OK
Mkn421,day,2022-06-27_2022-06-27,59757.5,2022-06-27,2022-06-27,4,2.6,3.0,7.4523e-13,1.9489e-13,7.4523e-13,1.9489e-13,0.74523,0.19489,1e-12,18.85,OK
Mkn421,day,2022-06-28_2022-06-28,59758.5,2022-06-28,2022-06-28,4,2.6,3.0,9.9265e-13,2.4401e-13,9.9265e-13,2.4401e-13,0.99265,0.24401,1e-12,27.22,OK
Mkn421,day,2022-06-29_2022-06-29,59759.5,2022-06-29,2022-06-29,5,2.6,3.0,5.2234e-13,1.6137e-13,5.2234e-13,1.6137e-13,0.52234,0.16137,1e-12,15.84,OK
Mkn421,day,2022-06-30_2022-06-30,59760.5,2022-06-30,2022-06-30,6,2.6,3.0,5.1807e-13,1.5899e-13,5.1807e-13,1.5899e-13,0.51807,0.15899,1e-12,16.16,OK
Mkn421,day,2022-07-01_2022-07-01,59761.5,2022-07-01,2022-07-01,6,2.6,3.0,6.5213e-13,1.9602e-13,6.5213e-13,1.9602e-13,0.65213,0.19602,1e-12,15.44,OK
Mkn421,day,2022-07-02_2022-07-02,59762.5,2022-07-02,2022-07-02,4,2.6,3.0,7.0619e-13,1.9342e-13,7.0619e-13,1.9342e-13,0.70619,0.19342,1e-12,19.71,OK
Mkn421,day,2022-07-03_2022-07-03,59763.5,2022-07-03,2022-07-03,6,2.6,3.0,3.4298e-13,1.5204e-13,3.4298e-13,1.5204e-13,0.34298,0.15204,1e-12,6.32,OK
Mkn421,day,2022-07-04_2022-07-04,59764.5,2022-07-04,2022-07-04,6,2.6,3.0,4.7847e-13,1.5858e-13,4.7847e-13,1.5858e-13,0.47847,0.15858,1e-12,12.97,OK
Mkn421,day,2022-07-05_2022-07-05,59765.5,2022-07-05,2022-07-05,6,2.6,3.0,7.9987e-13,1.8238e-13,7.9987e-13,1.8238e-13,0.79987,0.18238,1e-12,32.12,OK
Mkn421,day,2022-07-06_2022-07-06,59766.5,2022-07-06,2022-07-06,6,2.6,3.0,7.7459e-13,2.0183e-13,7.7459e-13,2.0183e-13,0.77459,0.20183,1e-12,20.84,OK
Mkn421,day,2022-07-07_2022-07-07,59767.5,2022-07-07,2022-07-07,6,2.6,3.0,7.644e-13,1.994e-13,7.644e-13,1.994e-13,0.7644,0.1994,1e-12,20.22,OK
Mkn421,day,2022-07-08_2022-07-08,59768.5,2022-07-08,2022-07-08,6,2.6,3.0,1.70914e-12,2.0281e-13,1.70914e-12,2.0281e-13,1.70914,0.20281,1e-12,116.93,OK
