source_id,source,name,cadence,mjd,date1,date2,N0,N0_err,F0,F0_err,F0_order,TS,gamma,E0_TeV,n_inputs,fit_status,fit_log_status,is_usable_for_periodicity
1es1959p650,1ES1959p650,2021-03-08_2021-03-14,week,59284.5,2021-03-08,2021-03-14,1.1935e-13,1.8883e-13,0.11935,0.18883,1e-12,0.45,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-03-15_2021-03-21,week,59291.5,2021-03-15,2021-03-21,4.084e-14,2.2994e-13,0.04084,0.22994,1e-12,0.05,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-03-22_2021-03-28,week,59298.5,2021-03-22,2021-03-28,2.1759e-13,1.9851e-13,0.21759,0.19851,1e-12,1.51,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-03-29_2021-04-04,week,59305.5,2021-03-29,2021-04-04,1.874e-14,3.4884e-13,0.01874,0.34884,1e-12,0.01,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-04-05_2021-04-11,week,59312.5,2021-04-05,2021-04-11,4.499e-14,1.4394e-13,0.04499,0.14394,1e-12,0.1,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-04-12_2021-04-18,week,59319.5,2021-04-12,2021-04-18,1.687e-13,1.9838e-13,0.1687,0.19838,1e-12,0.78,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-04-19_2021-04-25,week,59326.5,2021-04-19,2021-04-25,7.4e-14,1.5798e-13,0.074,0.15798,1e-12,0.23,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-04-26_2021-05-02,week,59333.5,2021-04-26,2021-05-02,2.1419e-13,1.4253e-13,0.21419,0.14253,1e-12,2.66,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-05-03_2021-05-09,week,59340.5,2021-05-03,2021-05-09,2.6283e-13,1.451e-13,0.26283,0.1451,1e-12,4.31,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-05-10_2021-05-16,week,59347.5,2021-05-10,2021-05-16,5.301e-14,9.72e-15,0.05301,0.00972,1e-12,0.16,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-05-17_2021-05-23,week,59354.5,2021-05-17,2021-05-23,6.488e-14,1.4954e-13,0.06488,0.14954,1e-12,0.2,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-05-24_2021-05-30,week,59361.5,2021-05-24,2021-05-30,0.0,2.4185e-13,0.0,0.24185,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-05-31_2021-06-06,week,59368.5,2021-05-31,2021-06-06,1.5661e-13,1.3674e-13,0.15661,0.13674,1e-12,1.53,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-06-07_2021-06-13,week,59375.5,2021-06-07,2021-06-13,9.999999999999999e-18,1.6991e-13,1e-05,0.16991,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-06-14_2021-06-20,week,59382.5,2021-06-14,2021-06-20,9.055e-14,1.2064e-13,0.09055,0.12064,1e-12,0.64,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-06-21_2021-06-27,week,59389.5,2021-06-21,2021-06-27,0.0,5.024e-14,0.0,0.05024,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-06-28_2021-07-04,week,59396.5,2021-06-28,2021-07-04,0.0,5.03e-14,0.0,0.0503,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-07-05_2021-07-11,week,59403.5,2021-07-05,2021-07-11,1.8061e-13,1.5763e-13,0.18061,0.15763,1e-12,1.48,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-07-12_2021-07-18,week,59410.5,2021-07-12,2021-07-18,3.680000000000001e-15,5.2105e-13,0.00368,0.52105,1e-12,0.0,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-07-19_2021-07-25,week,59417.5,2021-07-19,2021-07-25,8.509e-14,1.2843e-13,0.08509,0.12843,1e-12,0.48,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-07-26_2021-08-01,week,59424.5,2021-07-26,2021-08-01,3.549e-14,2.2134e-13,0.03549,0.22134,1e-12,0.04,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-08-02_2021-08-08,week,59431.5,2021-08-02,2021-08-08,0.0,1.7975e-13,0.0,0.17975,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-08-09_2021-08-15,week,59438.5,2021-08-09,2021-08-15,3.4668e-13,1.4481e-13,0.34668,0.14481,1e-12,8.6,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-08-16_2021-08-22,week,59445.5,2021-08-16,2021-08-22,1.7782e-13,1.314e-13,0.17782,0.1314,1e-12,2.16,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-08-23_2021-08-29,week,59452.5,2021-08-23,2021-08-29,2.5202e-13,1.5024e-13,0.25202,0.15024,1e-12,3.55,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-08-30_2021-09-05,week,59459.5,2021-08-30,2021-09-05,9.323e-14,1.1047e-13,0.09323,0.11047,1e-12,0.88,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-09-06_2021-09-12,week,59466.5,2021-09-06,2021-09-12,0.0,9.507e-14,0.0,0.09507,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-09-13_2021-09-19,week,59473.5,2021-09-13,2021-09-19,0.0,1.7609e-13,0.0,0.17609,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-09-20_2021-09-26,week,59480.5,2021-09-20,2021-09-26,1.1282e-13,1.5609e-13,0.11282,0.15609,1e-12,0.56,2.6,3.0,1,OK,OK,True
1es1959p650,1ES1959p650,2021-09-27_2021-10-03,week,59487.5,2021-09-27,2021-10-03,5.78e-14,1.1336e-13,0.0578,0.11336,1e-12,0.29,2.6,3.0,1,OK,OK,True
