source_id,source,series,method,period_days,cycles,observed_statistic,statistic_name,null_model,local_fap,global_fap,local_confidence,global_confidence,reference_95,reference_99,above_95,above_99,n_surrogates,exceed_count,global_exceed_count,local_window_min_days,local_window_max_days,ar1_alpha,note
mkn421,Mrk 421,wcda_strict_flux_weekly,CWT,129.86985635070872,12.289225882333014,2.7963522381167345,Global wavelet spectrum,AR(1) red noise via PyCWT time-averaged significance,,,,,11.221179052477114,14.081277880329623,False,False,0,0,0,,,0.7259199335467618,Quick-look candidate peak; no source/method/survey trial correction.
mkn421,Mrk 421,wcda_strict_flux_weekly,CWT,367.3274243892357,4.344897478465454,3.6996554257639427,Global wavelet spectrum,AR(1) red noise via PyCWT time-averaged significance,,,,,14.527196360443988,20.111701256470706,False,False,0,0,0,,,0.7259199335467618,Quick-look candidate peak; no source/method/survey trial correction.
mkn421,Mrk 421,wcda_strict_flux_weekly,WWZ,131.24999999999991,12.160000000000007,4.39798995199826,Local-window max global WWZ,AR(1) Gaussian surrogate on same strict-flux weekly sampling,0.48151848151848153,0.997002997002997,0.5184815184815185,0.0029970029970030065,7.214992930897452,9.0028232729761,False,False,1000,481,997,118.12499999999993,144.37499999999991,0.7259199335467618,Quick-look candidate peak; no source/method/survey trial correction.
mkn421,Mrk 421,wcda_strict_flux_weekly,WWZ,383.6538461538461,4.160000000000001,3.187928813232613,Local-window max global WWZ,AR(1) Gaussian surrogate on same strict-flux weekly sampling,0.7362637362637363,1.0,0.2637362637362637,0.0,15.451036611066524,22.366278838269498,False,False,1000,736,1000,345.2884615384615,422.0192307692307,0.7259199335467618,Quick-look candidate peak; no source/method/survey trial correction.
