source_id,source,series,requested_start_mjd,requested_end_mjd,actual_start_mjd,actual_end_mjd,n_points,median_dt_days,period_min_days,period_max_days,target_period_days,target_window_fraction,cwt_peak_period_days,cwt_peak_gws,cwt_reference_95,cwt_reference_99,cwt_above_95,cwt_above_99,cwt_target_period_days,cwt_target_gws,cwt_target_reference_95,cwt_target_reference_99,cwt_target_above_95,cwt_target_above_99,wwz_peak_period_days,wwz_peak_power,wwz_local_fap,wwz_reference_95,wwz_reference_99,wwz_above_95,wwz_above_99,wwz_target_period_days,wwz_target_power,wwz_target_local_fap,wwz_target_reference_95,wwz_target_reference_99,wwz_target_above_95,wwz_target_above_99,n_surrogates,seed_note
mkn421,Mrk 421,wcda_weekly_window,59500.0,60500.0,59501.16663148133,60495.16677083331,143,6.99999751159703,50.0,600.0,140.0,0.1,308.88420458919603,4.0255357859472625,13.448180173236729,19.127535578027537,False,False,145.7739331524295,3.857176623713938,11.18677408593329,14.823876508305363,False,False,314.88914452521846,5.49898661163378,0.3676323676323676,14.390838393320177,20.179728670982737,False,False,149.32400170320358,5.130037185790359,0.35264735264735264,8.732634992600163,12.49077901217029,False,False,1000,WWZ AR(1) surrogate seed is stored in the command invocation/log.
