mjd,flux,flux_err
58612.49994212963,7.148898e-08,1.9354037e-08
58619.49994212963,1.0153436e-07,8.2875795e-09
58626.49994212963,1.3724062e-07,2.5301446e-08
58633.49994212963,8.8475765e-08,1.6945638e-08
58640.49994212963,1.4230478e-07,2.7380825e-08
58647.49994212963,1.2863596e-07,2.586164e-08
58654.49994212963,1.7342681e-07,3.412042e-08
58661.49994212963,1.4802187e-07,3.072382e-08
58668.49994212963,2.2148915e-07,3.155834e-08
58675.49994212963,2.181731e-07,4.5304702e-08
58682.49994212963,1.5154266e-07,3.0963207e-08
58689.49994212963,9.7805255e-08,2.4275023e-08
58703.49994212963,1.8419811e-07,3.580806e-08
58710.49994212963,2.677971e-07,4.3816883e-08
58717.49994212963,2.3124923e-07,2.8415156e-08
58724.49994212963,1.8834722e-07,5.3915198e-08
58731.49994212963,4.787814e-07,1.768382e-07
58738.49994212963,1.6825523e-07,2.4334353e-08
58745.49994212963,1.2529557e-07,1.3608388e-08
58752.49994212963,2.9709116e-07,3.4755306e-08
58759.49994212963,1.919493e-07,3.2139123e-08
58766.49994212963,1.9118366e-07,3.4395967e-08
58773.49994212963,2.3550216e-07,3.4671107e-08
58780.49994212963,2.1351586e-07,3.8571105e-08
58787.49994212963,2.1129355e-07,3.790612e-08
58794.49994212963,1.559508e-07,2.4572778e-08
58801.49994212963,1.6147337e-07,2.4405704e-08
58808.49994212963,8.375493e-08,8.999803e-09
58815.49994212963,2.0560219e-07,3.3422015e-08
58822.49994212963,2.2852134e-07,3.2853258e-08
58829.49994212963,2.1154594e-07,3.2287097e-08
58836.49994212963,2.5764263e-07,4.0468347e-08
58843.49994212963,2.1666217e-07,3.1152677e-08
58850.49994212963,2.7401387e-07,4.2160273e-08
58857.49994212963,1.85609e-07,3.5981387e-08
58864.49994212963,1.9181181e-07,3.4354986e-08
58871.49994212963,1.4284296e-07,3.0999498e-08
58878.49994212963,2.0231168e-07,3.264813e-08
58885.49994212963,2.5862659e-07,8.031282e-08
58892.49994212963,1.9010133e-07,5.5774226e-08
58899.49994212963,1.3425257e-07,3.781063e-08
58906.49994212963,2.1779302e-07,3.6796266e-08
58913.49994212963,1.2839928e-07,3.2384406e-08
58920.49994212963,1.5385045e-07,3.4951768e-08
58927.49994212963,2.4703854e-07,3.5054455e-08
58934.49994212963,2.1658539e-07,2.9479946e-08
58941.49994212963,2.2573109e-07,3.4509494e-08
58948.49994212963,1.549749e-07,2.7301512e-08
58955.49994212963,2.1461963e-07,2.826859e-08
58962.49994212963,1.3331635e-07,2.1414127e-08
58969.49994212963,1.5961788e-07,3.154878e-08
58976.49994212963,2.1558367e-07,3.7447375e-08
58983.49994212963,2.2350797e-07,3.502707e-08
58990.49994212963,8.65465e-08,2.1665382e-08
58997.49994212963,1.5352332e-07,2.897323e-08
59004.49994212963,1.0582836e-07,2.0517959e-08
59011.49994212963,2.3021744e-07,3.095668e-08
59018.49994212963,2.5085131e-07,3.73401e-08
59025.49994212963,1.9259484e-07,3.5036408e-08
59032.49994212963,1.7472838e-07,3.1846486e-08
59039.49994212963,1.4113013e-07,2.5807259e-08
59046.49994212963,2.0161684e-07,4.3906116e-08
59053.49994212963,2.5449268e-07,3.9381174e-08
59060.49994212963,2.627838e-07,2.2742503e-08
59067.49994212963,3.1464913e-07,4.2521503e-08
59074.49994212963,2.8163393e-07,4.7917723e-08
59081.49994212963,1.9621858e-07,3.36277e-08
59088.49994212963,2.6838086e-07,3.8929887e-08
59095.49994212963,1.5231178e-07,7.5350066e-08
59102.49994212963,2.677743e-07,9.602154e-08
59109.49994212963,2.2135197e-07,3.2633384e-08
59116.49994212963,2.2987939e-07,3.920655e-08
59123.49994212963,3.0469963e-07,3.126439e-08
59130.49994212963,2.5075855e-07,3.380163e-08
59137.49994212963,1.8746006e-07,2.9776954e-08
59144.49994212963,2.3867906e-07,3.09274e-08
59151.49994212963,2.4113496e-07,2.2661466e-08
59158.49994212963,2.1631716e-07,3.1655937e-08
59165.49994212963,1.9221316e-07,2.5015467e-08
59172.49994212963,1.4658893e-07,2.473173e-08
59179.49994212963,1.2571411e-07,2.4370808e-08
59186.49994212963,1.9877959e-07,3.336461e-08
59193.49994212963,2.7784648e-07,3.466186e-08
59200.49994212963,1.648437e-07,1.7407961e-08
59207.49994212963,1.4705728e-07,3.474448e-08
59214.49994212963,1.3721242e-07,3.2461184e-08
59221.49994212963,1.3237337e-07,4.5263885e-08
59228.49994212963,1.4227898e-07,1.9409896e-08
59235.49994212963,1.2808712e-07,3.3919974e-08
59242.49994212963,1.9096935e-07,4.174388e-08
59249.49994212963,9.089778e-08,2.7791343e-08
59263.49994212963,4.0656448e-07,1.8980282e-07
59270.49994212963,1.4627548e-07,3.1962898e-08
59277.49994212963,1.1027606e-07,2.8705461e-08
59284.49994212963,1.3573487e-07,3.8164735e-08
59291.49994212963,8.41625e-08,2.4865908e-08
59298.49994212963,2.371618e-07,3.7790524e-08
59305.49994212963,2.5166506e-07,3.1954812e-08
59312.49994212963,2.2696608e-07,3.556756e-08
59319.49994212963,1.8533962e-07,3.064582e-08
59326.49994212963,1.4060922e-07,2.3763704e-08
59333.49994212963,1.9261256e-07,2.7695604e-08
59340.49994212963,1.8239153e-07,3.8593665e-08
59347.49994212963,1.4101606e-07,3.3363623e-08
59354.49994212963,3.1302642e-07,4.4928765e-08
59361.49994212963,1.1702845e-07,3.748874e-08
59368.49994212963,1.5871576e-07,2.898935e-08
59375.49994212963,2.1881806e-07,2.79249e-08
59382.49994212963,1.9467856e-07,2.9070693e-08
59389.49994212963,1.6811212e-07,3.7880017e-08
59396.49994212963,1.0437145e-07,2.900629e-08
59403.49994212963,1.6522912e-07,3.6046337e-08
59410.49994212963,9.429133e-08,1.2588124e-08
59417.49994212963,1.16657255e-07,3.687029e-08
59424.49994212963,2.0821047e-07,3.7836074e-08
59431.49994212963,1.088943e-07,3.3903277e-08
59438.49994212963,9.727544e-08,3.3118184e-08
59445.49994212963,1.292345e-07,3.166998e-08
59452.49994212963,1.1378768e-07,2.7603553e-08
59459.49994212963,2.1887848e-07,3.395405e-08
59466.49994212963,1.7860567e-07,6.927372e-08
59473.49994212963,1.1782327e-07,4.202467e-08
59480.49994212963,1.05649946e-07,1.0587469e-08
59487.49994212963,1.2421135e-07,2.4836412e-08
59494.49994212963,1.10717984e-07,2.1342002e-08
59501.49994212963,2.1867983e-07,3.5264854e-08
59508.49994212963,2.1048822e-07,1.8062387e-08
59515.49994212963,1.3528154e-07,2.4867278e-08
59522.49994212963,8.4594e-08,1.9980543e-08
59529.49994212963,2.1945118e-07,2.4763796e-08
59536.49994212963,1.7702561e-07,2.5211822e-08
59543.49994212963,1.6512415e-07,2.471896e-08
59550.49994212963,1.4057791e-07,1.1065738e-08
59557.49994212963,1.7646673e-07,1.8933637e-08
59564.49994212963,1.9476414e-07,3.2202376e-08
59571.49994212963,2.1273605e-07,3.8432702e-08
59578.49994212963,1.4357695e-07,3.4643804e-08
59585.49994212963,1.7033508e-07,1.9483366e-08
59592.49994212963,1.79894e-07,3.9272496e-08
59599.49994212963,2.060666e-07,1.1125085e-08
59606.49994212963,4.6011213e-08,2.2530859e-08
59613.49994212963,2.2055072e-07,3.6970523e-08
59620.49994212963,1.526816e-07,3.183508e-08
59634.49994212963,4.1798924e-07,1.5189366e-07
59641.49994212963,2.3456789e-07,3.450404e-08
59648.49994212963,1.735478e-07,3.7732214e-08
59655.49994212963,1.6673852e-07,4.1471104e-08
59662.49994212963,1.3459781e-07,3.1434034e-08
59669.49994212963,1.7679471e-07,2.4817833e-08
59676.49994212963,1.7788555e-07,3.184691e-08
59683.49994212963,1.0999294e-07,3.124134e-08
59690.49994212963,1.2412238e-07,2.801561e-08
59697.49994212963,1.9401237e-07,2.6160622e-08
59704.49994212963,2.0225166e-07,1.1413436e-08
59711.49994212963,2.5208337e-07,4.2083794e-08
59718.49994212963,2.7827144e-07,3.6753207e-08
59725.49994212963,2.3229298e-07,3.415863e-08
59732.49994212963,1.5309203e-07,1.9195838e-08
59739.49994212963,1.4089089e-07,2.4565576e-08
59746.49994212963,1.519832e-07,2.268685e-08
59753.49994212963,3.130482e-07,3.8500968e-08
59760.49994212963,3.7322778e-07,3.1626634e-08
59767.49994212963,3.3180106e-07,4.136805e-08
59774.49994212963,2.751445e-07,3.5985117e-08
59781.49994212963,3.6290135e-07,4.9179175e-08
59788.49994212963,2.6805802e-07,5.6562076e-08
59795.49994212963,2.5015297e-07,4.0612555e-08
59802.49994212963,2.1171762e-07,4.136011e-08
59809.49994212963,2.4961236e-07,4.2897366e-08
59816.49994212963,2.1162361e-07,3.9895426e-08
59823.49994212963,1.4248545e-07,2.9321592e-08
59830.49994212963,1.5823781e-07,3.259373e-08
59837.49994212963,2.950596e-07,1.1143554e-07
59844.49994212963,1.882266e-07,3.3725893e-08
59851.49994212963,1.9744887e-07,3.0071476e-08
59858.49994212963,2.796834e-07,3.2356716e-08
59865.49994212963,2.8918976e-07,3.0344133e-08
59872.49994212963,2.0780783e-07,3.235454e-08
59879.49994212963,2.4153275e-07,3.3883143e-08
59886.49994212963,2.053692e-07,1.4645264e-08
59893.49994212963,1.9940916e-07,3.820667e-08
59900.49994212963,2.3341428e-07,2.8841164e-08
59907.49994212963,1.7023214e-07,8.395531e-09
59914.49994212963,3.0845345e-07,3.573072e-08
59921.49994212963,2.459939e-07,3.5329656e-08
59928.49994212963,2.3507451e-07,3.461335e-08
59935.49994212963,2.4741576e-07,3.216223e-08
59942.49994212963,3.1158984e-07,1.7533157e-08
59949.49994212963,3.1865673e-07,4.618338e-08
59956.49994212963,2.5857892e-07,2.1350516e-08
59963.49994212963,1.824552e-07,3.849251e-08
59970.49994212963,3.0134882e-07,4.6259633e-08
59977.49994212963,2.9442216e-07,3.973359e-08
59984.49994212963,1.9823774e-07,3.09636e-08
59991.49994212963,2.1817621e-07,4.5053905e-08
60005.49994212963,2.1353985e-07,4.6433502e-08
60012.49994212963,1.3827949e-07,3.102053e-08
60019.49994212963,2.0597962e-07,3.1572977e-08
60026.49994212963,2.3198686e-07,1.7362856e-08
60033.49994212963,1.9513699e-07,3.3673814e-08
60040.49994212963,2.991831e-07,3.8724522e-08
60047.49994212963,1.8878438e-07,3.1261916e-08
60054.49994212963,2.81492e-07,3.9300556e-08
60061.49994212963,3.4012075e-07,3.5569947e-08
60068.49994212963,1.7253775e-07,2.4281391e-08
60075.49994212963,3.4324069e-07,3.6810366e-08
60082.49994212963,2.4678275e-07,3.8052914e-08
60089.49994212963,1.9970146e-07,3.1902513e-08
60096.49994212963,1.9089212e-07,3.1392265e-08
60103.49994212963,1.7027065e-07,2.8046637e-08
60110.49994212963,2.1977408e-07,2.9157627e-08
60117.49994212963,2.7939925e-07,3.368552e-08
60124.49994212963,1.6904586e-07,3.2597153e-08
60131.49994212963,2.2013518e-07,3.8636173e-08
60138.49994212963,1.8658862e-07,3.1445044e-08
60145.49994212963,2.9312795e-07,4.159781e-08
60152.49994212963,3.525714e-07,6.252703e-08
60159.49994212963,2.1731587e-07,4.4119048e-08
60166.49994212963,2.672218e-07,6.299762e-08
60173.49994212963,2.2752289e-07,3.8419103e-08
60180.49994212963,2.3381295e-07,3.7614683e-08
60187.49994212963,1.485625e-07,3.0144488e-08
60194.49994212963,2.3425748e-07,1.4845761e-08
60201.49994212963,2.499127e-07,3.4578445e-08
60208.49994212963,2.0735496e-07,3.1996013e-08
60215.49994212963,2.943748e-07,3.7647673e-08
60222.49994212963,2.0657987e-07,3.0689385e-08
60229.49994212963,2.853525e-07,2.8999107e-08
60236.49994212963,2.4067344e-07,2.5734849e-08
60243.49994212963,2.7073142e-07,3.4642685e-08
60250.49994212963,2.0778837e-07,1.1807489e-08
60257.49994212963,3.1872105e-07,4.1065327e-08
60264.49994212963,1.958917e-07,3.2936846e-08
60271.49994212963,3.3441185e-07,3.2959424e-08
60278.49994212963,2.666491e-07,2.9680711e-08
60285.49994212963,2.5198986e-07,3.2192926e-08
60292.49994212963,2.5620903e-07,3.5841687e-08
60299.49994212963,2.6880284e-07,3.3193125e-08
60306.49994212963,3.0432054e-07,3.7506805e-08
60313.49994212963,2.1225115e-07,4.923494e-08
60320.49994212963,1.7330264e-07,3.685821e-08
60327.49994212963,1.6222444e-07,1.14307595e-08
60334.49994212963,2.9881306e-07,1.646513e-08
60341.49994212963,2.645197e-07,3.743031e-08
60348.49994212963,3.4736186e-07,4.2193367e-08
60355.49994212963,2.2258946e-07,5.905874e-09
60362.49994212963,2.5352972e-07,9.447708e-08
60376.49994212963,1.6808431e-07,2.7218997e-08
60383.49994212963,2.0422851e-07,3.9656502e-08
60390.49994212963,2.5107227e-07,2.1953046e-08
60397.49994212963,1.5313601e-07,2.5148193e-08
60404.49994212963,2.2466725e-07,3.501161e-08
60411.49994212963,1.3614849e-07,3.1636944e-08
60418.49994212963,1.0478593e-07,2.889646e-08
60425.49994212963,1.1359367e-07,2.9976555e-08
60432.49994212963,1.3050878e-07,2.3055419e-08
60439.49994212963,1.6330715e-07,2.6751067e-08
60446.49994212963,2.5667137e-07,3.8524735e-08
60453.49994212963,1.8606856e-07,3.566029e-08
60460.49994212963,1.8404103e-07,2.9725493e-08
60467.49994212963,2.5268386e-07,3.7062474e-08
60474.49994212963,1.5958987e-07,2.7633323e-08
60481.49994212963,1.3967836e-07,2.261235e-08
60488.49994212963,1.6961374e-07,2.864304e-08
60495.49994212963,1.2684677e-07,3.0370146e-08
60502.49994212963,2.2168008e-07,3.8686064e-08
60509.49994212963,1.6544739e-07,2.8957867e-08
60516.49994212963,1.32865e-07,3.0782626e-08
60523.49994212963,1.1161381e-07,4.020187e-09
60530.49994212963,9.410193e-08,3.0626936e-08
60537.49994212963,1.8437942e-07,4.0037804e-08
60544.49994212963,1.9481709e-07,2.0349793e-08
60551.49994212963,1.8797618e-07,3.8221916e-08
60558.49994212963,1.2883825e-07,3.1930373e-08
60565.49994212963,6.137167e-08,1.379477e-08
60572.49994212963,1.8359718e-07,5.1239006e-08
60579.49994212963,1.3205472e-07,2.7930025e-08
60586.49994212963,8.122265e-08,2.3288438e-08
60593.49994212963,1.08009864e-07,2.4066486e-08
60600.49994212963,9.813986e-08,1.907404e-08
60607.49994212963,1.4083865e-07,2.9224154e-08
60614.49994212963,1.9149614e-07,2.5413826e-08
60621.49994212963,1.516021e-07,1.089414e-08
60628.49994212963,1.7016959e-07,3.7385124e-08
60635.49994212963,1.327917e-07,2.4087145e-08
60642.49994212963,1.06949265e-07,2.0799913e-08
60649.49994212963,9.016236e-08,2.1080439e-08
60656.49994212963,1.3024413e-07,3.3227966e-08
60670.49994212963,1.01907204e-07,2.6238066e-08
60677.49994212963,2.1982646e-07,4.2941622e-08
60684.49994212963,1.531835e-07,3.416424e-08
60691.49994212963,2.569455e-07,3.700442e-08
60698.49994212963,1.5814116e-07,3.414699e-08
60705.49994212963,1.299169e-07,2.8019455e-08
60712.49994212963,1.2350209e-07,3.13676e-08
60719.49994212963,1.6972773e-07,3.306391e-08
60726.49994212963,1.6172218e-07,4.068571e-08
60740.49994212963,1.0503725e-07,3.359064e-08
60747.49994212963,1.4330706e-07,2.9849115e-08
60754.49994212963,1.4534008e-07,2.888634e-08
60761.49994212963,1.1026903e-07,2.8997725e-08
60768.49994212963,8.762069e-08,3.111785e-08
60775.49994212963,9.98489e-08,2.6281082e-08
60782.49994212963,9.044844e-08,2.790052e-08
60789.49994212963,1.0694258e-07,2.7686886e-08
60796.49994212963,1.3894483e-07,2.2721101e-08
60803.49994212963,6.786147e-08,1.8596738e-08
60810.49994212963,1.1534035e-07,3.2049698e-08
60817.49994212963,8.695197e-08,2.5396599e-08
60824.49994212963,1.0462502e-07,2.4173437e-08
60831.49994212963,6.849682e-08,2.0024999e-08
60838.49994212963,8.751325e-08,2.0788226e-08
60845.49994212963,1.3097093e-07,2.7784225e-08
60852.49994212963,7.4295194e-08,2.414313e-08
60859.49994212963,1.2811307e-07,3.7496033e-08
60866.49994212963,1.16307675e-07,3.1638983e-08
60873.49994212963,1.2338059e-07,2.8677244e-08
60880.49994212963,1.0212243e-07,2.471366e-08
60887.49994212963,2.0450385e-07,7.9262065e-08
60894.49994212963,1.247818e-07,3.7112752e-08
60901.49994212963,2.293068e-07,4.5567898e-08
60908.49994212963,1.775572e-07,3.473755e-08
60915.49994212963,1.4839085e-07,3.407461e-08
60922.49994212963,1.4810418e-07,3.355261e-08
60929.49994212963,1.4943846e-07,2.5508408e-08
60936.49994212963,7.3438095e-08,3.2633885e-08
60943.49994212963,1.5474407e-07,3.366798e-08
60950.49994212963,1.8310882e-07,3.1058487e-08
60957.49994212963,1.4752125e-07,2.3881324e-08
60964.49994212963,1.17397036e-07,1.6943886e-08
60971.49994212963,1.02337154e-07,2.02163e-08
60978.49994212963,9.870309e-08,2.7378487e-08
60985.49994212963,1.5560678e-07,3.670306e-08
60992.49994212963,6.521257e-08,2.5016279e-08
60999.49994212963,1.2348058e-07,2.3939708e-09
61006.49994212963,1.6545697e-07,2.4442027e-08
61013.49994212963,1.4960548e-07,3.1381227e-08
61020.49994212963,1.20028e-07,8.183817e-09
61027.49994212963,1.202225e-07,2.8002171e-08
61034.49994212963,1.2343739e-07,2.862289e-08
61041.49994212963,1.4938976e-07,3.1873757e-08
61048.49994212963,2.1729144e-07,3.9559627e-08
61055.49994212963,3.0236308e-07,3.505057e-08
61062.49994212963,9.577636e-08,2.6690781e-08
