mjd,flux,flux_err
56757.49996527778,3.273585e-07,5.139941e-08
56764.49996527778,3.7524433e-07,5.1206694e-08
56771.49996527778,3.9533623e-07,5.1255473e-08
56778.49996527778,3.89813e-07,4.613825e-08
56785.49996527778,2.3910295e-07,4.0373703e-08
56792.49996527778,2.5328796e-07,4.952038e-08
56799.49996527778,3.0169443e-07,5.216139e-08
56806.49996527778,2.1472529e-07,5.2000942e-08
56813.49996527778,3.190227e-07,6.120401e-08
56820.49996527778,9.8942934e-08,4.1599073e-08
56827.49996527778,1.5980798e-07,4.512825e-08
56834.49996527778,2.0336492e-07,4.2661153e-08
56841.49996527778,1.442915e-07,3.7901174e-08
56848.49996527778,1.649302e-07,4.791951e-08
56855.49996527778,2.583738e-07,5.0500407e-08
56862.49996527778,1.8675703e-07,4.4013834e-08
56869.49996527778,1.8783172e-07,3.8856683e-08
56876.49996527778,4.934694e-08,1.660875e-08
56883.49996527778,2.3141702e-07,6.935462e-08
56897.49996527778,1.3650671e-07,5.171939e-08
56904.49996527778,1.4634747e-07,4.7245614e-08
56911.49996527778,2.5789672e-07,4.797127e-08
56918.49996527778,1.9238601e-07,3.8298893e-08
56925.49996527778,2.7522856e-07,4.2298215e-08
56932.49996527778,2.8510266e-07,6.016115e-08
56939.49996527778,3.0547574e-07,5.5486492e-08
56946.49996527778,3.273114e-07,6.096215e-08
56953.49996527778,3.761649e-07,6.1822604e-08
56960.49996527778,2.0865959e-07,4.6025274e-08
56967.49996527778,2.0754601e-07,4.2992376e-08
56974.49996527778,3.098067e-07,4.1682938e-08
56981.49996527778,3.2803473e-07,5.2586778e-08
56988.49996527778,3.211937e-07,6.581349e-08
56995.49996527778,3.442279e-07,4.9766346e-08
57002.49996527778,4.0179586e-07,5.1587104e-08
57009.49996527778,1.8896287e-07,3.5074393e-08
57016.49996527778,2.2517835e-07,3.8187768e-08
57023.49996527778,3.2535223e-07,4.818785e-08
57030.49996527778,1.7303051e-07,3.664354e-08
57037.49996527778,2.352135e-07,4.533712e-08
57044.49996527778,1.5520301e-07,3.06898e-08
57051.49996527778,2.3648494e-07,4.2982872e-08
57058.49996527778,5.520157e-08,4.5617952e-08
57065.49996527778,1.6839631e-07,3.700871e-08
57072.49996527778,1.9847056e-07,4.240291e-08
57079.49996527778,1.04432175e-07,3.0921818e-08
57086.49996527778,1.5707936e-07,3.168976e-08
57093.49996527778,1.9945197e-07,3.3770277e-08
57100.49996527778,2.1404553e-07,4.5481592e-08
57107.49996527778,2.173164e-07,4.739079e-08
57114.49996527778,1.7975817e-07,4.4333238e-08
57121.49996527778,2.7614794e-07,4.729322e-08
57128.49996527778,1.6529596e-07,3.7107753e-08
57135.49996527778,2.6798728e-07,4.1673832e-08
57142.49996527778,2.9373413e-07,4.2133582e-08
57149.49996527778,2.0691937e-07,3.5338967e-08
