source_id,source,series,n_points,mjd_min,mjd_max,median_dt_days,cwt_peak_period_days,cwt_peak_gws,wwz_peak_period_days,wwz_peak_power
mkn501,Mrk 501,wcda_weekly,264,59284.33328206009,61125.16668842604,6.999996874903445,389.1696759445418,4.407012636313828,402.9796343164169,6.385306531275656
