source,cadence,name,mjd,date1,date2,n_inputs,gamma,E0_TeV,F0,F0_err,F0_order,N0,N0_err,TS,fit_status,fit_log_status,old_excess_rate,mapfile,parres,log
Mkn421,day,2022-04-07_2022-04-07,59676.50000000,2022-04-07,2022-04-07,4,2.6,3.0,0.63315,0.15005,1e-12,6.33150000e-13,1.50050000e-13,26.64,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-07_2022-04-07.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-07_2022-04-07/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-07_2022-04-07/fit.log
Mkn421,day,2022-04-08_2022-04-08,59677.50000000,2022-04-08,2022-04-08,4,2.6,3.0,0.62917,0.14714,1e-12,6.29170000e-13,1.47140000e-13,27.86,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-08_2022-04-08.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-08_2022-04-08/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-08_2022-04-08/fit.log
Mkn421,day,2022-04-09_2022-04-09,59678.50000000,2022-04-09,2022-04-09,6,2.6,3.0,0.52607,0.13326,1e-12,5.26070000e-13,1.33260000e-13,24.87,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-09_2022-04-09.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-09_2022-04-09/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-09_2022-04-09/fit.log
Mkn421,day,2022-04-10_2022-04-10,59679.50000000,2022-04-10,2022-04-10,6,2.6,3.0,0.49465,0.13508,1e-12,4.94650000e-13,1.35080000e-13,20.5,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-10_2022-04-10.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-10_2022-04-10/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-10_2022-04-10/fit.log
Mkn421,day,2022-04-11_2022-04-11,59680.50000000,2022-04-11,2022-04-11,6,2.6,3.0,0.7062,0.1475,1e-12,7.06200000e-13,1.47500000e-13,37.41,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-11_2022-04-11.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-11_2022-04-11/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-11_2022-04-11/fit.log
Mkn421,day,2022-04-12_2022-04-12,59681.50000000,2022-04-12,2022-04-12,6,2.6,3.0,0.48968,0.13503,1e-12,4.89680000e-13,1.35030000e-13,20.87,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-12_2022-04-12.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-12_2022-04-12/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-12_2022-04-12/fit.log
Mkn421,day,2022-04-13_2022-04-13,59682.50000000,2022-04-13,2022-04-13,6,2.6,3.0,0.1966,0.1359,1e-12,1.96600000e-13,1.35900000e-13,2.43,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-13_2022-04-13.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-13_2022-04-13/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-13_2022-04-13/fit.log
Mkn421,day,2022-04-14_2022-04-14,59683.50000000,2022-04-14,2022-04-14,6,2.6,3.0,0.17247,0.13726,1e-12,1.72470000e-13,1.37260000e-13,1.8,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-14_2022-04-14.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-14_2022-04-14/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-14_2022-04-14/fit.log
Mkn421,day,2022-04-15_2022-04-15,59684.50000000,2022-04-15,2022-04-15,6,2.6,3.0,0.3045,0.13546,1e-12,3.04500000e-13,1.35460000e-13,7.12,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-15_2022-04-15.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-15_2022-04-15/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-15_2022-04-15/fit.log
Mkn421,day,2022-04-16_2022-04-16,59685.50000000,2022-04-16,2022-04-16,6,2.6,3.0,0.18204,0.14156,1e-12,1.82040000e-13,1.41560000e-13,1.87,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-16_2022-04-16.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-16_2022-04-16/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-16_2022-04-16/fit.log
Mkn421,day,2022-04-17_2022-04-17,59686.50000000,2022-04-17,2022-04-17,6,2.6,3.0,0.04122,0.13924,1e-12,4.12200000e-14,1.39240000e-13,0.09,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-17_2022-04-17.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-17_2022-04-17/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-17_2022-04-17/fit.log
Mkn421,day,2022-04-18_2022-04-18,59687.50000000,2022-04-18,2022-04-18,6,2.6,3.0,0.08572,0.11287,1e-12,8.57200000e-14,1.12870000e-13,0.73,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-18_2022-04-18.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-18_2022-04-18/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-18_2022-04-18/fit.log
Mkn421,day,2022-04-19_2022-04-19,59688.50000000,2022-04-19,2022-04-19,6,2.6,3.0,0.11775,0.1163,1e-12,1.17750000e-13,1.16300000e-13,1.27,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-19_2022-04-19.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-19_2022-04-19/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-19_2022-04-19/fit.log
