# ra : 166.114
# dec : 38.209
# nhits : [0, 1, 2, 3, 4, 5, 6]
# delta : [0.89, 0.662, 0.498, 0.398, 0.332, 0.263, 0.196]
# max_zen : 50.0
name,mjd,n_on,n_bkg,n_off,tobs
2025-04-20_2025-04-20,60785.16642465281,"[6146.0, 720.0, 98.0, 6.0, 2.0, 0.0, 0.0]","[6099.279053606788, 702.8722157536929, 71.65227055726166, 4.614529349084738, 1.0936829705921842, 0.07333394917121373, 0.03629244354883238]","[10999718.013120916, 1268217.37282292, 129135.80996651789, 8330.049078077984, 1974.2419083840218, 111.83679831725642, 64.04221456852696]",29151.5
2025-04-21_2025-04-21,60786.16667453715,"[6005.0, 733.0, 87.0, 13.0, 0.0, 0.0, 0.0]","[6034.617780142214, 705.536514352197, 71.22100725666756, 4.863829799518015, 1.037822409302409, 0.05896860594675543, 0.04698361037199982]","[10909051.545321634, 1275263.7645696502, 128499.71102276376, 8699.88141976426, 1867.9518886032884, 102.11621471414351, 84.37733806436836]",29092.1
2025-04-22_2025-04-22,60787.16652615747,"[6182.0, 705.0, 81.0, 7.0, 3.0, 0.0, 0.0]","[6061.487157239463, 699.3045202973369, 71.96532312416876, 4.250149691146989, 1.0183668588961163, 0.11841406277827617, 0.04221189899356357]","[10950418.173642954, 1262444.0510694883, 129562.46577013396, 7617.395409826454, 1830.983433660371, 195.13793354691583, 76.83080871164174]",29073.5
2025-04-23_2025-04-23,60788.16673657447,"[6188.0, 741.0, 78.0, 6.0, 2.0, 1.0, 0.0]","[6159.250880895614, 713.1359058935046, 72.57955146656657, 4.7181767677819355, 1.197432222409027, 0.07069248571038897, 0.01917396321458265]","[10994963.129540574, 1269930.5233713859, 129260.59543326736, 8375.971051441304, 2112.6057578992913, 126.42909209511375, 33.004813337674776]",29154.5
2025-04-24_2025-04-24,60789.166853703806,"[6158.0, 717.0, 65.0, 6.0, 2.0, 1.0, 0.0]","[6088.535882889832, 708.850898048833, 70.78769313700282, 4.986119518663502, 1.1612276374608004, 0.11587920962756995, 0.02912473552998673]","[10975750.394250406, 1276182.3833917999, 127508.66443304154, 8969.886918176157, 2119.695963065716, 198.92919816001742, 56.796882525003255]",29100.7
2025-04-25_2025-04-25,60790.16684328699,"[6112.0, 746.0, 74.0, 4.0, 2.0, 0.0, 0.0]","[6110.218475154336, 704.371987722258, 71.88828270661857, 4.739218913864515, 1.1182658031370984, 0.09611605908834119, 0.031363653215538884]","[10980189.583997572, 1266960.943229753, 129329.49138479559, 8489.80816822088, 1987.0136697303278, 180.40271321943501, 72.29614946376999]",29106.0
2025-04-26_2025-04-26,60791.166469560194,"[6084.0, 695.0, 91.0, 6.0, 0.0, 0.0, 0.0]","[5920.167590022099, 690.8100714191535, 69.81897560355542, 4.597864518453753, 1.0942654232399691, 0.12010582194448817, 0.031583377320682275]","[10695679.73168195, 1247048.9096775677, 125921.3995760698, 8283.235501653136, 1994.7346344662433, 211.08645318088466, 53.61978770053939]",29138.5
2025-04-27_2025-04-27,60792.16675092562,"[5919.0, 688.0, 83.0, 5.0, 1.0, 0.0, 0.0]","[5775.7825851034, 678.067560654418, 69.46187546578824, 4.752492412427277, 1.0167704163486104, 0.07053152483728165, 0.025595959382473176]","[10422703.499943841, 1223243.1169443466, 125078.18886210743, 8587.365791523884, 1819.4530365449405, 143.74803131812976, 49.00739675296527]",29167.5
2025-04-28_2025-04-28,60793.1668291668,"[5965.0, 721.0, 88.0, 8.0, 1.0, 0.0, 0.0]","[5881.646101632854, 683.7740560098856, 69.19784288198548, 4.625132988507723, 1.0215573411520031, 0.06677727707581586, 0.021617026790206384]","[10561965.618322954, 1227098.7282445948, 124219.15397130919, 8279.509911866407, 1835.657255563362, 129.42760311780407, 41.469183792498114]",28970.0
2025-04-29_2025-04-29,60794.16669062495,"[5962.0, 749.0, 84.0, 8.0, 2.0, 0.0, 0.0]","[5860.6212553899395, 684.1260713196461, 70.17006903313592, 4.3268861057076204, 1.1303475924011481, 0.08427191760742604, 0.023025316527275623]","[10559730.777636368, 1232866.27583657, 126612.26551927358, 7825.384518807466, 2065.6095051930274, 173.13301673725434, 45.64326057085544]",29110.2
2025-04-30_2025-04-30,60795.166745486174,"[5817.0, 730.0, 82.0, 9.0, 2.0, 0.0, 0.0]","[5740.472430052971, 673.0875119464768, 67.87643501349345, 4.4774110225832215, 1.0179135664286925, 0.06516582372086241, 0.0443206648848076]","[10330614.772273002, 1211244.119378383, 122340.9350840954, 8102.730645236383, 1878.5415158654487, 116.78121895464714, 76.28348472144194]",29104.2
2025-05-01_2025-05-01,60796.16679571748,"[5676.0, 695.0, 94.0, 6.0, 6.0, 0.0, 0.0]","[5658.016393771517, 661.731569097154, 66.64225881881052, 4.51391834327604, 1.054502791659296, 0.07312973815343864, 0.04919092235025942]","[10239427.76201492, 1196681.638271786, 120653.75759104725, 8169.814979447428, 1899.1439002292864, 142.4845093330624, 71.6439514069543]",29138.0
2025-05-02_2025-05-02,60797.16654351886,"[6012.0, 684.0, 97.0, 9.0, 3.0, 0.0, 0.0]","[5881.490015913879, 684.5373691406558, 68.93672668441502, 4.540929596651217, 1.098188369213785, 0.07049081401476058, 0.042521050602232165]","[10591929.62706862, 1231644.4225778384, 124277.67146555214, 8221.892796385828, 1953.9065285347688, 123.04505063900882, 83.58192419281602]",29141.9
2025-05-03_2025-05-03,60798.16694479175,"[6051.0, 679.0, 86.0, 6.0, 1.0, 0.0, 0.0]","[5949.451992482866, 697.1382502715012, 68.91422130010002, 4.514203040361841, 1.0133298198290568, 0.08807594443785997, 0.033084866624996864]","[10689385.70499335, 1251336.411668095, 123628.41760379195, 8099.738078735773, 1811.8976998113649, 153.7421791391777, 61.59188483841775]",29120.0
2025-05-04_2025-05-04,60799.16693263895,"[6031.0, 748.0, 77.0, 5.0, 2.0, 0.0, 0.0]","[5974.867402101413, 696.3119285415929, 68.41593464829762, 4.787409949880193, 1.0076503287845167, 0.09207399976702672, 0.04058839386945762]","[10744726.7653132, 1252335.6194126853, 123534.59229340497, 8610.630077818427, 1817.7897955318913, 172.77921823774747, 70.81629553409371]",29076.1
2025-05-05_2025-05-05,60800.16680775424,"[6160.0, 769.0, 107.0, 10.0, 1.0, 0.0, 0.0]","[5985.2806074479995, 696.5639346592178, 69.23029923707526, 4.32960894317028, 1.0490048750063983, 0.1048397266128332, 0.024665087385106976]","[10762626.588708177, 1253572.827706378, 124646.09205992853, 7784.526862161396, 1888.400854281368, 184.1518330152098, 41.4383400121935]",29095.0
2025-05-06_2025-05-06,60801.16681342607,"[5830.0, 741.0, 100.0, 9.0, 2.0, 0.0, 0.0]","[5983.407238968699, 701.0739902465662, 70.23863422103672, 4.67944350644751, 1.0997381702975018, 0.07670546793942117, 0.03424123786539961]","[10764791.587054804, 1260652.5443100051, 126478.17486887366, 8363.141142403374, 1956.7862178373437, 131.4034898146161, 65.48053986764918]",29092.4
2025-05-07_2025-05-07,60802.16671724566,"[6138.0, 753.0, 86.0, 4.0, 4.0, 0.0, 0.0]","[6107.65558342491, 708.7968109395811, 71.34575974835221, 4.3885907290812005, 1.0481206043715259, 0.06686594120004759, 0.0295117258550468]","[10967996.007510684, 1273689.4421654097, 128328.16911815814, 7898.198490326913, 1889.610730109414, 138.63770565508605, 53.931789810897804]",29121.7
2025-05-08_2025-05-08,60803.16690231481,"[5969.0, 693.0, 67.0, 11.0, 1.0, 0.0, 0.0]","[5887.625413796556, 689.6754030162875, 70.0546733818389, 4.297537318723901, 1.1633909535324407, 0.057985184953489796, 0.029972676599132535]","[10615287.080108434, 1242440.7628347513, 126305.86233081833, 7736.945130084399, 2091.64309804658, 112.07339725877685, 56.01400492775054]",29142.4
2025-05-09_2025-05-09,60804.16686446754,"[5874.0, 699.0, 94.0, 4.0, 2.0, 0.0, 0.0]","[5848.504864950172, 684.445536733942, 69.19355898836122, 4.462227095816036, 1.0888653289371524, 0.08875027429417442, 0.04655212178563646]","[10545208.830710586, 1233102.682634323, 124732.31630503749, 8032.130263843264, 1954.6793548066169, 172.58133566154427, 95.44310315565903]",29129.9
2025-05-10_2025-05-10,60805.16690705999,"[5878.0, 723.0, 76.0, 8.0, 3.0, 0.0, 0.0]","[5842.224659817819, 688.5354825683881, 68.63239015523406, 4.412529077245996, 0.9835096123725463, 0.06093072109612649, 0.048826855121159106]","[10385646.004478425, 1224867.1654360893, 122138.76379436489, 7827.987978992686, 1772.959478562689, 118.454927818022, 83.81944822857268]",29145.2
2025-05-11_2025-05-11,60806.16693761525,"[5961.0, 695.0, 85.0, 6.0, 2.0, 0.0, 0.0]","[5927.63575504257, 687.2580290768761, 68.46700444789063, 4.482124229697774, 1.1573036170106432, 0.03986709964335594, 0.03086317515684751]","[10597432.649691641, 1227438.44468437, 122645.85185904507, 8059.756139677425, 2088.9142524804784, 81.28398793916341, 58.209868409647505]",29095.6
2025-05-12_2025-05-12,60807.16680613396,"[5934.0, 724.0, 86.0, 4.0, 3.0, 0.0, 0.0]","[5991.500355577786, 700.021724687857, 69.91177309628324, 4.517652437759569, 1.2002056435895672, 0.10532586931707703, 0.030991365714642262]","[10619557.752022855, 1241561.4095555297, 123671.31917371279, 8033.585137398563, 2079.6250082476718, 188.53339021373682, 44.895751840746804]",29088.0
2025-05-13_2025-05-13,60808.16682557836,"[6004.0, 724.0, 72.0, 8.0, 2.0, 0.0, 0.0]","[5997.155988596093, 701.8320236562771, 69.52554588750262, 4.375643305815806, 1.0716923224300972, 0.07793636932462548, 0.026867754176153398]","[10768404.619981658, 1260467.618358951, 124927.52167939907, 7941.690338860597, 1916.4694318691174, 147.76058753821903, 53.08267769196218]",29109.2
2025-05-14_2025-05-14,60809.1667657407,"[5906.0, 651.0, 81.0, 2.0, 1.0, 0.0, 0.0]","[5910.906011393468, 693.1120153520628, 68.86519813744407, 4.55942693534626, 1.0941942789231687, 0.07614868130941528, 0.026631731190877517]","[10626103.627638774, 1245735.5072085338, 123775.07648678139, 8245.856165390564, 1954.0772851503941, 136.93252306659622, 56.80076512119838]",29069.0
2025-05-15_2025-05-15,60810.166809374816,"[5854.0, 725.0, 90.0, 2.0, 1.0, 0.0, 0.0]","[5883.205185215423, 683.071683563239, 69.11946256377784, 4.198324119679624, 1.0396556521523608, 0.0824586122741049, 0.0415350301923463]","[10575190.836128611, 1227096.5630982714, 124206.61800195415, 7539.998670372262, 1859.3700124065879, 144.93889773007464, 70.39731269849679]",29125.3
2025-05-16_2025-05-16,60811.1669516203,"[5862.0, 688.0, 73.0, 6.0, 1.0, 0.0, 0.0]","[5926.633120656717, 689.6588861418859, 68.3801831635479, 4.449028675178288, 0.996542997350221, 0.044570242156409014, 0.030781324354585523]","[10647747.813854935, 1239925.8251637672, 123459.00567146103, 8052.646253722565, 1805.9244818963791, 84.16714135599089, 61.194785508617905]",29085.4
2025-05-17_2025-05-17,60812.166987731776,"[5790.0, 695.0, 74.0, 9.0, 1.0, 0.0, 0.0]","[5855.173879317347, 680.7676628074395, 70.23178398145394, 4.147855568199261, 1.1959259382192136, 0.045219076969915256, 0.04145660515539462]","[10531959.76691607, 1224566.1965810244, 126133.99531748405, 7447.579051831976, 2172.085566469125, 103.99959303133173, 65.14549661370008]",29107.4
2025-05-18_2025-05-18,60813.16684548555,"[5846.0, 697.0, 80.0, 1.0, 3.0, 1.0, 0.0]","[5838.513818644698, 684.0482269420844, 68.13174823501852, 4.676787959861007, 1.078856743896777, 0.1000409019123194, 0.03688642143353437]","[10487899.739385953, 1228537.365810635, 122352.46736423853, 8426.389840074196, 1917.6952224797685, 177.88716990232123, 57.80687735971435]",29097.9
2025-05-19_2025-05-19,60814.167002314745,"[6001.0, 689.0, 83.0, 7.0, 0.0, 0.0, 0.0]","[5907.988020908054, 692.0346859979026, 69.02969350450445, 4.598270023125275, 1.0975327159947939, 0.0740397343069546, 0.057129831233005066]","[10591468.964163337, 1240697.020022587, 123840.0102733913, 8211.775160664873, 1999.0499408454516, 138.1602682994982, 100.54607653934143]",29122.4
2025-05-20_2025-05-20,60815.166880787016,"[5811.0, 714.0, 71.0, 4.0, 0.0, 0.0, 0.0]","[5917.031820827323, 684.3452789256608, 70.82149326258936, 4.4969681693069905, 1.1304732685879368, 0.09951041747807171, 0.034309012983627395]","[10635042.57789648, 1230523.506110894, 127091.99265422764, 8109.983417087799, 2040.366506567198, 178.76924765728978, 60.66815338375351]",29084.4
2025-05-21_2025-05-21,60816.16683946771,"[6035.0, 649.0, 80.0, 5.0, 1.0, 0.0, 0.0]","[5870.1029007047655, 679.8533945012055, 68.19752814400067, 4.0957409413064525, 0.858472207423706, 0.10387923662256954, 0.049029839857066236]","[10535629.996724635, 1221305.6817275335, 122726.22278905415, 7388.904688755993, 1568.6538567238656, 172.75351011025452, 93.17146731104202]",29103.1
2025-05-22_2025-05-22,60817.1669304399,"[5931.0, 681.0, 74.0, 1.0, 2.0, 0.0, 0.0]","[5823.916272739927, 678.3916497072637, 67.55484346216063, 4.209445493831795, 1.000203932892274, 0.053256035524169396, 0.024219185697774946]","[10485609.153463943, 1222704.894831389, 121780.34030778454, 7644.761256818269, 1826.4175852635935, 100.49170999089652, 35.84052738955123]",29124.1
2025-05-23_2025-05-23,60818.16697569453,"[5754.0, 713.0, 72.0, 4.0, 2.0, 1.0, 0.0]","[5747.348928611855, 660.0921507803939, 65.44519325501436, 4.162549531326096, 0.9149866156974474, 0.0588843592279541, 0.0408608981903297]","[8523573.430669302, 977176.3840342967, 96734.479238485, 6161.700186516368, 1379.1963235945407, 89.38213403220868, 60.87224554593272]",26133.1
2025-05-24_2025-05-24,60819.16678252309,"[4724.0, 538.0, 53.0, 5.0, 0.0, 0.0, 0.0]","[4748.909015104932, 533.0774876916685, 53.63417156153437, 3.382653602197147, 0.8660676635643698, 0.04640496331105639, 0.022870470668432397]","[6031434.546237532, 679542.4152771638, 68093.92980398641, 4366.619005991802, 1140.1617669005636, 52.6172511391015, 30.762156693571512]",20340.2
2025-05-25_2025-05-25,60820.16679340234,"[5574.0, 660.0, 58.0, 6.0, 0.0, 0.0, 0.0]","[5529.941939285151, 633.7684958925747, 60.07282508948851, 4.070550977263958, 0.9137356344912156, 0.10431199636368714, 0.03956516235337075]","[7471185.484300537, 858560.4280977059, 82106.68774562431, 5454.023174617872, 1221.458024116342, 143.32593255351293, 50.18361917820711]",23169.4
2025-05-26_2025-05-26,60821.16691018554,"[5715.0, 670.0, 61.0, 6.0, 0.0, 0.0, 0.0]","[5710.954331740893, 648.7568877533784, 63.977534288610414, 3.8314068320409698, 0.9248752613807758, 0.06994583122806852, 0.030877122150340032]","[7895015.38269362, 900609.7110484617, 88916.68493108795, 5327.855858074937, 1278.6786880819977, 110.488143269788, 43.25396334402037]",23800.2
2025-05-27_2025-05-27,60822.16682881937,"[5796.0, 697.0, 58.0, 2.0, 0.0, 0.0, 0.0]","[5724.601207519939, 652.8354913352689, 61.786401163128744, 3.7736283092438887, 0.9439354045490893, 0.07166127819437498, 0.019280387848600894]","[8088841.897583801, 921849.9386788384, 87202.00503289864, 5193.745337838428, 1271.229063598789, 107.75570670311627, 21.350981104687346]",25107.3
2025-05-28_2025-05-28,60823.16670439803,"[1706.0, 221.0, 20.0, 1.0, 0.0, 0.0, 0.0]","[1719.774445248701, 206.84644363186055, 21.23925808835012, 1.099589317743466, 0.29279295856216164, 0.006567233889795074, 0.005887017566661356]","[1791751.8886163302, 215317.91568660765, 22127.05091574162, 1133.1316715480832, 303.79911608287074, 7.300027142956908, 9.901213296228686]",10784.6
2025-05-29_2025-05-29,60824.16375625014,"[3857.0, 459.0, 54.0, 9.0, 1.0, 0.0, 0.0]","[3932.333735812257, 428.84210126940485, 41.72854337126687, 2.665882563510494, 0.6275983615672044, 0.05317298988783783, 0.008988701216427962]","[3850271.454627597, 425736.0700785534, 40957.94137160102, 2571.4852385124395, 630.9065817530968, 45.329161397586354, 11.981082197321411]",15413.0
2025-05-30_2025-05-30,60825.1677093753,"[6101.0, 736.0, 69.0, 5.0, 1.0, 0.0, 0.0]","[5969.190585417736, 690.515999856496, 66.82175028105401, 4.279100743552748, 0.7968818367186232, 0.10970887868468789, 0.04728033732483307]","[9944488.495291743, 1148704.6740021666, 111571.06220257183, 7091.203642217934, 1321.4625745605892, 175.70427082915398, 87.4019772065413]",26247.3
2025-05-31_2025-05-31,60826.16698229196,"[6186.0, 714.0, 92.0, 3.0, 3.0, 0.0, 0.0]","[6099.90353476378, 702.0591173691021, 68.3800979296516, 4.344409106649671, 0.9066934044898987, 0.06471141699066209, 0.042739688354647594]","[10939997.229526944, 1259599.3069590568, 122861.40962987063, 7841.450457964774, 1637.961154224842, 111.21894674374244, 76.31289008615623]",28871.9
2025-06-01_2025-06-01,60827.16695474533,"[6152.0, 744.0, 104.0, 5.0, 0.0, 0.0, 0.0]","[6094.134320939766, 710.067960431721, 71.00388038529958, 4.455566450709977, 1.073629393669479, 0.08889667555520436, 0.03891385259719926]","[10938954.578956207, 1272347.9963889085, 126854.01084854236, 7997.498736405742, 1912.377689920234, 159.29967803827003, 70.95679841864336]",28863.2
2025-06-02_2025-06-02,60828.16702569461,"[6229.0, 751.0, 80.0, 8.0, 0.0, 0.0, 0.0]","[6124.982818497907, 711.8978772441418, 70.17897454188643, 4.452210920212275, 0.9615932342624219, 0.08844801801109264, 0.025745325367290788]","[11023712.900062233, 1281516.2753484896, 126614.40580684166, 8043.919784626817, 1731.6030234683412, 160.08861153359805, 47.9285095371954]",28901.0
2025-06-03_2025-06-03,60829.16687141193,"[6100.0, 737.0, 70.0, 10.0, 2.0, 0.0, 0.0]","[6103.718350983625, 712.7330018064123, 70.9800081338509, 4.695696287796483, 1.0978812720547675, 0.12067245464126954, 0.026954294593071054]","[10933473.156962957, 1277057.589130992, 127012.68839557847, 8390.158099172519, 1973.1233025320216, 226.4855055031007, 50.83918502545075]",28866.5
2025-06-04_2025-06-04,60830.16705671298,"[6127.0, 747.0, 79.0, 5.0, 3.0, 0.0, 0.0]","[5994.6875859122865, 693.4046383006101, 69.85025578477818, 4.28995239758579, 0.9803307396812199, 0.08208448333874675, 0.0496454692010226]","[10760006.727301195, 1244980.555765511, 125320.75389432012, 7780.575765754688, 1765.111494075741, 144.58228033640265, 92.72205699369458]",28858.2
2025-06-05_2025-06-05,60831.16693912049,"[6193.0, 710.0, 73.0, 6.0, 1.0, 0.0, 0.0]","[5981.794853024416, 693.8259904234426, 68.37632301280757, 4.0986174916873015, 1.0403172130228533, 0.0910971160938279, 0.026088812470583433]","[10691618.872956181, 1239835.2341271355, 122362.80786908463, 7362.716435455457, 1862.8234436630446, 171.8034787736249, 41.57761040176988]",28858.0
