# ra : 166.114
# dec : 38.209
# nhits : [0, 1, 2, 3, 4, 5, 6]
# delta : [0.89, 0.662, 0.498, 0.398, 0.332, 0.263, 0.196]
# max_zen : 50.0
name,mjd,n_on,n_bkg,n_off,tobs
2024-04-02_2024-04-02,60402.16700324063,"[6166.0, 786.0, 94.0, 14.0, 4.0, 0.0, 0.0]","[6116.402279379248, 674.7052285625628, 66.65804806274767, 4.025623758480486, 0.8959233165347462, 0.06575866481094084, 0.034897425617872666]","[11032410.901685297, 1216252.5844641807, 120163.06920288835, 7228.671560005754, 1627.9520214967163, 118.2560225761151, 63.24549522845859]",29106.8
2024-04-03_2024-04-03,60403.16673773197,"[6298.0, 768.0, 100.0, 11.0, 4.0, 0.0, 0.0]","[6049.179456571729, 680.8316604405563, 67.76888318471724, 4.307150864204633, 0.8556006200923235, 0.061110322895343766, 0.02240004718401947]","[10946129.338584892, 1230632.197857494, 121994.93195089993, 7749.397645868954, 1546.8486647427771, 113.98342728613997, 38.45141042349561]",29121.6
2024-04-04_2024-04-04,60404.16677650424,"[6094.0, 769.0, 103.0, 7.0, 3.0, 0.0, 0.0]","[6052.415941129476, 677.312366539689, 67.5932054420321, 4.326123278221175, 0.8403966701544227, 0.09267582663981108, 0.03113663748142388]","[10931778.99040264, 1224490.7098493245, 122054.71742625449, 7772.983870612905, 1509.260817714851, 147.66779987872334, 59.846470837245995]",29130.9
2024-04-05_2024-04-05,60405.16694687495,"[6145.0, 692.0, 83.0, 12.0, 3.0, 0.0, 0.0]","[6051.593286790144, 680.5043514922232, 66.0246179910788, 4.29872483730678, 1.0366326128068835, 0.06306563795176949, 0.02069626789155938]","[10937933.985026715, 1227778.8118583206, 119178.20336296281, 7729.499163063566, 1861.0027686110284, 108.37012584018859, 36.83283678280182]",29135.1
2024-04-06_2024-04-06,60406.16684710649,"[5999.0, 717.0, 107.0, 8.0, 4.0, 0.0, 0.0]","[6067.764236161097, 678.1074960905312, 65.27000668374002, 3.908851081139816, 0.9050315227651213, 0.08324789327190621, 0.03800522439531925]","[10971313.506901303, 1225721.7622099663, 118046.79556165842, 7078.993413407929, 1633.938285572118, 164.8646876911091, 63.34733711958756]",29144.4
2024-04-07_2024-04-07,60407.16683923612,"[6026.0, 712.0, 91.0, 3.0, 1.0, 0.0, 0.0]","[5893.717289343562, 664.2657634474318, 66.13648242581809, 4.0722461609519565, 1.0751040721912004, 0.06083878072711686, 0.033321237701162666]","[10708392.863834862, 1206413.280129155, 119822.8457555728, 7401.849643649334, 1931.2511282620494, 117.5203718145906, 69.02746083597155]",29152.7
2024-04-08_2024-04-08,60408.16692754632,"[5834.0, 618.0, 68.0, 6.0, 0.0, 0.0, 0.0]","[5803.666633646681, 653.4140567389499, 64.38721818567919, 4.465390630266419, 0.9987832947114754, 0.07491051513354129, 0.02824486788742544]","[10512170.02444155, 1181246.1454669968, 116231.84095802845, 8026.2659334484115, 1797.785959246915, 137.2670636273888, 48.0983067374524]",29076.8
2024-04-09_2024-04-09,60409.16671562486,"[5930.0, 642.0, 76.0, 5.0, 4.0, 0.0, 0.0]","[5897.544208514327, 665.7278661918626, 66.31666818065604, 4.45708375434771, 0.9127649035354006, 0.11588276875407433, 0.05871856863595063]","[10655617.21991001, 1201608.281026953, 119803.2248630792, 7997.016147779601, 1655.7422048439512, 202.2765933818536, 101.20226981140523]",29096.3
2024-04-10_2024-04-10,60410.166790856456,"[5755.0, 689.0, 66.0, 9.0, 2.0, 0.0, 0.0]","[5917.379576441721, 670.9499700618554, 66.30893585642073, 4.233322581170203, 0.9444011387104138, 0.08054354742316211, 0.024869726749362032]","[10692384.459314477, 1211528.902150458, 119758.75280398387, 7597.371798401989, 1683.8260147072037, 143.2220024238618, 42.58581700814725]",29128.6
2024-04-11_2024-04-11,60411.166848958215,"[5958.0, 652.0, 70.0, 2.0, 2.0, 0.0, 0.0]","[5877.858427047358, 661.5838176447935, 66.18593142917211, 4.298049177871995, 0.9635678348221687, 0.09472058368624836, 0.02114105398742677]","[10604097.286129417, 1193778.1245375127, 119175.8224542505, 7775.466435799201, 1745.4955323087368, 167.29339145503482, 50.70092244823594]",29099.5
2024-04-12_2024-04-12,60412.16677465268,"[6061.0, 671.0, 79.0, 3.0, 3.0, 0.0, 0.0]","[5930.878501354545, 668.2403662102959, 66.0064863900362, 4.286458059409744, 0.9303394023661553, 0.08321152196089619, 0.012890371128199225]","[10628983.974847343, 1198100.9946674453, 118267.97348166587, 7683.631997823541, 1650.8175652009825, 134.45842144496055, 27.94723923249346]",29112.8
2024-04-13_2024-04-13,60413.16691782396,"[5781.0, 668.0, 65.0, 4.0, 0.0, 0.0, 0.0]","[5887.949094450414, 662.9407759001947, 66.57404510394726, 4.579637390163287, 1.0624236842633341, 0.10265825833979127, 0.04348835911644153]","[10631844.308644569, 1196771.0362298747, 119937.22494678122, 8135.262000112135, 1898.9441670153806, 168.61696863688144, 73.52738048235031]",29106.8
2024-04-14_2024-04-14,60414.16699074084,"[5823.0, 659.0, 62.0, 7.0, 2.0, 0.0, 0.0]","[5800.699808462821, 661.2577483419401, 64.1854468422033, 4.288759290683949, 1.005958249350491, 0.04810817455235448, 0.02311303377109967]","[10462747.194053816, 1191846.0293348865, 115795.6494167266, 7759.2704419160345, 1832.3639852117692, 97.95665562114608, 35.484614421543164]",29119.2
2024-04-15_2024-04-15,60415.16713796287,"[5758.0, 658.0, 59.0, 2.0, 0.0, 0.0, 0.0]","[5818.070263773061, 659.4009696558084, 64.64524015253043, 4.388283049679753, 0.9327747780596107, 0.06702171445639783, 0.0182764478048928]","[10519800.295118932, 1192042.9653432732, 116775.02440424346, 7873.139764242658, 1688.7505947527472, 123.94664307398774, 32.22579662297954]",29094.8
2024-04-16_2024-04-16,60416.16678206,"[5851.0, 678.0, 56.0, 6.0, 1.0, 0.0, 0.0]","[5869.989399745075, 665.2721293375329, 65.15201512473324, 4.171025649073325, 1.0112704582785137, 0.08303963581720052, 0.018605844610298246]","[10637231.74710115, 1205394.6537303806, 118320.05905621054, 7584.847833154337, 1849.2646046778011, 144.43168050591754, 35.44148358233436]",29167.9
2024-04-17_2024-04-17,60417.16690162047,"[6079.0, 647.0, 70.0, 1.0, 1.0, 0.0, 0.0]","[5977.112229297061, 676.4319789258283, 68.24630067777657, 4.290653354896922, 0.9558155820934678, 0.10088393628973104, 0.01585073109129665]","[10791160.362971777, 1221103.2169940998, 122922.9984858645, 7780.417881160244, 1720.7398567629161, 184.0772173784435, 26.20565180441323]",29080.6
2024-04-18_2024-04-18,60418.1668761574,"[5933.0, 707.0, 77.0, 2.0, 3.0, 0.0, 0.0]","[6043.288265984255, 687.6776999877409, 67.20017697840488, 3.906133403869642, 1.0546235729218378, 0.0682730573441998, 0.027893846882333415]","[10911088.776125036, 1240548.4954171719, 121156.02161579495, 7065.174309778199, 1885.5918833222868, 128.40818016049954, 48.098277879900806]",29116.4
2024-04-19_2024-04-19,60419.16706134249,"[6146.0, 677.0, 74.0, 4.0, 2.0, 0.0, 0.0]","[6130.571071787344, 690.2111258109335, 67.94586923840802, 4.302866599678778, 1.1559349785813264, 0.0933881934551341, 0.020205805192867916]","[11067386.344743865, 1245118.6561810584, 122110.10214721311, 7741.9164914238, 2062.246782690633, 194.11650117355896, 37.032530265499865]",29109.6
2024-04-20_2024-04-20,60420.166698958215,"[6221.0, 667.0, 86.0, 7.0, 2.0, 0.0, 0.0]","[6040.228191425911, 678.5465065718448, 65.13843005708956, 3.791010364968402, 0.8349301138172633, 0.05286230528953162, 0.0138994699424398]","[10971250.891312985, 1236119.3128788366, 119657.10339115487, 7105.425928368111, 1597.6987764967475, 111.11387264781779, 30.209813073671086]",29118.4
2024-04-21_2024-04-21,60421.16694305582,"[6077.0, 721.0, 70.0, 3.0, 1.0, 0.0, 0.0]","[6086.127724971135, 685.2352213385464, 66.88070529478117, 4.2236301549524855, 1.1345102864399017, 0.057319869259879225, 0.028931581410176786]","[10942697.264338601, 1228547.348841367, 119315.4044791026, 7537.840605923488, 1979.2142431661946, 109.706171260499, 51.60741151086397]",29150.6
2024-04-22_2024-04-22,60422.16668981421,"[6004.0, 721.0, 74.0, 7.0, 2.0, 0.0, 0.0]","[5992.624667518457, 680.3919214048918, 67.98086639217924, 4.279973197399976, 1.02644971626853, 0.06092948708224882, 0.016151439436331766]","[10758623.376796665, 1218641.242355029, 121286.55838717848, 7566.526974017359, 1800.2741237862713, 92.20372696883308, 34.73731916876092]",29119.5
2024-04-23_2024-04-23,60423.16685219895,"[6149.0, 774.0, 86.0, 8.0, 1.0, 0.0, 0.0]","[6023.904671713097, 669.1431306525237, 63.99823305349531, 3.8939786271806605, 0.7805614938977768, 0.09119325009800369, 0.031959098065904336]","[9588996.823811973, 1057357.0808607473, 100377.82949708252, 6146.812420347093, 1256.4701222734839, 151.65527863433144, 54.561834040586206]",28951.6
2024-04-24_2024-04-24,60424.16660798616,"[6031.0, 671.0, 70.0, 9.0, 1.0, 0.0, 0.0]","[6016.834645705515, 659.0904396317533, 61.91507949309755, 4.005708144549343, 0.9374580637165811, 0.061099732286564575, 0.02287577851623923]","[9678707.350875076, 1053647.7120424062, 98668.15191025776, 6273.141730741968, 1469.9918104042297, 100.90572668393997, 32.92942388806479]",29052.8
2024-04-25_2024-04-25,60425.1666416669,"[1208.0, 149.0, 15.0, 1.0, 0.0, 0.0, 0.0]","[1152.2698818771464, 142.8933984624352, 13.695148848175101, 0.9435126220150291, 0.25669846415046127, 0.021363366005228254, 0.004275415524799184]","[1494423.2659564957, 191032.5935195643, 18822.967809858623, 1320.6728252292198, 324.38390120469523, 21.988481464468467, 5.2902993836731635]",10011.7
2024-04-26_2024-04-26,60426.16692766199,"[6025.0, 662.0, 69.0, 6.0, 2.0, 0.0, 0.0]","[5929.208679889483, 645.5864931460735, 62.52433539990878, 3.874960039900619, 0.894832801401874, 0.023091619024158603, 0.033009124509397345]","[9424312.486529969, 1015857.3711071602, 98084.09183314287, 5993.616463700277, 1394.416408090928, 46.35918008311192, 49.35882677695801]",29099.3
2024-04-27_2024-04-27,60427.16689085649,"[5875.0, 688.0, 66.0, 2.0, 1.0, 1.0, 0.0]","[5926.949035405463, 654.9682508573552, 63.56972831772026, 3.8088634532690864, 0.8879927436750741, 0.06763063506082724, 0.03831604265682396]","[9428522.633854762, 1039036.1299810716, 101038.12269041658, 6009.687475937438, 1425.4768589275461, 110.61168613267007, 68.47646890350552]",29077.3
2024-04-28_2024-04-28,60428.16696284723,"[5975.0, 675.0, 62.0, 3.0, 3.0, 0.0, 0.0]","[5965.832760643651, 660.6675191784853, 63.92645817923043, 4.2388442916157665, 0.9825945183110041, 0.09793470244713147, 0.030825830557167398]","[10443134.719043184, 1149836.7404044531, 110844.59686423841, 7415.619937074927, 1733.8081025676518, 179.27949764493263, 54.03018753799487]",29121.4
2024-04-29_2024-04-29,60429.166630555446,"[6144.0, 666.0, 78.0, 7.0, 2.0, 0.0, 0.0]","[5990.301926534939, 673.2556948358531, 66.10271482439288, 4.164102418286133, 0.9003087277113444, 0.08901916416601463, 0.03476390779802702]","[10441912.300796477, 1165939.4706492897, 114062.54534876258, 7148.27561319562, 1568.2587152056803, 143.05544372646293, 55.04406662769035]",29092.8
2024-04-30_2024-04-30,60430.16684930573,"[6034.0, 698.0, 75.0, 7.0, 5.0, 0.0, 0.0]","[6071.775858388558, 680.8771633294418, 66.51758933963828, 4.174923621043928, 0.9015395273052107, 0.06927507591605052, 0.03335617156239549]","[10933035.052329095, 1226057.5604599083, 119698.97705098265, 7516.934316185048, 1630.7795566141638, 125.4477582064426, 66.44099278215457]",29136.2
2024-05-01_2024-05-01,60431.16693113424,"[6120.0, 709.0, 77.0, 2.0, 2.0, 0.0, 0.0]","[6133.685198168709, 687.9742986701278, 68.57737094446355, 4.27572429785321, 1.051118300160961, 0.11267099631876658, 0.017778099335605493]","[11066052.546800522, 1238910.4360365497, 123671.9460011002, 7776.361559252716, 1859.878981200274, 200.00602529779937, 38.5880826992505]",29072.4
2024-05-02_2024-05-02,60432.16353668956,"[6136.0, 673.0, 66.0, 7.0, 4.0, 0.0, 0.0]","[6070.341631569948, 680.0846123765151, 67.73848879848897, 4.252536086777937, 0.9799107741547889, 0.06479627505068325, 0.04148686806926213]","[10855883.423316743, 1212588.963304327, 120705.4429038716, 7612.590825359216, 1762.3389302578262, 121.07622602128032, 67.22908501513692]",28549.0
2024-05-03_2024-05-03,60433.16351539359,"[6159.0, 746.0, 78.0, 12.0, 1.0, 0.0, 0.0]","[6076.02061259743, 689.9183530125622, 69.0517707226182, 4.425059615779648, 1.0140967765186106, 0.05268699246143938, 0.04181056880669805]","[10939600.962260557, 1241135.2065679869, 124104.31161254262, 7897.432848211926, 1829.6986371093906, 90.04843705794606, 71.55289646067334]",29663.6
2024-05-04_2024-05-04,60434.16677187492,"[6121.0, 684.0, 79.0, 7.0, 2.0, 0.0, 0.0]","[5967.216757012832, 676.2088703144229, 66.8590370228972, 4.573939534220181, 1.0111129120057663, 0.06419042634759717, 0.026644150569532458]","[10738674.8086244, 1216197.8029804134, 120185.05613974688, 8176.216508155393, 1817.8164619782624, 110.75006190917156, 47.508451879141504]",29144.0
2024-05-05_2024-05-05,60435.16683588018,"[5892.0, 699.0, 87.0, 8.0, 4.0, 0.0, 0.0]","[5933.788888711933, 674.0800118010355, 66.93251102766835, 4.295804662875805, 1.0197607394858788, 0.07035933313419301, 0.006946511205081674]","[10686649.09400868, 1214144.0766606014, 120623.61519432586, 7767.469183834731, 1836.7207482789397, 118.08327916521868, 14.354713701185212]",29122.4
2024-05-06_2024-05-06,60436.16686064804,"[5962.0, 631.0, 88.0, 6.0, 2.0, 0.0, 0.0]","[5792.804817255915, 656.0341888065691, 65.69429647765112, 4.425499568874642, 0.998074062835781, 0.075578927394569, 0.028831462218667767]","[10423787.280269198, 1178555.1703653175, 118238.62911749656, 7953.6277597435355, 1759.1292225893092, 134.40457017023678, 45.92078381000637]",29107.8
2024-05-07_2024-05-07,60437.16689826368,"[6007.0, 680.0, 83.0, 2.0, 4.0, 0.0, 0.0]","[5786.339963254209, 652.9759348810886, 64.82974036113075, 4.283874978264865, 0.9063467974373125, 0.06997796571228705, 0.029755240596574993]","[10343462.671885746, 1165230.0662798774, 115654.10076065519, 7683.760038236052, 1621.1934306814537, 123.08232180856302, 52.96991885942912]",29104.1
2024-05-08_2024-05-08,60438.16686006948,"[5849.0, 727.0, 85.0, 16.0, 3.0, 1.0, 0.0]","[5746.670415679867, 647.1207908220767, 64.49731548401354, 4.214148018311014, 0.8655626335986589, 0.07681489582336232, 0.06480275898341994]","[8017946.286303047, 911727.654175174, 91820.03782367513, 5953.949076521085, 1302.5391845396941, 85.29666038760479, 80.83381420109515]",29078.1
2024-05-09_2024-05-09,60439.16676921248,"[6000.0, 748.0, 102.0, 18.0, 9.0, 0.0, 0.0]","[5910.463590969836, 668.9251634875412, 65.87998500043346, 4.320491804135726, 0.8771537380071593, 0.06161142204089468, 0.03295547752358009]","[10627326.230083007, 1203947.8494816334, 118459.51143111839, 7810.53621144623, 1566.4541464424108, 121.84747210136823, 56.629700915238466]",29104.4
2024-05-10_2024-05-10,60440.166842823935,"[6159.0, 790.0, 136.0, 30.0, 8.0, 4.0, 0.0]","[5921.980482934803, 669.7505917250273, 67.00038865179354, 4.070825185099679, 0.8427393581772312, 0.08584051342863669, 0.042643907361357]","[10556008.020196348, 1192356.0797432694, 119273.09549633325, 7272.4948341687605, 1525.7073071434631, 159.2076251388447, 64.65027514597159]",29093.2
2024-05-11_2024-05-11,60441.16680011569,"[6033.0, 714.0, 111.0, 12.0, 5.0, 0.0, 0.0]","[5823.33011246006, 662.1983432803034, 64.56776873684343, 3.930574872892816, 0.9310769434469282, 0.07822073798097948, 0.022084822912866398]","[10471246.671947163, 1191454.9887792026, 116895.80989757132, 7067.496908947972, 1759.5284891795313, 146.46134339411097, 40.05040824880322]",29101.7
2024-05-12_2024-05-12,60442.16699803186,"[6084.0, 767.0, 128.0, 13.0, 6.0, 0.0, 0.0]","[5821.895323130433, 660.7553893549033, 66.23608462833123, 4.303176526798677, 0.9529159397490069, 0.0596029057164203, 0.03437258870023176]","[10434751.657907248, 1184476.5301305854, 118902.0030201796, 7743.658047119946, 1730.1906674989089, 109.6157822605397, 76.08094053180973]",29131.5
2024-05-13_2024-05-13,60443.16655405056,"[6015.0, 787.0, 151.0, 15.0, 8.0, 0.0, 0.0]","[5839.560641332775, 664.9523027997329, 64.64662217745988, 4.291590493594562, 1.0146880627145893, 0.0859279665432947, 0.027642311788606794]","[10498854.602560857, 1195017.287091184, 116411.86847739598, 7684.724999372077, 1814.8843440987785, 149.04665333635998, 42.85235236068053]",29093.6
2024-05-14_2024-05-14,60444.16682662038,"[6221.0, 852.0, 181.0, 32.0, 23.0, 1.0, 1.0]","[5819.524530666931, 659.1987119573234, 64.4314953158357, 4.167269993101259, 0.9342452426257579, 0.08710255449903694, 0.04119919700231834]","[10376628.548138233, 1175173.905826418, 115127.2077284901, 7465.0003520133405, 1681.3292748542456, 161.6527745713, 71.85412468811221]",28872.2
2024-05-15_2024-05-15,60445.16708449045,"[5665.0, 759.0, 137.0, 16.0, 8.0, 0.0, 0.0]","[5543.847153118564, 624.1278846632835, 60.1839758510879, 3.7558619189397255, 0.8837990146876322, 0.07053950014531858, 0.024134817364121708]","[10114454.474647343, 1144069.7354710586, 111584.0672315385, 7009.585845796651, 1636.0305906925096, 130.44367568537143, 57.882165084329706]",29102.1
2024-05-16_2024-05-16,60446.16710844921,"[6003.0, 807.0, 144.0, 25.0, 11.0, 1.0, 0.0]","[5869.039610543593, 662.5990813764233, 64.87623265672093, 4.108234685927997, 0.9986305104707273, 0.07844947058390031, 0.027404672317602328]","[10539693.876133492, 1191418.9102582359, 116715.24098916835, 7422.030767168884, 1775.6158695849138, 147.634814636915, 48.705551466424204]",29115.7
2024-05-17_2024-05-17,60447.166915277776,"[6072.0, 827.0, 156.0, 22.0, 8.0, 3.0, 0.0]","[5892.505759481703, 669.9762658695814, 66.02812226553364, 4.015866393972276, 0.9458982044708121, 0.05871218279955232, 0.03685893102831091]","[10593018.02348531, 1204383.108676303, 118677.20786698394, 7271.377185530113, 1708.0231783318486, 107.46854233784546, 68.33096871407479]",29133.1
2024-05-18_2024-05-18,60448.16701875042,"[6276.0, 783.0, 150.0, 27.0, 15.0, 3.0, 1.0]","[5913.48223379293, 673.7355678086172, 66.0363579739601, 3.8659041629759545, 1.0279153845597935, 0.09345347209588367, 0.02738966816227459]","[10641899.992763309, 1211864.7254285694, 119064.22155714469, 7026.304354849105, 1876.6819849625817, 176.12547601290663, 55.237503703853704]",29114.3
2024-05-19_2024-05-19,60449.166757060295,"[6022.0, 816.0, 125.0, 16.0, 11.0, 0.0, 0.0]","[5840.126256453691, 658.9615469966468, 65.5352110308966, 3.8880160277990536, 0.8492348307838042, 0.06308036689504588, 0.025983918039137188]","[10519963.324017558, 1188429.2365666006, 118176.0361506731, 7033.012912131789, 1555.0218993021117, 122.17933084846464, 37.92538453828983]",29134.6
2024-05-20_2024-05-20,60450.16655671301,"[5973.0, 734.0, 112.0, 20.0, 5.0, 0.0, 0.0]","[5779.991984858994, 652.3019654428502, 65.27492473581337, 4.445343098897174, 0.849790931024985, 0.05405191227454605, 0.021914573164759164]","[10376395.633234505, 1171425.0075415357, 117352.81012650084, 7990.533990563164, 1518.9166521636205, 86.57474030440021, 40.749902514084745]",29085.7
2024-05-21_2024-05-21,60451.16646412037,"[5870.0, 715.0, 90.0, 13.0, 6.0, 0.0, 0.0]","[5601.571567670985, 628.6906204181772, 61.45829600980886, 3.897137824431976, 1.0114106464512238, 0.044089604492407335, 0.02388018935229979]","[9839366.153231641, 1101352.1575537827, 106384.92205550477, 6638.674592492484, 1690.653188352921, 91.74857087852924, 37.54997291581768]",29087.3
2024-05-22_2024-05-22,60452.16657349534,"[5832.0, 676.0, 81.0, 7.0, 4.0, 0.0, 0.0]","[5741.662790270037, 652.3127981276914, 64.97889518354414, 4.137900267797671, 0.9467333713734168, 0.05356099411042693, 0.03351185563066679]","[10209698.646336896, 1156153.3934336854, 114532.25416652045, 7217.335680368222, 1646.8731603358074, 98.42151296159791, 42.113368366672695]",29124.5
2024-05-23_2024-05-23,60453.16669895832,"[5915.0, 665.0, 99.0, 9.0, 2.0, 0.0, 0.0]","[5767.573277789943, 658.0065911365763, 65.06173846559676, 4.0069571743751204, 0.9846130063905546, 0.08258647649386956, 0.02418184236532979]","[10331068.568263823, 1176883.894830352, 116328.50408772397, 7133.952669581294, 1730.6878025922715, 141.2079870594519, 45.5959013046176]",29098.4
2024-05-24_2024-05-24,60454.16666851802,"[6051.0, 686.0, 103.0, 7.0, 3.0, 1.0, 0.0]","[5852.373320272589, 667.4341173482208, 64.13047616725248, 4.199257099406854, 0.9475848482177931, 0.09444081439092908, 0.02333278904700937]","[10484972.8617442, 1196434.4466092493, 115343.32536651312, 7580.260673641921, 1701.3397015705134, 152.63800136992762, 45.428795037135046]",29112.7
2024-05-25_2024-05-25,60455.16674328706,"[6063.0, 747.0, 117.0, 9.0, 9.0, 0.0, 0.0]","[5843.396100401245, 666.9032676894946, 64.58159868707966, 4.06911624109927, 0.9111971013331144, 0.07348390635204523, 0.01863338784341044]","[10467476.797866903, 1195296.3926634884, 115765.56029206267, 7250.776946681331, 1646.9622129485022, 129.1729467638624, 29.81313571706975]",29147.5
2024-05-26_2024-05-26,60456.16676863497,"[6064.0, 803.0, 110.0, 14.0, 5.0, 0.0, 0.0]","[5908.947306088901, 666.7735299288831, 64.4598586374724, 4.0403341082087145, 0.8617190349981207, 0.07747810528528386, 0.027907383233400623]","[10588049.07293834, 1196629.1727730867, 115854.44328632067, 7303.110202027035, 1547.6808805756234, 131.2424406875298, 43.47806919339621]",29106.5
2024-05-27_2024-05-27,60457.16673125033,"[6195.0, 790.0, 115.0, 22.0, 10.0, 1.0, 0.0]","[5938.777235008833, 672.542488050706, 65.47493264660939, 4.1837762767349655, 0.8795145654105977, 0.06716949968213265, 0.03378407009324449]","[10133041.901938729, 1147444.552700017, 111677.6661121392, 7168.192663615801, 1507.8274113131504, 119.86722753124482, 65.66046161741279]",29109.9
2024-05-28_2024-05-28,60458.16678402802,"[6113.0, 751.0, 84.0, 9.0, 4.0, 0.0, 0.0]","[6020.549159401409, 684.3794099493764, 67.25782160912834, 4.3153024364237496, 0.9455119980802656, 0.05674967445698299, 0.03488541992121991]","[10804137.462337459, 1227692.6875254672, 120710.57443945334, 7779.157231995215, 1678.989174545411, 106.11172746672939, 61.270989472651536]",28977.8
2024-05-29_2024-05-29,60459.16667337954,"[6239.0, 841.0, 116.0, 23.0, 9.0, 0.0, 0.0]","[6030.505852063693, 676.8299722788726, 65.43179999368314, 3.8856954711397025, 0.9407978962694024, 0.07590588424096119, 0.025340180096351667]","[9322467.344298065, 1046034.9990725025, 101322.37770084332, 6019.0850494111355, 1439.7939238386082, 111.58964061169144, 46.857181560039244]",28858.4
2024-05-30_2024-05-30,60459.831963773926,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
2024-05-31_2024-05-31,60461.16678599453,"[5925.0, 759.0, 135.0, 20.0, 4.0, 0.0, 0.0]","[5882.967836789118, 670.264543637007, 65.40086542400522, 4.185932971835279, 0.8178847647155258, 0.04307749977890952, 0.03547512578043979]","[10539336.592854481, 1201473.2533836667, 117369.89748291318, 7573.958464711338, 1497.7959052497015, 76.9733749204061, 64.17381429864342]",28859.3
2024-06-01_2024-06-01,60462.166920486256,"[6052.0, 743.0, 134.0, 16.0, 2.0, 0.0, 0.0]","[5858.389123477695, 665.8893314091226, 65.57906039829385, 4.471139348009179, 0.9586035461858027, 0.06522383092028254, 0.030137409264420278]","[10495212.70125885, 1193364.8268982982, 117533.44635736353, 7981.451107409277, 1723.554171696364, 115.52165007763614, 54.405246504031325]",28856.5
2024-06-02_2024-06-02,60463.16691574088,"[6108.0, 736.0, 101.0, 9.0, 3.0, 0.0, 0.0]","[5922.258268542752, 672.8524922715645, 65.745850538491, 4.280284854108682, 0.9289707191443451, 0.09191242300932526, 0.034108426428674135]","[10608634.494716013, 1206044.1580876962, 118200.07500971784, 7725.30954226608, 1690.1607990206023, 147.56798985204568, 60.259925531061384]",28862.6
2024-06-03_2024-06-03,60464.16692800925,"[6093.0, 739.0, 104.0, 21.0, 5.0, 0.0, 0.0]","[5978.8100489670405, 676.5293106326435, 67.15655791398615, 4.161915865469002, 0.9812738380054918, 0.08932550565583322, 0.03581637393292194]","[10570426.856757386, 1197504.070279185, 119037.34910020417, 7433.7836294503495, 1743.7917370649216, 136.34060075048188, 61.324285596726774]",28858.1
2024-06-04_2024-06-04,60465.167128935005,"[5927.0, 744.0, 96.0, 11.0, 2.0, 0.0, 0.0]","[5802.783385212438, 663.4996058519467, 65.8361163782802, 4.064085896539235, 0.8488267499535216, 0.08311126768597606, 0.02248866520109353]","[10382179.753521869, 1186996.7517652146, 117888.68074883577, 7305.590127628753, 1552.4943292470211, 151.59450723891916, 47.59447163737337]",28858.9
2024-06-05_2024-06-05,60466.16705578717,"[6001.0, 733.0, 95.0, 12.0, 7.0, 0.0, 0.0]","[5844.672768301989, 668.6020391692086, 64.58562576297201, 3.998060341096529, 0.9637783479400276, 0.07671394377980292, 0.03287855218679224]","[10473921.276068188, 1198099.833141807, 115915.52366510905, 7216.015522649871, 1758.6407898877446, 156.06142628881034, 65.49906164797966]",28872.8
2024-06-06_2024-06-06,60467.16707407404,"[6075.0, 761.0, 97.0, 10.0, 4.0, 0.0, 0.0]","[5884.598750749251, 672.4993499805215, 66.34226050020251, 4.110415658642906, 0.9479095489763727, 0.07074048202632095, 0.02826144207426048]","[10526060.402740877, 1204135.5968516273, 118954.06062942083, 7365.962514380027, 1693.497992827749, 142.47987798281036, 56.29663107882542]",28870.7
2024-06-07_2024-06-07,60468.16663564827,"[6141.0, 767.0, 119.0, 16.0, 4.0, 1.0, 0.0]","[5985.65502169517, 681.9541449079541, 66.4256018856813, 4.394883014836739, 0.9404607244305856, 0.05725956362930113, 0.035578742058374364]","[10682777.742016593, 1217993.255657695, 119162.61351392462, 7862.075025622743, 1715.296832670588, 120.32657210683774, 62.42254157326782]",28877.7
2024-06-08_2024-06-08,60469.16679999993,"[5994.0, 738.0, 77.0, 11.0, 1.0, 1.0, 0.0]","[5939.652836087616, 675.4584443323698, 66.86922564686219, 3.6852471889510117, 0.9425738298541588, 0.07355463204192171, 0.014092665304556651]","[10577790.19495962, 1204176.7506109802, 119626.60508051924, 6578.149392034622, 1718.1256674969425, 140.41779848626544, 37.47852491667859]",28862.0
2024-06-09_2024-06-09,60470.16685462994,"[5811.0, 703.0, 79.0, 6.0, 4.0, 0.0, 0.0]","[5892.914892041378, 672.980149490702, 66.89866971420027, 4.186262660094122, 0.9547333997489997, 0.05917009347841591, 0.03390836551429003]","[10540304.952339772, 1204981.2581828248, 119973.2756703861, 7554.047677376557, 1697.5540860415788, 88.02940595467466, 56.8782064990967]",28862.5
2024-06-10_2024-06-10,60471.1669320604,"[5838.0, 739.0, 66.0, 3.0, 2.0, 0.0, 1.0]","[5921.022763510921, 675.6496311082363, 66.31663832241134, 4.183535613430772, 1.0153706607798993, 0.045415986797685666, 0.016399097143025506]","[9695752.110682357, 1099770.886298507, 107647.37732909036, 6762.211081203113, 1688.9401377605577, 71.90596585569097, 34.717740892500856]",28861.2
