# ra : 330.75, dec : 42.15
# nhits : [0, 1, 2, 3, 4, 5, 6]
# delta : [0.89, 0.662, 0.498, 0.398, 0.332, 0.263, 0.196]
# max_zen : 50.0
name,mjd,n_on,n_bkg,n_off,tobs
2022-06-06_2022-06-12,59739.16687361122,"[35377.0, 4207.0, 420.0, 24.0, 11.0, 0.0, 0.0]","[35500.681666740296, 4139.960333228358, 408.88835434022417, 25.01454797785401, 6.315666623784348, 0.5368856197499529, 0.1556029134044712]","[1223336720.8636281, 142648168.60023695, 14071790.18224865, 866261.8716319504, 216702.9850788265, 19325.881744516955, 5476.63138283633]",204391.8
2022-06-13_2022-06-19,59746.1670091434,"[35751.0, 4032.0, 400.0, 16.0, 5.0, 0.0, 1.0]","[35351.75175856223, 4152.081142975595, 413.4409305728041, 25.5221546578019, 6.134681843199313, 0.5042817690922449, 0.20032533333561583]","[1212914263.2414796, 142375622.6077477, 14167143.554508546, 873635.5930047423, 209861.5134275322, 17420.62284523615, 6652.21818690791]",203372.3
2022-06-20_2022-06-26,59753.167018634485,"[30818.0, 3579.0, 351.0, 18.0, 8.0, 0.0, 0.0]","[30717.234246708653, 3562.3376764688483, 347.9596364711909, 21.445303654722483, 4.8985717222699705, 0.3529798258851781, 0.10949314384979329]","[1001166223.9868064, 116345793.47897184, 11374280.77367939, 701416.7667774442, 159073.90599259234, 11331.814259492705, 3713.11356676745]",170187.9
2022-06-27_2022-07-03,59760.16680532409,"[30782.0, 3505.0, 325.0, 23.0, 5.0, 0.0, 0.0]","[30551.865525671255, 3513.0240680803468, 341.69885249223495, 21.19437856012754, 4.916192796103573, 0.4351732532528379, 0.1672471855479267]","[960451638.253148, 110648626.99538428, 10781582.604514692, 669902.0585650244, 154087.88897298346, 13619.558781189786, 5411.626405691463]",167853.7
2022-07-04_2022-07-10,59767.16666122664,"[34567.0, 4163.0, 405.0, 31.0, 5.0, 0.0, 0.0]","[34905.788947050125, 4106.250982363479, 413.8481312898452, 25.493940528295884, 6.2272468233953795, 0.4978095978100584, 0.2172497703132265]","[1173388757.9324176, 138031900.3282339, 13903399.275295695, 853923.7979423068, 208196.64184497297, 16580.4113221796, 7126.919676860647]",202817.5
2022-07-11_2022-07-17,59774.16690879582,"[35402.0, 4155.0, 433.0, 25.0, 6.0, 0.0, 1.0]","[35280.60177533511, 4158.934291024681, 415.32676364243406, 25.915369676055153, 6.240260465114233, 0.4264203203003247, 0.15228225889307828]","[1208128671.5661037, 142433631.05003566, 14223111.506709004, 886619.4107120341, 213464.45268702786, 15147.673807010804, 5206.016745702223]",205729.3
2022-07-18_2022-07-24,59781.1668662036,"[35138.0, 4194.0, 433.0, 24.0, 7.0, 0.0, 0.0]","[35082.3335122304, 4094.6962053687053, 402.8345860918546, 25.181863255088338, 6.761570326558769, 0.4221157454423493, 0.19810618623741577]","[1202876122.6060169, 140165650.834076, 13770945.973471176, 858415.0269821702, 230615.0647287853, 15181.620424499994, 6551.453028782154]",206109.2
2022-07-25_2022-07-31,59788.16675636565,"[34980.0, 4141.0, 405.0, 30.0, 7.0, 2.0, 0.0]","[34900.134150274396, 4089.910263464525, 410.337311137426, 25.235222127758185, 6.3541510486402615, 0.3584099782092474, 0.16942480169014318]","[1199562935.4044843, 140551594.20438161, 14093072.263338447, 867733.8992445646, 220024.7506796906, 12737.511499275515, 6196.05869520247]",205925.0
2022-08-01_2022-08-07,59795.16681076432,"[34866.0, 3983.0, 392.0, 26.0, 9.0, 1.0, 0.0]","[34553.590362097035, 4024.923254674491, 398.37494815790757, 24.864379310772986, 6.3647365343928906, 0.5380020254864547, 0.18993721249991374]","[1193327579.64825, 139013687.0111119, 13753124.688509734, 858271.3146949421, 221287.5150129461, 19020.45314883085, 6963.296775049619]",197486.6
2022-08-08_2022-08-14,59802.166529745205,"[35136.0, 4070.0, 407.0, 28.0, 5.0, 0.0, 0.0]","[35142.63700478107, 4107.379290624276, 411.8380316265087, 25.27408100274869, 5.66222922051747, 0.4464580078441509, 0.1817416652820491]","[1211951256.4011168, 141555267.42276525, 14178381.252499377, 870460.4595172429, 194204.42690720272, 15603.765230192623, 6049.34293944341]",206044.5
2022-08-15_2022-08-21,59809.16680590272,"[35431.0, 4240.0, 470.0, 24.0, 2.0, 0.0, 0.0]","[35345.06650179556, 4144.237564867836, 409.7705608726343, 24.901836118522258, 6.173850609028106, 0.5408071303670983, 0.15554058726338035]","[1221536587.9163957, 143132458.4307608, 14147840.025435876, 861240.4595932411, 214132.56410820904, 17890.885536008747, 5670.869921766173]",206066.5
2022-08-22_2022-08-28,59816.16690625,"[35431.0, 3953.0, 402.0, 27.0, 10.0, 1.0, 1.0]","[35161.04952210775, 4074.46571002956, 401.11326083257705, 24.878521764732067, 5.843599918629926, 0.43608429094082407, 0.19050779465486792]","[1207230819.089718, 139766111.0537418, 13753802.048200006, 852453.7056609107, 198900.0786954616, 14693.922014183294, 6764.027765028513]",204597.6
2022-08-29_2022-09-04,59823.14737326394,"[34646.0, 4124.0, 397.0, 29.0, 4.0, 1.0, 0.0]","[34647.053218559246, 4021.1673356517354, 394.8063766639557, 24.756114051473546, 5.8497491051944, 0.5090931473055473, 0.1598707043661081]","[1189442647.8028448, 137726326.24999604, 13469224.520502139, 841070.282468641, 200209.8932162247, 16418.550660765522, 5611.494692121292]",202656.3
2022-09-05_2022-09-11,59830.14744907413,"[33792.0, 4051.0, 421.0, 17.0, 7.0, 0.0, 0.0]","[33651.175335947344, 3982.231556108023, 400.74273688561857, 24.572309709386392, 6.253501549285869, 0.5149000451727606, 0.17404904399937504]","[1144104232.484943, 135299794.4300943, 13623776.236790776, 833667.1409506585, 210685.2883947435, 17408.246954811606, 5851.935144136331]",198955.7
2022-09-12_2022-09-18,59837.1668284719,"[32338.0, 3861.0, 406.0, 24.0, 6.0, 0.0, 0.0]","[32343.285376313615, 3825.5685152702576, 380.2651318866495, 22.821646821539268, 5.592876219939147, 0.5290942910429927, 0.1561435781103036]","[1079377551.722395, 127469668.42780885, 12640582.889821546, 757372.6586019244, 186021.8623549347, 16612.90343871538, 5479.596901548278]",186810.1
2022-09-19_2022-09-25,59844.16651377377,"[35402.0, 4161.0, 413.0, 18.0, 7.0, 0.0, 0.0]","[35529.012716815174, 4154.273003897861, 414.89710917291103, 25.519030617288376, 5.892793025146322, 0.45714304662704874, 0.16471892334115157]","[1232390924.960449, 144074914.94190004, 14387712.44806801, 886445.7900081909, 204920.61206967497, 16637.804651667186, 6085.196560538471]",205965.2
2022-09-26_2022-10-02,59851.1669710641,"[33520.0, 3823.0, 370.0, 22.0, 5.0, 1.0, 0.0]","[33594.5619786734, 3904.3427454303965, 386.07642101131967, 24.202395605317545, 5.1233102578586465, 0.41868633069539474, 0.134647487111342]","[1128781671.3885665, 131290822.32753474, 12992390.91984005, 817471.5811628385, 174980.39047393508, 15413.685755043045, 4460.375561503572]",196519.3
2022-10-03_2022-10-09,59858.16684722263,"[34672.0, 4117.0, 372.0, 24.0, 8.0, 0.0, 0.0]","[34899.232104320625, 4110.866506140447, 411.3421552560305, 25.85653888083984, 6.3305649043251115, 0.4960740253460364, 0.1436627053640296]","[1209951761.1196787, 142530428.1268171, 14251955.043882081, 895437.8910902614, 218846.0293734426, 16927.465461735545, 5660.033827630471]",206000.1
2022-10-10_2022-10-16,59865.16683425795,"[34598.0, 4154.0, 423.0, 28.0, 13.0, 0.0, 1.0]","[34357.35993528059, 4060.572790335842, 409.0156948656838, 26.196356202404985, 6.334905773551334, 0.5365473322592075, 0.21542284377311066]","[1174537848.1162665, 138894144.53496066, 13994743.47152879, 895243.1850692154, 214951.2597281045, 18056.77125022544, 7467.267326504112]",201751.4
2022-10-17_2022-10-23,59871.978755787066,"[28948.0, 3453.0, 329.0, 16.0, 5.0, 1.0, 0.0]","[28799.942871268737, 3390.839440458325, 344.9339715285973, 21.978446285635584, 5.434298397307587, 0.4572899048927646, 0.14454385263340847]","[986507569.0446657, 116200776.63268988, 11819208.57438519, 755661.5236608824, 185690.2039863936, 16345.120374269049, 5572.714957245175]",162723.6
2022-10-24_2022-10-30,59879.2502747682,"[32943.0, 3891.0, 413.0, 19.0, 6.0, 1.0, 0.0]","[33002.757486253075, 3895.020453741143, 396.14927541304354, 24.699321120094268, 6.546074132849465, 0.5902287877512696, 0.19056484895406295]","[1113716683.794359, 131513244.1745645, 13371687.17753912, 834422.0976289617, 220244.9625449921, 20214.09834419481, 6578.377499900507]",192066.2
2022-10-31_2022-11-06,59886.16695219893,"[35200.0, 4151.0, 452.0, 33.0, 6.0, 0.0, 0.0]","[34879.07039786973, 4138.184912547527, 422.40698939143425, 27.04605838751041, 6.871603416392413, 0.5270561675381188, 0.2097520974514227]","[1205326229.2782543, 142991466.6817993, 14594751.865511937, 937154.1840746424, 237100.3537772823, 18637.98461928247, 7370.016284545216]",205962.1
2022-11-07_2022-11-13,59893.16699583343,"[35992.0, 4302.0, 472.0, 31.0, 14.0, 2.0, 0.0]","[35482.65532150812, 4167.843458348972, 418.8846466841157, 27.154965752242518, 6.53335029014938, 0.6051988784189636, 0.12663687138997062]","[1225137489.8894043, 143894244.44601154, 14474531.745727854, 937807.8052329347, 226184.2480593172, 21591.9096366677, 4726.324660079646]",205811.8
2022-11-14_2022-11-20,59900.16687060168,"[35971.0, 4352.0, 397.0, 34.0, 9.0, 2.0, 0.0]","[35866.454761844405, 4219.201957001375, 428.67043287941055, 27.345680837851855, 6.435705230846355, 0.44076866926681363, 0.2264328043800282]","[1235522555.1658084, 145289014.72699463, 14760222.146282958, 942285.8165454285, 221212.1427362828, 14793.228682875519, 7167.452608924872]",203414.2
2022-11-21_2022-11-27,59907.16699351847,"[36282.0, 4274.0, 418.0, 30.0, 6.0, 0.0, 0.0]","[35850.79759734484, 4215.390503550413, 426.33250443873897, 27.29622387364263, 6.439013561095199, 0.6438466508627001, 0.1623759002718292]","[1229932177.6449482, 144553885.5760054, 14612429.19424997, 935959.3998157337, 220829.4584877556, 20739.06974743397, 5469.413199447942]",202451.0
2022-11-28_2022-12-04,59914.166677777845,"[36315.0, 4424.0, 415.0, 25.0, 7.0, 0.0, 0.0]","[36168.34882166127, 4262.046134505737, 431.7462570982884, 26.390776516114347, 6.399514755995637, 0.4752794924135967, 0.20074920070088137]","[1238316785.4045837, 145884613.76402798, 14763762.946422579, 903436.2373016658, 218037.36977847194, 16659.96975596091, 6820.013669878741]",203166.9
2022-12-05_2022-12-11,59921.166612731264,"[36558.0, 4226.0, 455.0, 26.0, 6.0, 0.0, 0.0]","[36812.9640980834, 4322.369343323404, 430.3172981445182, 27.619421445209102, 6.821744931112677, 0.5578606928115735, 0.21181680152893848]","[1253722028.0441914, 147285856.59989, 14682957.470972119, 944903.0819082414, 232706.72421367746, 17167.64808146836, 7474.467950704546]",204275.0
2022-12-12_2022-12-18,59928.16688993055,"[36843.0, 4303.0, 427.0, 31.0, 5.0, 0.0, 1.0]","[36795.142649204485, 4328.544054664136, 433.38598195820794, 26.490840394994773, 6.930987198647675, 0.5016861512924575, 0.19465848434656724]","[1261116228.9532342, 148370720.63227168, 14857847.619494533, 910591.3616465032, 237565.67264798796, 17265.423530172455, 6510.017549783617]",204353.0
2022-12-19_2022-12-25,59935.16690578736,"[35145.0, 4159.0, 484.0, 31.0, 7.0, 1.0, 1.0]","[35392.64250279009, 4140.009622640473, 422.6458660536305, 25.414302781104293, 6.229348355566617, 0.5705461893612689, 0.12831358853769342]","[1186545559.5387523, 139089452.74606594, 14204611.824990617, 855213.3979267355, 211402.88946465042, 20135.58684236229, 4175.750943070076]",194381.3
2022-12-26_2023-01-01,59942.16682083384,"[30736.0, 3622.0, 338.0, 34.0, 4.0, 0.0, 0.0]","[30740.300571229756, 3632.6968646706696, 373.2865151394525, 23.74706835529029, 6.316221880996407, 0.5331754683903284, 0.1790929739987232]","[993427712.5914755, 117066963.2505877, 12039090.121573096, 765027.3912306934, 205186.22997479636, 16728.983320769366, 5401.126616362767]",170320.4
2023-01-02_2023-01-08,59949.16686342559,"[31047.0, 3752.0, 356.0, 45.0, 9.0, 2.0, 0.0]","[30898.711738093407, 3668.0250402398387, 376.53118586758933, 25.084875571065524, 5.853201932670952, 0.6603583635205167, 0.18882732376416222]","[1046683973.6964288, 124339382.62913093, 12775344.331967529, 855168.0733325586, 199270.90956249615, 21481.417786449067, 6069.787703932052]",176962.5
2023-01-09_2023-01-15,59956.16683078704,"[38125.0, 4441.0, 481.0, 27.0, 10.0, 0.0, 0.0]","[38053.829467545795, 4476.688850491528, 459.2145418385376, 28.317492227626193, 7.4218300384433, 0.5208445822576757, 0.26521725189030354]","[1303570308.9956384, 153524324.38185528, 15778392.269703366, 974434.7136062327, 256514.4808054056, 17627.634489046748, 8749.491166272248]",204374.1
2023-01-16_2023-01-22,59963.16676030106,"[38433.0, 4595.0, 466.0, 31.0, 8.0, 2.0, 0.0]","[38354.90908228937, 4506.768450595401, 457.5138778207659, 29.409372214453324, 7.153016195110022, 0.6815817943354954, 0.19140928116766479]","[1314726938.43938, 154752789.5675061, 15742813.551486649, 1010527.7218632397, 247305.36663753918, 23530.43333590756, 6855.200791913082]",204462.8
2023-01-23_2023-01-29,59970.16675717596,"[37291.0, 4374.0, 470.0, 27.0, 11.0, 1.0, 0.0]","[37214.02580897919, 4356.2224271659625, 430.8184645139595, 26.87003377960765, 6.425330203661525, 0.46491339587054076, 0.21346052866720955]","[1271267565.546576, 149048622.501974, 14758131.17288142, 922114.9109968792, 219366.41169790673, 16613.057420512247, 7180.9083431542]",202829.8
2023-01-30_2023-02-05,59977.16682650465,"[36877.0, 4386.0, 421.0, 36.0, 7.0, 0.0, 0.0]","[36926.36844930592, 4318.594144391233, 434.6637876237505, 27.111918208967, 6.468653173572999, 0.5294900696464876, 0.16190285372611954]","[1251223026.1251855, 146394425.08179525, 14761924.537453834, 922802.5019029854, 221273.136175377, 18051.45569058976, 5516.434562219964]",202225.6
2023-02-06_2023-02-12,59984.16681087963,"[38283.0, 4445.0, 481.0, 34.0, 10.0, 1.0, 0.0]","[38198.74930919148, 4457.523582391291, 447.27666834603593, 28.67562639313793, 6.996397651513731, 0.645967691963045, 0.18434510754625685]","[1314990278.4432607, 153602294.38097247, 15440098.58357176, 992088.9240074266, 242349.38385652116, 22584.28682860428, 6187.136790320962]",204262.0
2023-02-13_2023-02-19,59991.166785648245,"[34291.0, 4079.0, 439.0, 27.0, 6.0, 0.0, 0.0]","[34577.51347747074, 4076.4103021240803, 412.2356706560744, 26.97419509517325, 6.484257211786114, 0.4524912764904853, 0.15751960724317712]","[1174158027.583198, 138477910.01202083, 14011032.15481139, 921440.3193548267, 219573.79128011776, 16195.633078987204, 5359.438623811527]",198240.1
2023-02-20_2023-02-26,59998.16684629615,"[36106.0, 4278.0, 428.0, 34.0, 8.0, 1.0, 0.0]","[35556.221839419864, 4162.979638733462, 422.11257482108334, 26.542518455344972, 6.585383025404329, 0.5671625666697274, 0.13241217703612382]","[1203692105.1185238, 141026614.42184338, 14301197.777890459, 900410.9713086159, 222593.93886871717, 19705.702569910613, 4481.386341976956]",198330.8
2023-02-27_2023-03-05,60005.16687835648,"[17080.0, 2048.0, 180.0, 11.0, 4.0, 0.0, 0.0]","[16817.451386374556, 1996.4691463084232, 202.56850502382602, 12.372383739275309, 3.3321382182508286, 0.23706511496187582, 0.06602818196267117]","[530843591.71303064, 62793384.24502335, 6355184.779376761, 386359.9716509587, 105152.50285912337, 7418.512444935821, 2184.262534132851]",115084.7
2023-03-06_2023-03-12,60012.16669861128,"[30414.0, 3568.0, 366.0, 29.0, 9.0, 0.0, 0.0]","[30051.395879439697, 3527.9155755087936, 364.6673485845648, 23.572857399374954, 6.0310372190371835, 0.5352859767758857, 0.14917834452919662]","[1001620138.6207559, 117706253.39210331, 12164852.979527192, 783728.1732150315, 200570.2866350086, 17870.007404847882, 4755.978566785997]",173448.0
2023-03-13_2023-03-19,60019.16670821783,"[36606.0, 4437.0, 492.0, 20.0, 5.0, 1.0, 0.0]","[36368.64579325902, 4312.981520246464, 444.81362963002465, 29.040946651736125, 7.368239490369363, 0.4741016372147871, 0.15672781027555754]","[1259631488.843122, 149326233.43542296, 15400183.665309954, 1002825.7962617796, 254040.89254109925, 16904.6200530351, 5516.708917301094]",203854.6
2023-03-20_2023-03-26,60026.16679004633,"[35099.0, 4066.0, 458.0, 31.0, 8.0, 0.0, 0.0]","[34698.269454372065, 4140.444162995043, 423.54058880245105, 27.53705510053519, 6.911264385179154, 0.45380824843130996, 0.14333524700869363]","[1179087318.8702853, 140514598.65317044, 14379479.801553406, 931982.1825697541, 235207.01706913492, 15860.083006635998, 4604.469485163908]",196238.4
2023-03-27_2023-04-02,60033.166902199344,"[37181.0, 4631.0, 524.0, 29.0, 13.0, 0.0, 0.0]","[37095.015483782634, 4400.83763497109, 451.000453248717, 29.568821228874686, 7.247568724623317, 0.5236262998490873, 0.20249139972831634]","[1283043851.1292536, 152179288.58623478, 15575931.239508608, 1021348.0191835774, 248713.05519531158, 18258.662335924128, 7589.014344515685]",203553.9
2023-04-03_2023-04-09,60040.16684895881,"[34578.0, 4040.0, 406.0, 35.0, 7.0, 1.0, 0.0]","[34404.612082278465, 4083.9310886157214, 420.70521611186206, 25.739707155038523, 7.1009760761258445, 0.5275447540666105, 0.2226519690414773]","[1174230236.465842, 139130340.31333783, 14304253.21411807, 874323.5087387103, 241652.61200874436, 19841.683061069107, 7726.32050437574]",197913.2
2023-04-10_2023-04-16,60047.16669548633,"[28940.0, 3542.0, 335.0, 17.0, 9.0, 1.0, 0.0]","[28843.852459347803, 3444.1051030201493, 355.29458635598803, 22.61374642072398, 5.71450014407192, 0.5553239255277225, 0.15702374923376297]","[981436276.1411399, 117046920.29703687, 12052170.280452514, 766191.6038774471, 195082.16331388993, 18218.246187896177, 5630.721398603472]",176241.8
2023-04-17_2023-04-23,60054.16680555557,"[15497.0, 1851.0, 195.0, 16.0, 1.0, 0.0, 0.0]","[15512.225062226875, 1850.5576206864455, 188.65793473647437, 11.842905696125838, 2.725161787672085, 0.24124668311780337, 0.045629696018882046]","[466470013.675133, 56139060.65169318, 5752283.212951249, 364097.5460617195, 83043.79304283191, 7693.749913634225, 1697.4543910478226]",106918.6
2023-04-24_2023-04-30,60061.166785763984,"[26520.0, 3081.0, 325.0, 23.0, 7.0, 1.0, 1.0]","[26635.23150369131, 3161.087109342522, 320.9431122158823, 21.134033000693673, 4.893568436265005, 0.4014900718722601, 0.1535084382886791]","[897148091.7605469, 106304394.38838267, 10787762.80248396, 706437.6049532797, 164234.949082955, 13474.95808193942, 5105.420601522522]",160460.2
2023-05-01_2023-05-07,60068.16675104176,"[36300.0, 4155.0, 439.0, 27.0, 7.0, 1.0, 0.0]","[36035.50102091596, 4241.183968516642, 429.2749018606765, 27.56895463353946, 6.832741414050431, 0.5455302657271793, 0.13698626035250527]","[1224242952.9671316, 144154764.11729652, 14582113.070794497, 938209.6941921315, 231709.84521035856, 18284.740103420543, 4864.194068221435]",197792.9
2023-05-08_2023-05-14,60075.16686215272,"[31647.0, 3779.0, 391.0, 17.0, 8.0, 0.0, 0.0]","[32101.39676165965, 3788.295176967223, 385.2476726472884, 24.286201776958833, 6.322399591309348, 0.4614318911087621, 0.15075376629028392]","[1068050640.9445032, 126066142.55240832, 12812166.124641113, 807366.526669215, 210561.80140376746, 15668.718245751426, 5214.5882027353]",179492.7
2023-05-15_2023-05-21,60082.16686030101,"[36431.0, 4356.0, 409.0, 31.0, 7.0, 1.0, 0.0]","[36109.25239982452, 4216.032768388109, 420.5505521635329, 26.9408852659512, 6.244313387038536, 0.6039233128012808, 0.19745552748722647]","[1224113653.3205097, 142925894.74864608, 14230716.586727813, 910948.4938152484, 210959.9319810652, 19653.33787304745, 6196.543629232109]",199390.8
2023-05-22_2023-05-28,60089.16687615765,"[34370.0, 4044.0, 392.0, 18.0, 5.0, 0.0, 0.0]","[34503.92564223901, 4024.0221013636806, 405.7267880407564, 25.265128073854648, 6.056569816410334, 0.4971267603794673, 0.17808791858549639]","[1175454228.3972855, 137028519.6889823, 13793169.944445428, 860386.4162353438, 203200.2505796712, 17822.14020996537, 6223.903299211264]",192850.5
2023-05-29_2023-06-04,60096.1668083332,"[34246.0, 3918.0, 444.0, 27.0, 5.0, 1.0, 0.0]","[34098.08971120157, 3960.0818656538163, 391.58079004003923, 23.84791626055903, 5.156103859056005, 0.4880801276335092, 0.1154478262129148]","[1128037708.1371198, 131087818.23109423, 12951930.412132597, 785525.0200091887, 170646.26451688324, 15300.25523601197, 4075.7776847197224]",192015.8
2023-06-05_2023-06-11,60103.167110069255,"[35828.0, 4206.0, 433.0, 27.0, 5.0, 1.0, 0.0]","[35526.29735330664, 4135.612590478749, 410.98729880928136, 25.047238335064034, 5.782004378990074, 0.5236020903785273, 0.16707506909667927]","[1203785712.594846, 140168934.05373782, 13905524.944387982, 846497.1114149443, 195673.07430098674, 17433.755805648096, 5354.199270060403]",201909.9
2023-06-12_2023-06-18,60110.16689143563,"[35788.0, 4098.0, 429.0, 30.0, 7.0, 0.0, 0.0]","[36002.0929545648, 4161.204775259899, 410.64547243027584, 25.606736414830376, 6.176524167823389, 0.4579567331027833, 0.19804810691228436]","[1239951361.0235631, 143342963.38039386, 14148471.274757074, 880540.3940801566, 213117.43907240027, 16200.311435023077, 6246.631274579295]",204362.8
2023-06-19_2023-06-25,60117.16688773152,"[35678.0, 4163.0, 377.0, 20.0, 4.0, 0.0, 1.0]","[35639.78845249409, 4104.522638017382, 405.2406835439694, 24.24008194562379, 5.953294765233198, 0.45348051607065953, 0.15335440004965467]","[1228129798.1730468, 141465820.87399766, 13969094.866314655, 834948.3942396429, 204234.50934181624, 16105.370582462318, 5714.074226819655]",204373.0
2023-06-26_2023-07-02,60124.166909374864,"[35463.0, 4074.0, 397.0, 25.0, 11.0, 0.0, 0.0]","[35491.75958959047, 4053.146407942309, 393.1278978021379, 24.7792548570707, 5.767893770090297, 0.4297858672294495, 0.15580302433318532]","[1214766934.1855369, 138720446.66406053, 13446802.45194268, 844504.420933761, 196247.29726507896, 14027.260939243508, 5813.1062509490175]",204209.7
2023-07-03_2023-07-09,60131.166912731336,"[35169.0, 4026.0, 384.0, 28.0, 2.0, 0.0, 0.0]","[35273.89668864606, 3995.41968001573, 383.9443263911447, 24.094654078507737, 5.444533607041967, 0.45348773582303914, 0.14045439813491983]","[1193916603.677972, 135362590.5593016, 13004825.22911939, 814730.7833415075, 184787.9164465549, 16253.348532701011, 5211.976976016627]",204297.7
2023-07-10_2023-07-16,60138.16683148146,"[32580.0, 3663.0, 357.0, 19.0, 9.0, 0.0, 0.0]","[32489.666422227143, 3665.5371676132363, 351.08566796800375, 21.184358008242576, 5.310988423719451, 0.4824980919779958, 0.1597418967945625]","[1086896272.295166, 122591891.80238077, 11731544.300364932, 708215.7831442046, 176767.58271762053, 16215.730620833503, 5419.913380330856]",194851.6
2023-07-17_2023-07-23,60145.16698715271,"[34665.0, 3891.0, 393.0, 27.0, 3.0, 1.0, 0.0]","[34459.38142767563, 3874.679074135748, 373.5726086180159, 23.45909606097495, 5.814404819745642, 0.4597406696469242, 0.12910032152266765]","[1187522029.2431216, 133463015.98368897, 12861982.261719514, 805414.2655550365, 200906.92318820674, 16263.205613198095, 4142.2050285612695]",206029.3
2023-07-24_2023-07-30,60152.16686215278,"[31499.0, 3580.0, 358.0, 21.0, 4.0, 1.0, 0.0]","[31580.531615903234, 3559.3107336352277, 345.8972900592324, 21.071730258249765, 5.168626618925371, 0.38243952386478786, 0.1795075379315581]","[1082307985.1585746, 121909032.05967884, 11821041.940434767, 721298.0757914586, 177514.91464988122, 13440.579853987538, 5729.973704226916]",188484.2
2023-07-31_2023-08-06,60159.16689525477,"[35091.0, 3942.0, 388.0, 22.0, 5.0, 0.0, 0.0]","[35173.41522561055, 3962.5644839032816, 384.3928523711182, 23.9817227296207, 5.851928251967556, 0.38823065227884024, 0.1749303066507284]","[1211979551.4065495, 136471054.41337046, 13216192.414453115, 822341.5125689293, 199612.51285381458, 12894.84808809632, 6073.290364882963]",206061.3
2023-08-07_2023-08-13,60166.16702233809,"[34815.0, 4000.0, 370.0, 30.0, 8.0, 4.0, 0.0]","[35040.65953233786, 3956.9727038970764, 382.14899910563156, 23.245936864697438, 5.686063095560762, 0.4431713491105245, 0.18815781142807467]","[1204066913.130025, 135904760.68344435, 13115400.848684408, 797177.6088455288, 194002.12065408728, 15229.737830107917, 6235.829977213096]",205958.1
2023-08-14_2023-08-20,60173.16709594929,"[34383.0, 3982.0, 365.0, 31.0, 5.0, 0.0, 1.0]","[34507.129986993416, 3896.725277351336, 374.1974379102904, 23.814861860111755, 5.593967167928854, 0.4543464191812352, 0.20032129131245216]","[1170890437.5031078, 131797600.66245806, 12622364.807263441, 800026.3665145143, 187184.96279793786, 15803.081103184664, 6976.689001922194]",204648.1
2023-08-21_2023-08-27,60180.16712303249,"[34895.0, 3975.0, 431.0, 27.0, 6.0, 0.0, 0.0]","[34831.75008020847, 3970.165924027369, 388.3033873328978, 23.57725898463848, 5.5111107270785045, 0.5061478257364301, 0.1674844426436909]","[1200708340.3235395, 136573344.88249746, 13335726.158972606, 807962.2790056935, 188067.98734662076, 17596.503710394525, 6258.408875130776]",200836.4
2023-08-28_2023-09-03,60187.16670706021,"[33447.0, 3817.0, 368.0, 14.0, 6.0, 0.0, 0.0]","[33414.80539839791, 3810.756409215389, 371.7001780978439, 22.718396083434982, 5.446153887280336, 0.38265262897502095, 0.11979982706607942]","[1155332926.6750815, 131654007.56987238, 12825839.521396931, 784848.8969519974, 188326.34782494063, 13225.751908550541, 3886.618659433652]",193970.6
2023-09-04_2023-09-10,60194.166676041845,"[34465.0, 3829.0, 354.0, 22.0, 5.0, 1.0, 0.0]","[34487.372552068606, 3919.201091072881, 379.71554835539814, 22.238154075524246, 5.6180170257625175, 0.34762000691782646, 0.19013885641789152]","[1193176319.439039, 135483188.13003436, 13113481.194795405, 765312.843785137, 193681.31070079724, 11421.832806766255, 6109.640225049783]",205974.2
2023-09-11_2023-09-17,60201.16667962952,"[34705.0, 4028.0, 413.0, 27.0, 7.0, 1.0, 1.0]","[34626.28750598301, 3934.0030246971814, 384.18184250458523, 23.332298271149703, 5.768293900003824, 0.4547463036130326, 0.12876249366741907]","[1199710150.059589, 136225586.06456995, 13293138.745192757, 805467.287795905, 199102.45100787067, 15600.59888751151, 4233.255477789228]",206024.5
2023-09-18_2023-09-24,60208.16700092539,"[34715.0, 3998.0, 369.0, 25.0, 4.0, 1.0, 0.0]","[34625.895682489936, 3929.294221978346, 377.3744137568051, 23.496523179744624, 6.087594152703421, 0.4484064230306057, 0.14549309973368701]","[1190191805.6759791, 135008227.81825915, 12962056.984399738, 803561.1184612451, 208174.3509603664, 14914.628221042856, 4963.112061755448]",205017.4
2023-09-25_2023-10-01,60215.16700601883,"[33409.0, 3841.0, 386.0, 28.0, 4.0, 1.0, 1.0]","[33055.54944521359, 3738.926263367841, 359.451145627975, 22.532727648254724, 4.905567521248166, 0.3344082215450104, 0.13218844645772548]","[1127842646.2013433, 127524267.002749, 12270559.798354745, 766568.1320331293, 167804.55634013502, 10945.98040395298, 4584.742468561868]",190648.0
2023-10-02_2023-10-08,60222.16709571736,"[34267.0, 3913.0, 400.0, 21.0, 11.0, 0.0, 0.0]","[34280.93624704003, 3899.6130029152296, 378.1592417186163, 23.485405769241805, 5.597243266952621, 0.3761908395479873, 0.16820412387998562]","[1189185651.100923, 135225503.57893544, 13095764.69933074, 814101.8755297586, 194178.82817040017, 13073.494094600004, 5453.586011115281]",206153.6
