# ra : 262.05, dec : 50.15
# nhits : [0, 1, 2, 3, 4, 5, 6]
# delta : [0.89, 0.662, 0.498, 0.398, 0.332, 0.263, 0.196]
# max_zen : 50.0
name,mjd,n_on,n_bkg,n_off,tobs
2021-05-31_2021-06-06,59368.16688032413,"[25438.0, 3244.0, 296.0, 26.0, 9.0, 1.0, 0.0]","[25648.11556017082, 3276.0582239942833, 315.53334106497, 20.41076374533669, 4.874454405685025, 0.30695270332409813, 0.10982450551991098]","[837560394.1316624, 107019341.18660761, 10299375.55312765, 664915.2355312929, 159710.0351596325, 9662.839924763686, 3727.235641761849]",204459.1
2021-06-07_2021-06-13,59375.16701273163,"[25365.0, 3285.0, 316.0, 24.0, 3.0, 0.0, 0.0]","[25671.887545085847, 3301.7464237192935, 318.6117754973487, 20.85433201772884, 4.757460868357202, 0.3350066314480485, 0.09719122899244179]","[884872071.7427695, 113770833.55400443, 10956582.563211048, 716739.9371032335, 163709.21837016774, 12828.687018168193, 3510.722487790633]",207042.0
2021-06-14_2021-06-20,59382.16671944457,"[25581.0, 3360.0, 311.0, 28.0, 4.0, 0.0, 0.0]","[25750.528610828947, 3261.7932510789124, 310.14441184961447, 19.345427461646505, 4.126007725673872, 0.28370340919112036, 0.09342569885539619]","[877485413.5903131, 111147592.15496863, 10560519.793539194, 657790.0010713915, 139693.65452011558, 10299.334367873762, 3069.6008695131177]",204359.9
2021-06-21_2021-06-27,59389.16656782394,"[25249.0, 3187.0, 304.0, 19.0, 4.0, 0.0, 0.0]","[25392.488608675663, 3198.478043026916, 298.2996077891008, 18.760718847864805, 4.3150661447400305, 0.27725621169152337, 0.11274151339723815]","[834726654.5247437, 105063791.0043815, 9812692.505301863, 620742.7794433726, 142832.93974886087, 8892.97048028041, 3520.2522342855486]",197292.6
2021-06-28_2021-07-04,59396.16681620365,"[24833.0, 3162.0, 254.0, 19.0, 1.0, 0.0, 0.0]","[25063.29635730509, 3193.3555282605594, 305.1275339625503, 19.592920229376453, 4.2714549982968135, 0.38536301726484185, 0.12146998610775853]","[833070284.382191, 105923303.78331196, 10080239.816467896, 645767.6370199344, 140212.29887547783, 12064.19675811802, 3539.270530774326]",197948.7
2021-07-05_2021-07-11,59403.16680162038,"[22692.0, 2838.0, 285.0, 14.0, 7.0, 1.0, 1.0]","[22703.020951123275, 2904.9507170648917, 278.47319010235105, 18.2073951003996, 4.730898572207779, 0.2917308146482395, 0.10194277564651048]","[775075361.1408422, 99161918.84370168, 9493120.157037195, 619482.247050465, 161876.0367310374, 10527.730418485155, 3626.2483224221974]",184536.3
2021-07-12_2021-07-18,59410.16673958351,"[21749.0, 2854.0, 257.0, 17.0, 3.0, 0.0, 0.0]","[21815.289003148777, 2776.2359455145843, 266.9971621796656, 16.850359174956303, 4.09540558927043, 0.2880709039673612, 0.0885139092408553]","[690198901.7943819, 88031722.15766512, 8478703.836424232, 533345.7873960637, 129152.24879983343, 9279.889855089112, 3326.05776594666]",167351.0
2021-07-19_2021-07-25,59417.16679537053,"[25402.0, 3114.0, 284.0, 22.0, 8.0, 0.0, 0.0]","[25261.43683266678, 3162.667261409743, 302.02038374122435, 18.90860850032277, 4.709133817315521, 0.29233485818046656, 0.09298972066020944]","[840634063.3234618, 105169393.45550506, 10034816.055092774, 629499.0820602768, 157569.25657104928, 9329.61894083057, 3124.715823786676]",204261.5
2021-07-26_2021-08-01,59424.16695729188,"[10824.0, 1390.0, 125.0, 10.0, 7.0, 0.0, 0.0]","[10799.302141088077, 1344.7755014140814, 132.77867663145108, 8.522550125539547, 1.8174883272324927, 0.14226916645147908, 0.044176971313640186]","[348131265.76813394, 43306089.13435624, 4277759.574593519, 276177.4875629881, 57796.88701217182, 4329.76667501509, 1431.5793130700843]",89267.5
2021-08-02_2021-08-08,59431.16673773149,"[26212.0, 3284.0, 319.0, 20.0, 6.0, 0.0, 0.0]","[25896.806827964185, 3289.044628350643, 318.4295161557654, 20.919823592726427, 4.756655846166592, 0.23840702741182296, 0.11171109184744106]","[872382863.91855, 110831790.2525228, 10734846.888110597, 708448.2451821668, 161187.85183011694, 8364.826301794386, 3707.048188600431]",200943.2
2021-08-09_2021-08-15,59438.16700601812,"[25642.0, 3252.0, 307.0, 31.0, 9.0, 0.0, 0.0]","[25715.938972433734, 3278.9430381763605, 314.31488599208876, 19.551219810230872, 4.690097211155378, 0.264249944807875, 0.1433128682325864]","[877787922.8639107, 112048467.70223998, 10756245.96725058, 675702.8176470458, 162323.50877358922, 9016.681046344178, 4780.754994632723]",203714.7
2021-08-16_2021-08-22,59445.16691111219,"[25683.0, 3424.0, 349.0, 28.0, 8.0, 0.0, 1.0]","[25849.562894876137, 3310.754061473657, 316.4891767227026, 20.169550612572984, 5.238001089649175, 0.41440123346723096, 0.1405044550850651]","[883752631.58294, 113081671.87602815, 10800042.29617675, 688357.6567413976, 177728.03477366804, 13821.435077071905, 4022.2959252680184]",207055.9
2021-08-23_2021-08-29,59452.16672245379,"[21307.0, 2726.0, 265.0, 25.0, 9.0, 0.0, 0.0]","[21274.9387335365, 2687.67141815403, 261.2860488472302, 16.304812858503656, 3.9568651999868365, 0.27331134800443396, 0.09486181442704214]","[701150427.5189834, 88941001.5955502, 8651305.189028086, 539643.8926521533, 129961.82850923299, 9187.443013951037, 3174.937337480397]",172640.5
2021-08-30_2021-09-05,59459.16678854192,"[24594.0, 3128.0, 320.0, 20.0, 5.0, 0.0, 0.0]","[24475.903170453228, 3134.661903077655, 299.76364804466755, 20.421255092791636, 4.450209052904655, 0.25786135571715085, 0.09914228194462266]","[830143220.3557862, 106339131.09867084, 10187766.673161585, 691319.7874072366, 150460.06959892873, 8798.083020551428, 3059.182134833198]",201585.9
2021-09-06_2021-09-12,59466.167044907554,"[23849.0, 2989.0, 249.0, 20.0, 8.0, 1.0, 0.0]","[24050.06484444551, 3057.402774445583, 295.46699222637744, 19.65236148002242, 4.8416561526409945, 0.2977746824011002, 0.162087962233466]","[791091793.4884197, 100747252.10932946, 9775359.994337827, 651073.5694549715, 162107.7175348104, 9945.746701463193, 5070.343909681451]",194412.8
2021-09-13_2021-09-19,59473.16697187504,"[20057.0, 2492.0, 277.0, 19.0, 4.0, 1.0, 0.0]","[19978.889698190767, 2482.858619775317, 240.21964977028478, 14.98654997369621, 4.013716676747615, 0.2382849121016069, 0.06318282742695566]","[535823243.3926082, 67309001.50476265, 6577147.181913071, 419243.25338609546, 108665.95535762161, 6418.527926774081, 2115.077862430727]",143800.7
2021-09-20_2021-09-26,59480.166958217735,"[24590.0, 3272.0, 321.0, 25.0, 6.0, 0.0, 0.0]","[24641.733120663986, 3132.518671553722, 306.4375460978895, 21.21295243364955, 4.901389340641751, 0.3209720744459872, 0.06251865544206124]","[717320441.0286775, 91525406.53968091, 8990817.471905757, 618202.553319917, 145051.81447693016, 8476.444244980225, 2417.836028884833]",181664.4
2021-09-27_2021-10-03,59487.24986284722,"[23274.0, 2989.0, 313.0, 24.0, 5.0, 0.0, 0.0]","[23229.03358400736, 2978.912685596032, 285.88415402652254, 17.570516602768052, 4.451351951543479, 0.35268443237162833, 0.11266451442978524]","[708993671.3199478, 91172982.86036487, 8797633.187500333, 544280.3161716699, 137437.16455758456, 9753.342706643165, 3082.9325215036365]",178175.9
2021-10-04_2021-10-10,59494.25005740744,"[22313.0, 2820.0, 297.0, 13.0, 2.0, 1.0, 1.0]","[22277.25180578494, 2860.1887753528076, 277.94549657983003, 18.310594667711737, 4.078257127835695, 0.26554071208034924, 0.11817837723199255]","[748265446.1430092, 96035964.70544827, 9346799.354647893, 617443.3521511693, 137669.99131259168, 8651.305924853657, 3638.2341141473503]",174359.2
2021-10-11_2021-10-17,59501.16663148133,"[25465.0, 3306.0, 307.0, 21.0, 3.0, 1.0, 0.0]","[25296.758148681813, 3237.195927937803, 312.68134663885377, 20.292553912758137, 4.89410212225538, 0.25957525591720565, 0.12448310474320745]","[829570508.5217776, 106160302.80071257, 10287950.988503098, 670096.8180421931, 162249.0366359371, 9119.519511315979, 3514.587777378674]",197854.6
2021-10-18_2021-10-24,59508.16666423631,"[24000.0, 3095.0, 295.0, 27.0, 5.0, 0.0, 0.0]","[23482.959528132335, 3036.9047399427354, 297.65851365376443, 19.233214471299718, 4.499532701638582, 0.30826999748926204, 0.09968596656906409]","[781179051.7155888, 100893246.07044934, 9886543.508915892, 638065.465053326, 149187.5926368283, 9706.380589461587, 3519.5904191857094]",192654.1
2021-10-25_2021-10-31,59515.1669280092,"[26085.0, 3467.0, 316.0, 24.0, 12.0, 0.0, 1.0]","[26293.123144400495, 3400.894636326649, 333.46444383413296, 22.147628975614797, 5.082307637588488, 0.36578262278960283, 0.12403155722663514]","[902149642.9376931, 116743216.44554363, 11459943.478318665, 762292.2989218826, 174726.04242301083, 12429.020524797683, 4621.23078450057]",206210.7
2021-11-01_2021-11-07,59522.1668252314,"[26842.0, 3429.0, 341.0, 34.0, 6.0, 0.0, 0.0]","[26885.08104818547, 3480.906793099562, 345.3283926188207, 23.591432487906935, 5.809764657823353, 0.3001308662840817, 0.08697086636394781]","[913469969.276461, 118364438.47662337, 11769073.343258567, 806058.2376802944, 197517.06819410349, 10084.144232455257, 2629.0661715498322]",205999.5
2021-11-08_2021-11-14,59529.16671238424,"[27061.0, 3430.0, 341.0, 20.0, 2.0, 1.0, 0.0]","[26613.27727221195, 3451.5589789151277, 342.5828478635614, 23.615614197415937, 5.634302310261441, 0.33698464309267334, 0.12902701306245096]","[909772817.576029, 118064937.9875994, 11740218.819440551, 810007.2568378573, 194878.35228944212, 11596.377473102804, 5183.5342340636025]",203177.4
2021-11-15_2021-11-21,59536.16684085637,"[26963.0, 3549.0, 343.0, 19.0, 4.0, 0.0, 0.0]","[27055.614663004293, 3492.3020166977917, 343.43906277176893, 22.399431302081357, 5.222265375599294, 0.3922354271366965, 0.09326241424996685]","[917197817.2903299, 118385910.74162495, 11643256.110994646, 760355.3632288392, 176707.34275133355, 12751.629370993624, 3256.3304376464284]",206162.0
2021-11-22_2021-11-28,59543.166822106185,"[26197.0, 3386.0, 339.0, 20.0, 9.0, 1.0, 0.0]","[26057.841348885777, 3401.882016799806, 337.5992466901317, 23.375203375635046, 5.639624979780561, 0.3770051266729758, 0.11172422217565915]","[896062061.9255189, 117056995.37021519, 11619923.54754547, 805652.1950049036, 194486.88215946028, 12225.926781779386, 3687.5528509797396]",206352.5
2021-11-29_2021-12-05,59550.16697291678,"[22334.0, 2913.0, 275.0, 15.0, 6.0, 2.0, 1.0]","[22140.38440350875, 2866.4434348340214, 281.0990479884608, 19.535596598132546, 4.797728817759793, 0.22661322381211485, 0.12220822696601741]","[725150054.8087709, 94049315.85999635, 9222025.001531461, 641107.2928250651, 157756.58793095715, 8086.487844799568, 3111.734005466601]",173408.9
2021-12-06_2021-12-12,59557.16690509248,"[24646.0, 3245.0, 318.0, 18.0, 8.0, 0.0, 0.0]","[24606.679328601, 3196.1290539708834, 318.9725677427496, 21.68565053717077, 5.1980267466618955, 0.34268456949409226, 0.11171653975934259]","[810967028.1455086, 105478887.98241772, 10540979.081792718, 718146.6686188717, 173236.0969055108, 11230.254254083022, 4031.927499402813]",191182.1
2021-12-13_2021-12-19,59564.166788194445,"[23411.0, 3008.0, 339.0, 18.0, 3.0, 1.0, 0.0]","[23164.090200828756, 2997.498968064125, 297.5627809534073, 19.904607570149306, 4.680666531899168, 0.3488626992802067, 0.12186004353104148]","[797788918.0929433, 103170248.73047498, 10234472.998540053, 685256.4650151301, 161030.23770253407, 11641.329367158669, 4339.053357021415]",182065.1
2021-12-20_2021-12-26,59571.16683148157,"[27340.0, 3436.0, 373.0, 21.0, 5.0, 1.0, 1.0]","[27035.605818751723, 3500.046338438755, 349.54145095076075, 24.520759655323907, 6.077623182617758, 0.4641187687877945, 0.12158423726296266]","[934638669.734186, 121022530.97937375, 12085592.727628248, 847814.3543539102, 210028.94065638896, 16306.593895769352, 4441.062943555223]",206165.0
2021-12-27_2022-01-02,59578.16677905083,"[25604.0, 3336.0, 335.0, 30.0, 8.0, 0.0, 0.0]","[25301.01024459087, 3268.287759984917, 326.3651998053528, 23.309539252838842, 5.530079429180514, 0.43683161854219293, 0.08986843847465112]","[837566465.9651018, 108266002.64085376, 10792889.65857226, 770892.3813183429, 184278.24383837357, 14240.182602329765, 3262.6701874819687]",195676.9
2022-01-03_2022-01-09,59585.16683425926,"[26425.0, 3455.0, 339.0, 25.0, 8.0, 0.0, 0.0]","[26488.17616384622, 3416.6626610031694, 342.2445562105596, 23.077575035086998, 5.460707523374141, 0.42479033538701555, 0.09764343612584957]","[901900448.9865795, 116451632.00856178, 11658546.4927881, 787743.8031235621, 186637.9372611736, 13436.666964752643, 3348.777523344625]",204524.7
2022-01-10_2022-01-16,59592.16679201393,"[26823.0, 3470.0, 328.0, 29.0, 5.0, 0.0, 0.0]","[26758.270064175773, 3466.4587313627985, 344.1653278561708, 22.295410544420072, 5.786641763485765, 0.3619673701876737, 0.1671761112005148]","[928058433.8239827, 120254291.50789495, 11926477.528801626, 772587.2086616053, 200938.28959091136, 12686.351758023313, 5795.539998670487]",206351.3
2022-01-17_2022-01-23,59599.16700868019,"[23881.0, 2990.0, 295.0, 16.0, 3.0, 1.0, 0.0]","[23837.5426289012, 3068.50059572951, 300.99076126334853, 19.881724847732418, 4.883834232472048, 0.3236489060462813, 0.11864590084129134]","[801210319.7340575, 103150568.22874705, 10102257.340736268, 667814.4211298017, 163752.22833715868, 10842.676228196755, 3470.2734894435985]",182087.4
2022-01-24_2022-01-30,59606.16685833294,"[27306.0, 3570.0, 381.0, 21.0, 8.0, 1.0, 0.0]","[27554.337611833816, 3541.1080719072866, 346.75928264128584, 23.130279795854374, 6.003044988655984, 0.3869558518110184, 0.14272100262054854]","[952884386.8672359, 122457514.518057, 11973551.294797117, 798625.0966009405, 207798.10941725233, 13665.278498691227, 5610.541892477817]",206194.1
2022-01-31_2022-02-06,59613.16693032354,"[27464.0, 3435.0, 333.0, 22.0, 7.0, 0.0, 0.0]","[27192.364095470708, 3528.1366716031494, 346.48967955094344, 24.40397754449297, 6.04693317272867, 0.4058945566858438, 0.11759509691096987]","[941995988.0405319, 122212268.44913708, 11995257.771365216, 844245.9954361353, 210608.75481466512, 13708.980969349439, 4251.899043325338]",206261.9
2022-02-07_2022-02-13,59620.16686990748,"[24209.0, 3211.0, 286.0, 19.0, 5.0, 0.0, 0.0]","[24535.65907965886, 3168.6139782486607, 319.434293263202, 22.3090732867919, 5.086048823776304, 0.4466637143444678, 0.1489044403315714]","[830778786.9037322, 107274678.84253931, 10822900.802267658, 753371.2060762816, 171876.72463643012, 14898.148064025136, 4710.587308439417]",188648.9
2022-02-14_2022-02-20,59627.16690486121,"[21802.0, 2890.0, 293.0, 12.0, 6.0, 1.0, 0.0]","[21799.734157093175, 2767.310276985665, 269.8660161643462, 17.747594578751205, 4.729359735434381, 0.3389597992081037, 0.12884043142326948]","[605475970.4177449, 77408955.90921736, 7577267.590164829, 502071.94260621496, 131500.8403953193, 8988.841694543527, 3410.293385854881]",155515.6
2022-02-21_2022-02-27,59634.16683993064,"[24428.0, 3139.0, 334.0, 39.0, 13.0, 1.0, 0.0]","[24509.865359842228, 3101.677776680982, 302.022793678795, 19.99028575764756, 5.393057820975942, 0.44490973341194645, 0.12085881109097318]","[778509016.4259428, 98768008.91402705, 9623006.0933741, 633787.6361330807, 171877.46610302659, 14139.477946060815, 3662.469955639446]",187017.1
2022-02-28_2022-03-06,59641.166850115726,"[25444.0, 3244.0, 308.0, 26.0, 6.0, 1.0, 1.0]","[25306.573324889832, 3193.7750347227056, 317.2388510275413, 22.004096788797323, 5.232911283427006, 0.35974308355591844, 0.20537248492139146]","[859740821.700112, 108489951.369746, 10758872.3009164, 744577.5901209967, 178094.36943121642, 12755.448452568346, 6541.074534734105]",200612.0
2022-03-07_2022-03-13,59648.16671736075,"[24812.0, 3092.0, 331.0, 24.0, 8.0, 0.0, 0.0]","[24733.439160341426, 3099.279576938906, 293.58598670152867, 18.749589789809043, 5.174316611648762, 0.3675040005323485, 0.1384061919795867]","[817608011.7170985, 102480385.04668391, 9699754.801628783, 619694.094971252, 171878.45857594488, 12081.527491253824, 4627.150356438969]",199764.8
2022-03-14_2022-03-20,59655.16690104192,"[24994.0, 3088.0, 307.0, 15.0, 5.0, 0.0, 1.0]","[24992.942029162772, 3107.8271144716864, 290.46585159776293, 19.249010757968858, 4.743412962546154, 0.42996801513592636, 0.13453808502680664]","[848161120.7503891, 105518705.21177015, 9850226.696726736, 653900.9841924337, 159994.6272349985, 14840.559707746914, 4419.998452447766]",201848.3
2022-03-21_2022-03-27,59662.16696226853,"[24329.0, 2964.0, 318.0, 15.0, 4.0, 1.0, 0.0]","[23810.624655601234, 2996.871202794251, 279.12377169374827, 18.98139064942139, 4.732009171426509, 0.297495722480259, 0.0986948867328401]","[798009681.2781092, 100406086.49846035, 9331092.801434904, 630124.1828883403, 158442.82510638595, 9785.78963660231, 3817.5991143276615]",194234.6
2022-03-28_2022-04-03,59669.166778935,"[23985.0, 2984.0, 295.0, 17.0, 7.0, 1.0, 0.0]","[24104.94186861616, 2975.896634967089, 278.07040935241525, 18.302524971901512, 4.542191836300464, 0.39357842307874463, 0.1483190814025227]","[807626058.4751384, 99715153.96153463, 9327323.311880767, 613776.7004732043, 153049.43291458878, 13143.629040633265, 5324.350099832555]",201549.4
2022-04-04_2022-04-10,59676.16661817132,"[20884.0, 2559.0, 231.0, 19.0, 3.0, 0.0, 0.0]","[20799.157069018587, 2517.1383370422827, 227.4836412907508, 15.198151578290027, 3.898750539469695, 0.21561436127771388, 0.06388086973817934]","[694096839.8587124, 84047395.53118962, 7603682.588833339, 508680.98137731693, 130268.60080405742, 6926.030335681403, 2081.529620369625]",192784.9
2022-04-11_2022-04-17,59683.16650127327,"[23755.0, 2901.0, 258.0, 20.0, 4.0, 0.0, 0.0]","[23652.16890691433, 2885.6509199426278, 263.7166002462567, 17.057847240614926, 4.280872400596427, 0.3307362104261828, 0.13194459971814657]","[810975492.2507207, 98829439.24977043, 9023995.325797228, 583083.8027971314, 145322.2116643341, 11238.107678463019, 4621.187901292457]",205731.8
2022-04-18_2022-04-24,59690.16679131911,"[22633.0, 2734.0, 264.0, 9.0, 3.0, 0.0, 0.0]","[22750.247705543617, 2789.4804749909267, 261.0159211198558, 16.886886842926277, 4.404917627325958, 0.27436497904176765, 0.08321514060045752]","[749274803.1986988, 91912536.40343474, 8610274.39367188, 559633.8146033786, 145168.20684455623, 8917.8818272094, 2416.768309704704]",191010.1
2022-04-25_2022-05-01,59697.16674571783,"[25573.0, 3222.0, 312.0, 21.0, 3.0, 0.0, 0.0]","[25290.794264452863, 3201.7258218589855, 310.0804890518638, 20.711988503624333, 4.875070370805587, 0.44849596998335517, 0.23135125327395908]","[821986603.7114655, 103848282.09810953, 10012974.51587634, 668583.9644278047, 157304.34099253672, 13689.833756515996, 6266.5894754553265]",199495.2
2022-05-02_2022-05-08,59704.16650463019,"[24202.0, 3084.0, 347.0, 24.0, 9.0, 0.0, 0.0]","[24382.280752798317, 3196.8368140419057, 319.00449405492395, 19.800503867196483, 5.004322176330794, 0.2874084304609689, 0.12308994695595354]","[826687111.155166, 108365687.68606883, 10809126.136016943, 669613.2810440294, 170456.81096168526, 9409.533097088271, 4222.5250084425115]",205323.7
2022-05-09_2022-05-15,59711.16671157407,"[25471.0, 3371.0, 323.0, 25.0, 8.0, 0.0, 0.0]","[25202.902120640472, 3282.9712925713084, 321.77702189199044, 21.64499201618471, 4.42866679558363, 0.34812330930782803, 0.11586681817158434]","[847734213.8902245, 110453867.30526416, 10812507.964908559, 725191.1319579318, 150168.46231781156, 11089.036057715444, 4086.729879097432]",201240.1
2022-05-16_2022-05-22,59718.16637986089,"[25523.0, 3424.0, 323.0, 30.0, 6.0, 0.0, 0.0]","[25656.921649787335, 3380.8521515075186, 333.0599890224169, 21.481337387406278, 4.983344127636855, 0.40296099937562496, 0.12450099068280052]","[874435955.602256, 115095907.95490064, 11320699.707135228, 729344.8684552315, 169945.54129447642, 13134.229632044171, 4611.4145848018]",207873.7
2022-05-23_2022-05-29,59725.16671539346,"[25416.0, 3421.0, 350.0, 31.0, 8.0, 0.0, 0.0]","[25817.6243980897, 3357.2573919822285, 327.6058523554344, 20.55592108570961, 5.0530337080853, 0.2399021503984844, 0.0966097107298533]","[881822141.9001765, 114563548.71733844, 11169323.895475592, 702135.2902693895, 172031.66792459114, 7931.644976972861, 3370.69635117693]",207845.9
2022-05-30_2022-06-05,59732.16694317115,"[25900.0, 3319.0, 348.0, 27.0, 4.0, 1.0, 0.0]","[25932.10329567865, 3383.0629773280566, 328.8819387037904, 20.453918971030703, 4.70341159363905, 0.32330567750042477, 0.1039560284403963]","[890226943.7711369, 116051373.63785979, 11289913.317321414, 700170.5616529599, 161564.050038974, 10924.707908920724, 3451.9000780017896]",206481.8
2022-06-06_2022-06-12,59739.16687361122,"[25922.0, 3289.0, 335.0, 23.0, 5.0, 1.0, 1.0]","[25810.139059090256, 3406.1539197017687, 334.46531591428396, 21.480310239687714, 5.082836841844671, 0.23486168789197834, 0.1364180242751975]","[888005777.3942358, 116989791.38337924, 11475032.46666742, 732517.3066116313, 173969.15511636416, 8936.451247979816, 4354.6860503572225]",207892.7
2022-06-13_2022-06-19,59746.1670091434,"[25768.0, 3299.0, 330.0, 25.0, 5.0, 0.0, 1.0]","[25786.281709206414, 3418.351176007562, 335.0937708575039, 21.32549883628065, 5.162760753007447, 0.3747652987707857, 0.10972089971107313]","[882621344.2550159, 116934656.23178932, 11456438.503344517, 726697.7376345873, 175652.563609883, 13441.104621960232, 4176.694627963881]",206877.8
2022-06-20_2022-06-26,59753.167018634485,"[25606.0, 3373.0, 312.0, 17.0, 4.0, 1.0, 1.0]","[25572.92394592189, 3320.3504564800432, 318.725580680505, 20.390114910847352, 4.56040599246422, 0.25677144296918875, 0.1674498069877537]","[856144388.1450728, 111050335.40002546, 10642832.702594768, 681335.0376667666, 151977.67227317792, 8540.517359139918, 5091.659625751565]",202262.7
2022-06-27_2022-07-03,59760.16680532409,"[25031.0, 3310.0, 342.0, 21.0, 9.0, 0.0, 0.0]","[25014.957258754064, 3246.9888139019245, 311.9380349008564, 20.296942420610392, 4.489397618330473, 0.36323139349065536, 0.07490509621270462]","[823233279.753713, 106772515.22652757, 10240243.933162924, 664011.2907656902, 147473.2445997212, 11902.649283112545, 2776.008369401499]",199036.9
