mjd,wcda_flux_excess,wcda_flux_excess_err
59284.33328206009,0.003074214328539015,0.001235573293040964
59291.16655543972,-0.002726897488081316,0.0015323894593211285
59298.16639849528,0.005557975521551483,0.0013339264662797499
59305.16613796316,-0.0015006783267067349,0.0012826945866561705
59312.16602650478,0.0014650225748629956,0.0011250277765430087
59318.83206319419,0.00309858163225321,0.0013451722813400467
59326.32490347181,0.0028488153169221406,0.00119598987846476
59333.15840833324,0.0038988956466176625,0.0010397314262249786
59340.166622916775,0.0023055642005361822,0.00101401692138406
59347.16690069436,0.0020747455382857122,0.0010092059280165948
59354.16703310164,0.0014351194109970423,0.0011151616566949473
59361.16682986069,0.0004477152597505153,0.001037533691576821
59368.16688032413,0.00042586190415490517,0.000987357333219622
59375.16701273163,-0.0006407239746215666,0.0009786053757493461
59382.16671944457,0.0017262935757435198,0.0010194161346895683
59389.16656782394,0.0005034404199273859,0.0010084291814796466
59396.16681620365,0.0008304352927104153,0.0010093120141835552
59403.16680162038,0.0010986357783709173,0.0010232378740538367
59410.16673958351,0.002116260806707258,0.0010145905709266327
59417.16679537053,0.001743844282933695,0.0009879255962229189
59424.16695729188,0.0002584599053709135,0.001516792222956843
59431.16673773149,0.0017914158560788389,0.001029355290147678
59438.16700601812,0.003177261648406932,0.0009896296005245365
59445.16691111219,0.0011413839921977035,0.0009824527899523954
59452.16672245379,0.002359392569302547,0.0010417036472054934
59459.16678854192,0.0012211100221487124,0.0009968336081160138
59466.167044907554,-0.00023332764976457385,0.001005905711541303
59473.16697187504,0.0006555769475361388,0.0010259805844983962
59480.166958217735,-1.2823008672469178e-05,0.0010259438675295663
59487.24986284722,-0.0016944011171657143,0.0010214620001348152
59494.25005740744,-0.0011668756113421522,0.0010596397978591984
59501.16663148133,-0.00023822948025380237,0.0009790266587840107
59508.16666423631,0.0001426637546126084,0.0009959031229512315
59515.1669280092,0.0008054652975185208,0.0009842078152012853
59522.1668252314,-0.0016733328416953179,0.0009984702147222025
59529.16671238424,-0.00036805621324710055,0.0009951774448051806
59536.16684085637,0.0014317875350179903,0.001032817520010778
59543.166822106185,-0.0015569291181135032,0.0009864285501387559
59550.16697291678,-0.001079516907002475,0.0010229822763079609
59557.16690509248,0.0018562309543502687,0.0010331763261116316
59564.166788194445,0.00021443254946491646,0.0010581973119716578
59571.16683148157,-0.001631937720572947,0.0010097867609201421
59578.16677905083,0.0007405204145963262,0.00105280429992349
59585.16683425926,-0.0005143031127557786,0.0010050275611967264
59592.16679201393,-0.0005509702643329829,0.0010096146001044545
59599.16700868019,0.000735838653800249,0.001119523274765213
59606.16685833294,0.0011627281990247965,0.0010346971188648184
59613.16693032354,0.0012432604394831456,0.0010233512468507794
59620.16686990748,-0.0013116967065149431,0.0010515398017545315
59627.16690486121,-0.0004602953904622872,0.0015911583684623284
59634.16683993064,-0.0006016639525978434,0.0011202624046991584
59641.166850115726,0.0007614219637497146,0.0010158322083263947
59648.16671736075,-0.0004673512119390075,0.001014894653664196
59655.16690104192,0.0023138192314935573,0.000976707066806911
59662.16696226853,-0.001110190883112541,0.0010008934689618141
59669.166778935,0.003549994703719736,0.0009959736356637441
59676.16661817132,0.0012905707589293144,0.0009915094947523721
59683.16650127327,-0.000936893329505533,0.0009373389550121947
59690.16679131911,0.002216785131952402,0.0010403899264235846
59697.16674571783,-0.0010865896760039269,0.0011174476474159758
59704.16650463019,-0.000622203011689046,0.0009886257476092754
59711.16671157407,0.0020171916212917773,0.0010282200402349918
59718.16637986089,-4.079779788439648e-05,0.0011002154781434934
59725.16671539346,-0.0005349180095357515,0.0010492960042279762
59732.16694317115,-0.0008235936258598382,0.0009818000785074324
59739.16687361122,-0.00020819356473043949,0.0009790039656032662
59746.1670091434,0.0012556514544308063,0.000985949161930577
59753.167018634485,0.0007031175072057452,0.0010957343669961881
59760.16680532409,0.001231420945508684,0.001108829795307409
59767.16666122664,-0.0014166642790847132,0.0009758507748463733
59774.16690879582,0.0006532994438682779,0.0009724327241781271
59781.1668662036,0.00089065427839085,0.0009678958742702133
59788.16675636565,0.0006434433272665039,0.0009659459078323298
59795.16681076432,0.0013578358227212092,0.0010035471133339631
59802.166529745205,-0.00023013881432529262,0.0009663733985975538
59809.16680590272,0.0011460054789050479,0.0009725983982024842
59816.16690625,0.0007674713352510223,0.0009754020351795638
59823.14737326394,0.0005264985204838131,0.000977000472056955
59830.14744907413,0.0011175131484605354,0.000983515717609353
59837.1668284719,0.0003039515294882114,0.0010245997438301634
59844.16651377377,-0.0006273706213396656,0.0009710640064322698
59851.1669710641,-0.0008846977614722901,0.0009885712700087347
59858.16684722263,-0.0012682887349713785,0.0009610436810328345
59865.16683425795,0.0017683562412250675,0.0009815827568341747
59871.978755787066,0.0011569872981170004,0.0011121789509936663
59879.2502747682,-0.0002757039202988864,0.0010052004492753757
59886.16695219893,0.0017851984909962493,0.0009691466077680902
59893.16699583343,0.0034458491770957235,0.0009816013981910718
59900.16687060168,0.001062975253116371,0.0009925873286993228
59907.16699351847,0.0023854559112088084,0.0010003021761657892
59914.166677777845,0.001429329614073365,0.0009989141183876574
59921.166612731264,-0.0016147917435906764,0.000994520416708158
59928.16688993055,9.20424067368235e-05,0.000998215186372278
59935.16690578736,-0.0008212750012411935,0.0010267063978013644
59942.16682083384,-0.00025281475218795946,0.0010942522827918743
59949.16686342559,0.0013333037937876323,0.0010603867716069948
59956.16683078704,0.0002825297140093706,0.0010156369217161707
59963.16676030106,0.0008723993303886867,0.0010204959322103126
59970.16675717596,0.0006851042668931365,0.0010125045155277804
59977.16682650465,6.478731858471147e-05,0.0010101336859706927
59984.16681087963,0.0005578526756177458,0.0010181970825533836
59991.166785648245,-0.0013026018118513256,0.0009941815989636825
59998.16684629615,0.0034279016209339914,0.001019151506472563
60005.16687835648,0.0025242568911310027,0.001207887441397789
60012.16669861128,0.0023738113874315512,0.0010691237300950616
60019.16670821783,0.0019500126132787538,0.0010000660594025425
