source_id,source,name,cadence,mjd,date1,date2,N0,N0_err,F0,F0_err,F0_order,TS,gamma,E0_TeV,n_inputs,fit_status,fit_log_status,is_usable_for_periodicity
1es2344p514,1ES2344p514,2021-03-08_2021-03-14,week,59284.5,2021-03-08,2021-03-14,2.304e-14,5.146e-14,0.02304,0.05146,1e-12,0.25,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-03-15_2021-03-21,week,59291.5,2021-03-15,2021-03-21,6.49e-14,1.0534e-13,0.0649,0.10534,1e-12,0.42,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-03-22_2021-03-28,week,59298.5,2021-03-22,2021-03-28,4.538e-14,8.404e-14,0.04538,0.08404,1e-12,0.31,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-03-29_2021-04-04,week,59305.5,2021-03-29,2021-04-04,1.9999999999999998e-17,2.517e-13,2e-05,0.2517,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-04-05_2021-04-11,week,59312.5,2021-04-05,2021-04-11,8.541e-14,7.231e-14,0.08541,0.07231,1e-12,1.63,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-04-12_2021-04-18,week,59319.5,2021-04-12,2021-04-18,9.958e-14,1.3433e-13,0.09958,0.13433,1e-12,0.6,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-04-19_2021-04-25,week,59326.5,2021-04-19,2021-04-25,1.0618e-13,7.477e-14,0.10618,0.07477,1e-12,2.41,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-04-26_2021-05-02,week,59333.5,2021-04-26,2021-05-02,3.947e-14,5.833e-14,0.03947,0.05833,1e-12,0.5,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-05-03_2021-05-09,week,59340.5,2021-05-03,2021-05-09,2.857e-14,5.89e-14,0.02857,0.0589,1e-12,0.25,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-05-10_2021-05-16,week,59347.5,2021-05-10,2021-05-16,8.34e-14,5.825e-14,0.0834,0.05825,1e-12,2.39,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-05-17_2021-05-23,week,59354.5,2021-05-17,2021-05-23,7.919e-14,7.022e-14,0.07919,0.07022,1e-12,1.5,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-05-24_2021-05-30,week,59361.5,2021-05-24,2021-05-30,1.5793e-13,6.757e-14,0.15793,0.06757,1e-12,7.21,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-05-31_2021-06-06,week,59368.5,2021-05-31,2021-06-06,3.125e-14,5.21e-14,0.03125,0.0521,1e-12,0.39,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-06-07_2021-06-13,week,59375.5,2021-06-07,2021-06-13,0.0,2.0438e-13,0.0,0.20438,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-06-14_2021-06-20,week,59382.5,2021-06-14,2021-06-20,0.0,7.479e-14,0.0,0.07479,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-06-21_2021-06-27,week,59389.5,2021-06-21,2021-06-27,8.713e-14,5.835e-14,0.08713,0.05835,1e-12,2.62,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-06-28_2021-07-04,week,59396.5,2021-06-28,2021-07-04,1.5992e-13,6.027e-14,0.15992,0.06027,1e-12,9.8,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-07-05_2021-07-11,week,59403.5,2021-07-05,2021-07-11,2.674e-14,5.793e-14,0.02674,0.05793,1e-12,0.22,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-07-12_2021-07-18,week,59410.5,2021-07-12,2021-07-18,0.0,1.757e-14,0.0,0.01757,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-07-19_2021-07-25,week,59417.5,2021-07-19,2021-07-25,0.0,2.728e-14,0.0,0.02728,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-07-26_2021-08-01,week,59424.5,2021-07-26,2021-08-01,0.0,4.2682e-13,0.0,0.42682,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-08-02_2021-08-08,week,59431.5,2021-08-02,2021-08-08,4.17e-15,7.806e-14,0.00417,0.07806,1e-12,0.01,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-08-09_2021-08-15,week,59438.5,2021-08-09,2021-08-15,0.0,5.057e-14,0.0,0.05057,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-08-16_2021-08-22,week,59445.5,2021-08-16,2021-08-22,1.3e-15,2.1774e-13,0.0013,0.21774,1e-12,0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-08-23_2021-08-29,week,59452.5,2021-08-23,2021-08-29,8.355e-14,5.226e-14,0.08355,0.05226,1e-12,3.42,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-08-30_2021-09-05,week,59459.5,2021-08-30,2021-09-05,0.0,2.175e-14,0.0,0.02175,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-09-06_2021-09-12,week,59466.5,2021-09-06,2021-09-12,5.642e-14,5.267e-14,0.05642,0.05267,1e-12,1.29,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-09-13_2021-09-19,week,59473.5,2021-09-13,2021-09-19,1.78e-14,5.545e-14,0.0178,0.05545,1e-12,0.1,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-09-20_2021-09-26,week,59480.5,2021-09-20,2021-09-26,1.47e-14,5.639e-14,0.0147,0.05639,1e-12,0.07,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-09-27_2021-10-03,week,59487.5,2021-09-27,2021-10-03,1.435e-14,6.314e-14,0.01435,0.06314,1e-12,0.06,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-10-04_2021-10-10,week,59494.5,2021-10-04,2021-10-10,7.682e-14,5.969e-14,0.07682,0.05969,1e-12,2.1,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-10-11_2021-10-17,week,59501.5,2021-10-11,2021-10-17,0.0,3.256e-14,0.0,0.03256,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-10-18_2021-10-24,week,59508.5,2021-10-18,2021-10-24,6.848e-14,5.938e-14,0.06848,0.05938,1e-12,1.5,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-10-25_2021-10-31,week,59515.5,2021-10-25,2021-10-31,0.0,2.973e-14,0.0,0.02973,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-11-01_2021-11-07,week,59522.5,2021-11-01,2021-11-07,0.0,2.802e-14,0.0,0.02802,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-11-08_2021-11-14,week,59529.5,2021-11-08,2021-11-14,0.0,2.052e-14,0.0,0.02052,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-11-15_2021-11-21,week,59536.5,2021-11-15,2021-11-21,0.0,4.89e-14,0.0,0.0489,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-11-22_2021-11-28,week,59543.5,2021-11-22,2021-11-28,7.062e-14,5.413e-14,0.07062,0.05413,1e-12,2.06,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-11-29_2021-12-05,week,59550.5,2021-11-29,2021-12-05,7.078e-14,6.378e-14,0.07078,0.06378,1e-12,1.38,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-12-06_2021-12-12,week,59557.5,2021-12-06,2021-12-12,4.787e-14,5.268e-14,0.04787,0.05268,1e-12,0.94,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-12-13_2021-12-19,week,59564.5,2021-12-13,2021-12-19,5.772e-14,6.346e-14,0.05772,0.06346,1e-12,0.9,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-12-20_2021-12-26,week,59571.5,2021-12-20,2021-12-26,0.0,2.061e-14,0.0,0.02061,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2021-12-27_2022-01-02,week,59578.5,2021-12-27,2022-01-02,7.446e-14,6.534e-14,0.07446,0.06534,1e-12,1.45,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-01-03_2022-01-09,week,59585.5,2022-01-03,2022-01-09,8.423e-14,6.197e-14,0.08423,0.06197,1e-12,2.08,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-01-10_2022-01-16,week,59592.5,2022-01-10,2022-01-16,5.113e-14,5.665e-14,0.05113,0.05665,1e-12,1.05,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-01-17_2022-01-23,week,59599.5,2022-01-17,2022-01-23,5.356e-14,6.297e-14,0.05356,0.06297,1e-12,0.8,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-01-24_2022-01-30,week,59606.5,2022-01-24,2022-01-30,3.922e-14,5.229e-14,0.03922,0.05229,1e-12,0.66,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-01-31_2022-02-06,week,59613.5,2022-01-31,2022-02-06,3.931e-14,6.366e-14,0.03931,0.06366,1e-12,0.4,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-02-07_2022-02-13,week,59620.5,2022-02-07,2022-02-13,0.0,4.64e-14,0.0,0.0464,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-02-14_2022-02-20,week,59627.5,2022-02-14,2022-02-20,1.857e-14,2.2992e-13,0.01857,0.22992,1e-12,0.02,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-02-21_2022-02-27,week,59634.5,2022-02-21,2022-02-27,1.2904e-13,7.379e-14,0.12904,0.07379,1e-12,5.08,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-02-28_2022-03-06,week,59641.5,2022-02-28,2022-03-06,5.554e-14,5.131e-14,0.05554,0.05131,1e-12,1.42,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-03-07_2022-03-13,week,59648.5,2022-03-07,2022-03-13,2.149e-14,5.904e-14,0.02149,0.05904,1e-12,0.14,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-03-14_2022-03-20,week,59655.5,2022-03-14,2022-03-20,0.0,8.720000000000001e-15,0.0,0.00872,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-03-21_2022-03-27,week,59662.5,2022-03-21,2022-03-27,9.999999999999999e-18,1.0666e-13,1e-05,0.10666,1e-12,-0.0,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-03-28_2022-04-03,week,59669.5,2022-03-28,2022-04-03,7.585e-14,5.413e-14,0.07585,0.05413,1e-12,2.72,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-04-04_2022-04-10,week,59676.5,2022-04-04,2022-04-10,1.656e-14,6.229e-14,0.01656,0.06229,1e-12,0.07,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-04-11_2022-04-17,week,59683.5,2022-04-11,2022-04-17,8.532e-14,5.567e-14,0.08532,0.05567,1e-12,2.74,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-04-18_2022-04-24,week,59690.5,2022-04-18,2022-04-24,3.3277e-13,7.503e-14,0.33277,0.07503,1e-12,28.95,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-04-25_2022-05-01,week,59697.5,2022-04-25,2022-05-01,7.6611e-13,1.2555e-13,0.76611,0.12555,1e-12,61.3,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-05-02_2022-05-08,week,59704.5,2022-05-02,2022-05-08,2.8658e-13,6.963e-14,0.28658,0.06963,1e-12,23.25,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-05-09_2022-05-15,week,59711.5,2022-05-09,2022-05-15,1.0342e-13,6.701e-14,0.10342,0.06701,1e-12,2.78,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-05-16_2022-05-22,week,59718.5,2022-05-16,2022-05-22,3.713e-13,9.432e-14,0.3713,0.09432,1e-12,20.18,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-05-23_2022-05-29,week,59725.5,2022-05-23,2022-05-29,3.78e-14,6.35e-14,0.0378,0.0635,1e-12,0.38,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-05-30_2022-06-05,week,59732.5,2022-05-30,2022-06-05,1.2175e-13,5.914e-14,0.12175,0.05914,1e-12,5.66,2.6,3.0,1,OK,OK,True
1es2344p514,1ES2344p514,2022-06-06_2022-06-12,week,59739.5,2022-06-06,2022-06-12,2.868e-14,5.863e-14,0.02868,0.05863,1e-12,0.25,2.6,3.0,1,OK,OK,True
