asas_sn_id,ra_deg,dec_deg,catalog_sources
128849645138,166.11380804,38.20883308,"['stellar_main' 'tic' 'milliquas' 'aavsovsx' 'swift' 'glade_hyperleda'
 'glade_tmassx']"
