source_id,survey,instrument,panel,band,mjd,flux_mjy,flux_err_mjy,mag,mag_err,quality_rule,source_url,note
mkn421,AAVSO,Visual,optical,Vis.,59527.19859999977,19.081999254681723,,13.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59528.20209999988,19.081999254681723,,13.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59529.220100000035,19.081999254681723,,13.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59533.211999999825,15.871715660252423,,13.4,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59551.211809999775,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59560.13542000018,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59561.091000000015,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59562.07709999988,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59563.102099999785,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59564.1222000001,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59565.13189999992,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59578.211800000165,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59582.02100000018,12.039927577107001,,13.7,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59584.22399999993,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59586.003000000026,15.871715660252423,,13.4,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59588.179,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59590.2089999998,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59591.039599999785,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59591.20489999978,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59591.98600000003,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59592.16529999999,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59593.028500000015,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59593.174999999814,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59593.97800000012,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59594.16250000009,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59599.19240000006,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59600.18399999989,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59601.19650000008,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59602.20559999999,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59603.19719999982,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59604.18820000021,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59605.13499999978,19.081999254681723,,13.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59605.19100000011,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59605.96944000013,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59606.17849999992,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59607.169999999925,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59607.18820000021,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59608.154899999965,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59608.94860999985,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59608.99599999981,15.871715660252423,,13.4,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59609.16940000001,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59609.88542000018,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59610.161799999885,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59612.94236000022,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59613.1875,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59614.174999999814,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59614.90625,27.581880628061057,,12.8,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59614.939999999944,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59615.16529999999,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59616.17570000002,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59616.95903000003,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59617.16900000023,14.475176721325148,,13.5,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59617.17640000023,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59617.899309999775,25.154974102612524,,12.9,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59617.99899999984,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59618.17290000012,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59618.93600000022,15.871715660252423,,13.4,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59619.92986000003,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59620.9813000001,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59620.992000000086,15.871715660252423,,13.4,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59629.88889000006,25.154974102612524,,12.9,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59630.9458300001,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59631.85800000001,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59632.18960000016,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59632.97360000014,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59632.99899999984,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59633.02400000021,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59633.18960000016,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59634.825000000186,27.581880628061057,,12.8,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59635.03599999985,19.081999254681723,,13.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59636.00900000008,19.081999254681723,,13.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59636.19799999986,19.081999254681723,,13.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59636.87600000016,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59637.03099999996,19.081999254681723,,13.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59637.85000000009,36.36,,12.5,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59638.01399999997,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59640.77778000012,30.242930717293117,,12.7,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59642.961999999825,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59643.86400000006,19.081999254681723,,13.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59643.92150000017,27.581880628061057,,12.8,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59644.86100000003,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59644.9188000001,27.581880628061057,,12.8,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59646.055999999866,25.154974102612524,,12.9,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59646.9870000002,20.92299612157902,,13.1,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59647.77778000012,36.36,,12.5,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59648.15299999993,17.402990156851118,,13.3,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59651.95699999994,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59652.08499999996,36.36,,12.5,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59653.01399999997,30.242930717293117,,12.7,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59656.82400000002,30.242930717293117,,12.7,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59656.83330000006,47.93181501391098,,12.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59656.83330000006,47.93181501391098,,12.2,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59657.83999999985,36.36,,12.5,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59657.96810000017,25.154974102612524,,12.9,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59658.0419999999,39.86794721176613,,12.4,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59658.84400000004,33.16071411898088,,12.6,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59659.89600000018,33.16071411898088,,12.6,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59660.856000000145,30.242930717293117,,12.7,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59660.9580000001,33.16071411898088,,12.6,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59661.882000000216,25.154974102612524,,12.9,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59661.8964999998,29.965661861872725,,12.71,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59661.92150000017,30.242930717293117,,12.7,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59662.9160000002,30.242930717293117,,12.7,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59662.96700000018,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59663.85764000006,25.154974102612524,,12.9,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59663.96100000013,22.941609045299817,,13.0,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
mkn421,AAVSO,Visual,optical,Vis.,59664.02400000021,27.581880628061057,,12.8,,non-upper-limit points retained; Visual plotted with low alpha,https://www.aavso.org/vsx/index.php?view=api.object&ident=MRK%20421&format=json,AAVSO Visual points are approximate and plotted with low alpha.
