source_id,survey,mjd,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
mkn421,ATLAS,59643.478391,14.024,0.005,8917,48,c,0,32.19,166.11383,38.20883,7173.32,2272.79,2.39,2.29,-57.8,-0.426,19.19,21.81,02a59643o0544c
mkn421,ATLAS,59643.490612,14.003,0.005,9091,47,c,0,125.06,166.11383,38.20883,7194.42,2158.26,2.3,2.21,-72.7,-0.434,19.21,21.82,02a59643o0568c
mkn421,ATLAS,59643.659849,14.042,0.008,8775,70,c,0,5.59,166.11383,38.20883,7146.29,2215.87,2.69,2.42,-79.8,-0.402,17.97,20.95,02a59643o0905c
mkn421,ATLAS,59644.408409,14.021,0.004,8942,35,o,0,124.19,166.11383,38.20883,9673.82,346.2,2.86,2.57,-56.4,-0.494,19.44,21.06,01a59644o0434o
mkn421,ATLAS,59644.43304,14.123,0.004,8140,34,o,0,261.85,166.11383,38.20883,9650.35,300.98,2.83,2.55,-50.5,-0.5,19.46,21.07,01a59644o0486o
mkn421,ATLAS,59644.4384,14.055,0.004,8668,34,o,0,224.85,166.11383,38.20883,9710.75,379.79,2.8,2.52,-53.1,-0.5,19.47,21.07,01a59644o0497o
mkn421,ATLAS,59644.441599,13.995,0.004,9162,35,o,0,181.71,166.11383,38.20883,9729.64,259.82,2.84,2.52,-51.8,-0.502,19.45,21.08,01a59644o0504o
mkn421,ATLAS,59645.332173,14.219,0.004,7453,33,o,0,141.18,166.11383,38.20883,9684.54,370.77,2.78,2.62,-47.0,-0.497,19.25,20.6,01a59645o0271o
mkn421,ATLAS,59645.334003,14.218,0.006,7462,48,o,0,63.43,166.11383,38.20883,9661.55,327.45,2.81,2.49,-57.9,-0.511,18.8,20.08,01a59645o0275o
mkn421,ATLAS,59645.345475,14.139,0.006,8022,51,o,0,36.51,166.11383,38.20883,9723.0,402.05,2.86,2.54,-53.9,-0.516,18.77,20.15,01a59645o0300o
mkn421,ATLAS,59645.372674,-14.113,0.164,-8221,1345,o,0,2.51,166.11383,38.20883,9738.81,276.06,2.98,2.68,-53.7,-0.431,15.65,17.17,01a59645o0358o
mkn421,ATLAS,59645.41103,13.934,0.009,9696,92,c,0,6.67,166.11383,38.20883,3448.6,8333.98,2.57,2.2,72.6,-0.42,18.16,20.69,02a59645o0394c
mkn421,ATLAS,59645.414005,-14.058,0.01,-8647,88,c,0,3986.34,166.11383,38.20883,3470.83,8373.19,2.5,2.17,74.2,-0.428,17.58,20.08,02a59645o0400c
mkn421,ATLAS,59645.416951,13.928,0.045,9743,443,c,0,18.04,166.11383,38.20883,3412.19,8295.67,2.54,2.18,74.0,-0.427,15.84,18.37,02a59645o0406c
mkn421,ATLAS,59646.413818,-14.876,0.026,-4070,105,c,0,1016.26,166.11383,38.20883,3446.38,8338.28,2.71,2.19,66.4,-0.413,17.54,20.09,02a59646o0402c
mkn421,ATLAS,59646.417186,-14.617,0.017,-5166,88,c,0,1556.49,166.11383,38.20883,3467.97,8373.09,2.49,2.25,72.6,-0.425,17.44,19.93,02a59646o0409c
mkn421,ATLAS,59646.423158,13.756,0.005,11416,53,c,0,100.42,166.11383,38.20883,3411.9,8297.57,2.41,2.21,80.4,-0.433,19.1,21.54,02a59646o0421c
mkn421,ATLAS,59646.428714,13.691,0.005,12127,58,c,0,27.73,166.11383,38.20883,3393.16,8413.05,2.4,2.21,74.6,-0.43,19.03,21.5,02a59646o0432c
mkn421,ATLAS,59647.402981,13.671,0.003,12353,41,o,0,185.38,166.11383,38.20883,9674.27,345.84,3.02,2.68,-57.7,-0.491,19.35,20.93,01a59647o0361o
mkn421,ATLAS,59647.404804,13.686,0.003,12177,39,o,0,383.97,166.11383,38.20883,9653.58,305.41,2.81,2.49,-56.7,-0.511,19.4,20.97,01a59647o0365o
mkn421,ATLAS,59647.407995,13.644,0.003,12654,40,o,0,222.44,166.11383,38.20883,9714.13,384.18,2.88,2.54,-57.1,-0.502,19.38,20.97,01a59647o0372o
mkn421,ATLAS,59647.417229,13.685,0.003,12194,41,o,0,166.23,166.11383,38.20883,9732.56,264.06,3.15,2.76,-55.5,-0.506,19.34,20.93,01a59647o0392o
mkn421,ATLAS,59649.402795,13.476,0.003,14772,44,o,0,367.61,166.11383,38.20883,3449.02,8334.09,2.06,2.03,77.2,-0.443,19.41,20.43,02a59649o0340o
mkn421,ATLAS,59649.404622,13.513,0.003,14278,42,o,0,1048.82,166.11383,38.20883,3468.83,8373.5,2.11,2.06,49.8,-0.434,19.42,20.42,02a59649o0344o
mkn421,ATLAS,59649.40783,13.458,0.003,15026,43,o,0,627.97,166.11383,38.20883,3410.3,8295.42,2.06,2.04,75.8,-0.441,19.44,20.44,02a59649o0351o
mkn421,ATLAS,59649.418978,13.486,0.003,14649,42,o,0,1076.44,166.11383,38.20883,3390.77,8408.96,2.09,2.01,22.6,-0.448,19.43,20.48,02a59649o0373o
mkn421,ATLAS,59649.451057,13.444,0.003,15219,42,o,0,124.27,166.11383,38.20883,4951.45,10023.53,2.72,2.64,-36.1,-0.483,19.27,20.58,01a59649o0438o
mkn421,ATLAS,59649.454273,13.448,0.003,15166,42,o,0,141.54,166.11383,38.20883,4974.51,10062.79,2.76,2.69,-34.9,-0.48,19.29,20.6,01a59649o0445o
mkn421,ATLAS,59649.460207,13.43,0.003,15422,42,o,0,101.1,166.11383,38.20883,4913.13,9985.68,2.74,2.66,-36.0,-0.479,19.3,20.6,01a59649o0458o
mkn421,ATLAS,59649.470708,13.457,0.003,15033,41,o,0,136.19,166.11383,38.20883,4898.69,10104.53,2.77,2.71,-31.3,-0.511,19.25,20.63,01a59649o0481o
mkn421,ATLAS,59651.425353,13.165,0.002,19685,49,o,0,167.35,166.11383,38.20883,4944.56,10020.18,2.7,2.61,-17.4,-0.494,19.0,19.97,01a59651o0441o
mkn421,ATLAS,59651.428175,13.177,0.002,19458,48,o,0,238.78,166.11383,38.20883,4966.92,10058.85,2.74,2.65,-27.6,-0.485,19.02,19.98,01a59651o0447o
mkn421,ATLAS,59651.463902,13.18,0.003,19407,49,o,0,172.76,166.11383,38.20883,4915.25,9985.46,2.69,2.59,-36.2,-0.495,19.02,20.01,01a59651o0523o
mkn421,ATLAS,59651.492408,13.167,0.003,19644,49,o,0,82.12,166.11383,38.20883,4905.38,10105.77,2.79,2.7,-41.0,-0.487,18.96,19.97,01a59651o0583o
mkn421,ATLAS,59657.415755,13.298,0.003,17410,52,o,0,196.51,166.11383,38.20883,8669.63,6349.5,2.32,1.9,36.4,-0.443,18.8,19.08,02a59657o0446o
mkn421,ATLAS,59657.427782,13.322,0.003,17030,55,o,0,52.19,166.11383,38.20883,9728.41,4199.97,2.87,2.65,-56.1,-0.509,18.63,19.23,01a59657o0478o
mkn421,ATLAS,59657.431437,13.311,0.003,17207,54,o,0,37.01,166.11383,38.20883,9749.7,4238.03,2.85,2.67,-57.2,-0.5,18.6,19.23,01a59657o0486o
mkn421,ATLAS,59657.436918,13.313,0.003,17167,52,o,0,83.55,166.11383,38.20883,9691.96,4164.84,2.84,2.64,-53.2,-0.504,18.58,19.22,01a59657o0498o
mkn421,ATLAS,59657.447022,13.326,0.003,16961,52,o,0,75.04,166.11383,38.20883,9677.84,4283.79,2.81,2.65,-53.8,-0.506,18.6,19.2,01a59657o0520o
mkn421,ATLAS,59657.448702,13.314,0.003,17158,53,o,0,220.09,166.11383,38.20883,8639.13,6308.25,2.39,1.86,36.8,-0.424,18.81,19.04,02a59657o0515o
mkn421,ATLAS,59657.451489,13.325,0.003,16985,50,o,0,210.11,166.11383,38.20883,8697.67,6387.76,2.44,1.89,33.6,-0.41,18.79,19.02,02a59657o0521o
mkn421,ATLAS,59657.480214,13.383,0.003,16092,54,o,0,217.7,166.11383,38.20883,8712.3,6273.08,2.35,1.91,31.7,-0.418,18.33,18.6,02a59657o0582o
mkn421,ATLAS,59658.4477,13.467,0.003,14904,46,o,0,450.7,166.11383,38.20883,7737.83,496.1,1.9,1.72,-73.4,-0.498,18.96,19.44,02a59658o0516o
mkn421,ATLAS,59658.45091,13.438,0.003,15300,46,o,0,496.27,166.11383,38.20883,7717.96,456.78,1.85,1.72,-82.7,-0.498,18.99,19.43,02a59658o0523o
mkn421,ATLAS,59658.457871,13.481,0.004,14712,64,o,0,220.69,166.11383,38.20883,7778.28,534.65,1.82,1.69,-80.1,-0.518,18.98,19.42,02a59658o0537o
mkn421,ATLAS,59658.46975,13.571,0.004,13541,56,o,0,380.65,166.11383,38.20883,7800.2,418.48,1.89,1.72,-79.6,-0.497,18.89,19.4,02a59658o0562o
mkn421,ATLAS,59659.410731,13.637,0.003,12739,41,o,0,91.25,166.11383,38.20883,9722.71,4199.03,2.94,2.68,-59.9,-0.492,19.02,20.08,01a59659o0435o
mkn421,ATLAS,59659.41393,13.669,0.003,12368,43,o,0,54.12,166.11383,38.20883,9745.15,4237.31,2.96,2.69,-58.5,-0.498,19.02,20.07,01a59659o0442o
mkn421,ATLAS,59659.421259,13.643,0.003,12676,42,o,0,49.26,166.11383,38.20883,9686.96,4164.02,3.12,2.86,-58.4,-0.47,18.97,20.06,01a59659o0458o
mkn421,ATLAS,59659.426404,13.757,0.004,11411,41,o,0,876.11,166.11383,38.20883,7732.21,491.11,1.85,1.58,-67.0,-0.519,19.2,19.83,02a59659o0467o
mkn421,ATLAS,59659.429646,13.701,0.004,12010,43,o,0,564.96,166.11383,38.20883,7711.84,452.79,1.83,1.6,-67.8,-0.507,19.21,19.82,02a59659o0474o
mkn421,ATLAS,59659.432372,13.663,0.003,12436,41,o,0,32.53,166.11383,38.20883,9671.82,4280.23,3.1,2.85,-59.5,-0.473,18.94,20.03,01a59659o0481o
mkn421,ATLAS,59659.435608,13.802,0.004,10941,40,o,0,1864.86,166.11383,38.20883,7771.19,531.56,1.82,1.6,-68.0,-0.506,19.18,19.8,02a59659o0487o
mkn421,ATLAS,59659.466041,13.662,0.004,12452,55,o,0,1194.12,166.11383,38.20883,7794.42,412.54,1.91,1.76,-63.4,-0.467,18.75,20.0,02a59659o0508o
mkn421,ATLAS,59660.404601,13.81,0.004,10867,39,o,0,100.47,166.11383,38.20883,9720.97,4199.64,2.83,2.59,-59.8,-0.509,19.18,20.27,01a59660o0376o
mkn421,ATLAS,59660.427196,13.816,0.003,10801,37,o,0,63.38,166.11383,38.20883,9748.52,4239.28,2.86,2.62,-58.1,-0.505,19.17,20.26,01a59660o0424o
mkn421,ATLAS,59660.432322,13.816,0.004,10802,38,o,0,73.17,166.11383,38.20883,9688.54,4163.42,2.86,2.61,-59.2,-0.505,19.14,20.21,01a59660o0435o
mkn421,ATLAS,59660.436044,13.851,0.004,10461,39,o,0,93.15,166.11383,38.20883,9673.44,4281.88,2.91,2.66,-61.9,-0.498,19.06,20.15,01a59660o0443o
mkn421,ATLAS,59661.427358,14.424,0.005,6172,32,o,0,1130.42,166.11383,38.20883,7741.13,498.09,1.85,1.69,-79.4,-0.484,19.53,20.67,02a59661o0466o
mkn421,ATLAS,59661.437543,14.172,0.004,7782,34,o,0,1501.22,166.11383,38.20883,7719.79,453.48,1.85,1.66,-71.7,-0.482,19.43,20.51,02a59661o0487o
mkn421,ATLAS,59661.440341,14.226,0.005,7406,35,o,0,1889.39,166.11383,38.20883,7780.41,537.37,1.83,1.65,-70.2,-0.495,19.5,20.54,02a59661o0493o
mkn421,ATLAS,59661.448613,14.512,0.006,5693,34,o,0,2243.0,166.11383,38.20883,7801.0,418.26,1.82,1.61,-72.0,-0.499,19.48,20.48,02a59661o0511o
mkn421,ATLAS,59662.417291,13.245,0.005,18276,90,c,0,129.55,166.11383,38.20883,7739.41,499.07,2.46,2.29,-78.4,-0.419,18.02,20.11,02a59662o0185c
mkn421,ATLAS,59662.424117,13.685,0.008,12193,100,c,0,133.08,166.11383,38.20883,7718.56,458.65,2.46,2.27,-79.3,-0.389,17.63,19.72,02a59662o0199c
mkn421,ATLAS,59662.427325,13.47,0.01,14862,147,c,0,65.79,166.11383,38.20883,7778.29,537.54,2.54,2.35,-78.8,-0.391,17.33,19.43,02a59662o0206c
mkn421,ATLAS,59662.439005,13.726,0.042,11733,495,c,0,12.66,166.11383,38.20883,7799.42,419.36,2.48,2.24,-81.0,-0.409,15.52,17.46,02a59662o0231c
mkn421,ATLAS,59664.424446,14.881,0.006,4052,25,o,0,265.86,166.11383,38.20883,1488.35,8497.1,2.8,2.43,-42.9,-0.479,19.45,21.01,01a59664o0463o
mkn421,ATLAS,59664.430832,14.843,0.006,4197,27,o,0,176.31,166.11383,38.20883,1510.7,8536.8,2.81,2.45,-44.3,-0.479,19.43,21.0,01a59664o0477o
mkn421,ATLAS,59664.434028,14.865,0.006,4113,26,o,0,565.49,166.11383,38.20883,1450.37,8459.43,2.76,2.46,-46.1,-0.478,19.43,21.01,01a59664o0484o
mkn421,ATLAS,59664.44636,14.87,0.006,4093,24,o,0,395.19,166.11383,38.20883,1433.48,8576.82,2.84,2.54,-45.6,-0.463,19.38,20.95,01a59664o0511o
mkn421,ATLAS,59665.416936,15.667,0.011,1965,22,o,0,177.26,166.11383,38.20883,1489.67,8495.22,2.66,2.4,-47.2,-0.484,19.46,20.84,01a59665o0422o
mkn421,ATLAS,59665.421518,15.559,0.01,2169,21,o,0,150.09,166.11383,38.20883,1512.62,8534.97,2.71,2.46,-49.1,-0.476,19.43,20.84,01a59665o0432o
mkn421,ATLAS,59665.427478,-16.665,0.011,-784,9,o,0,1159.94,166.11383,38.20883,1451.17,8457.85,2.7,2.4,-43.9,-0.49,19.42,20.82,01a59665o0445o
mkn421,ATLAS,59665.437538,16.668,0.023,782,18,o,0,281.58,166.11383,38.20883,1437.83,8576.36,2.86,2.49,-46.6,-0.472,19.36,20.79,01a59665o0467o
mkn421,ATLAS,59665.44003,14.634,0.005,5088,27,c,0,166.47,166.11383,38.20883,7733.72,492.56,2.37,2.17,-67.6,-0.427,19.63,21.65,02a59665o0488c
mkn421,ATLAS,59665.443471,14.567,0.005,5409,28,c,0,132.94,166.11383,38.20883,7718.01,456.99,2.36,2.11,-68.2,-0.44,19.64,21.67,02a59665o0494c
mkn421,ATLAS,59665.477983,14.666,0.006,4938,28,c,0,187.65,166.11383,38.20883,7765.72,533.58,2.33,2.14,-75.8,-0.427,19.62,21.64,02a59665o0566c
mkn421,ATLAS,59665.506341,14.724,0.006,4680,28,c,0,92.74,166.11383,38.20883,7788.46,416.92,2.47,2.22,-71.6,-0.427,19.55,21.6,02a59665o0626c
mkn421,ATLAS,59666.421035,14.804,0.006,4350,24,c,0,115.51,166.11383,38.20883,9113.17,4129.81,2.45,2.28,31.1,-0.405,19.68,21.74,02a59666o0451c
mkn421,ATLAS,59666.423819,14.673,0.006,4909,27,c,0,48.01,166.11383,38.20883,9093.13,4089.9,2.42,2.29,31.1,-0.402,19.7,21.73,02a59666o0457c
mkn421,ATLAS,59666.42982,14.756,0.006,4544,27,c,0,116.55,166.11383,38.20883,9151.76,4171.17,2.42,2.29,27.8,-0.404,19.71,21.73,02a59666o0470c
mkn421,ATLAS,59666.445463,14.761,0.006,4526,25,c,0,70.15,166.11383,38.20883,9171.82,4055.98,2.47,2.34,23.8,-0.4,19.65,21.72,02a59666o0504c
mkn421,ATLAS,59667.410339,-15.74,0.07,-1837,129,o,0,16.96,166.11383,38.20883,1485.96,8491.94,2.67,2.42,-45.6,-0.486,17.42,18.62,01a59667o0432o
mkn421,ATLAS,59667.41358,15.822,0.043,1703,73,o,0,15.44,166.11383,38.20883,1506.86,8531.52,2.67,2.44,-49.5,-0.478,18.21,19.51,01a59667o0439o
mkn421,ATLAS,59667.419961,-18.923,0.674,-98,66,o,0,27.6,166.11383,38.20883,1446.95,8454.71,2.86,2.6,-46.6,-0.457,17.83,19.18,01a59667o0453o
mkn421,ATLAS,59667.432296,16.267,0.025,1131,28,o,0,124.47,166.11383,38.20883,1430.8,8572.93,2.77,2.48,-46.3,-0.473,18.67,20.03,01a59667o0480o
mkn421,ATLAS,59669.416413,14.771,0.006,4485,25,c,0,125.44,166.11383,38.20883,9107.18,4130.29,2.58,2.32,27.8,-0.398,19.69,21.74,02a59669o0440c
mkn421,ATLAS,59669.420066,14.725,0.006,4678,26,c,0,129.48,166.11383,38.20883,9087.49,4090.55,2.59,2.34,31.5,-0.394,19.68,21.74,02a59669o0448c
mkn421,ATLAS,59669.426021,14.824,0.006,4271,25,c,0,209.01,166.11383,38.20883,9145.75,4166.23,2.52,2.31,25.3,-0.395,19.7,21.74,02a59669o0461c
mkn421,ATLAS,59669.437105,14.691,0.006,4827,27,c,0,145.58,166.11383,38.20883,9167.5,4052.69,2.49,2.33,24.4,-0.397,19.65,21.7,02a59669o0485c
mkn421,ATLAS,59670.390145,14.663,0.006,4954,28,c,0,21.31,166.11383,38.20883,9119.66,4134.06,2.94,2.84,21.5,-0.394,19.48,21.72,02a59670o0133c
mkn421,ATLAS,59670.395641,14.681,0.006,4869,27,c,0,37.6,166.11383,38.20883,9100.2,4095.3,2.95,2.87,22.0,-0.385,19.47,21.72,02a59670o0145c
mkn421,ATLAS,59670.402516,14.624,0.005,5132,27,c,0,91.35,166.11383,38.20883,9157.09,4171.54,2.44,2.37,30.1,-0.406,19.66,21.73,02a59670o0160c
mkn421,ATLAS,59670.413657,14.708,0.006,4750,26,c,0,107.06,166.11383,38.20883,9177.28,4055.45,2.52,2.44,16.2,-0.402,19.65,21.74,02a59670o0184c
mkn421,ATLAS,59671.37945,14.751,0.005,4569,25,c,0,82.64,166.11383,38.20883,9118.18,4130.47,2.66,2.5,27.7,-0.396,19.59,21.75,02a59671o0266c
mkn421,ATLAS,59671.392696,16.127,0.015,1286,19,o,0,185.23,166.11383,38.20883,1479.39,8493.67,2.81,2.54,-46.5,-0.464,19.43,20.92,01a59671o0388o
mkn421,ATLAS,59671.395927,17.688,0.052,305,16,o,0,305.4,166.11383,38.20883,1501.38,8532.69,2.78,2.52,-45.3,-0.472,19.39,20.89,01a59671o0395o
mkn421,ATLAS,59671.401121,16.17,0.016,1235,19,o,0,373.64,166.11383,38.20883,1441.38,8456.52,2.91,2.58,-43.8,-0.459,19.36,20.94,01a59671o0406o
mkn421,ATLAS,59671.410683,14.893,0.006,4008,24,c,0,155.63,166.11383,38.20883,9088.96,4091.07,2.7,2.5,26.2,-0.389,19.57,21.7,02a59671o0333c
mkn421,ATLAS,59671.413888,14.876,0.006,4070,25,c,0,80.44,166.11383,38.20883,9147.33,4169.8,2.63,2.42,25.3,-0.396,19.6,21.7,02a59671o0340c
mkn421,ATLAS,59671.421686,14.804,0.006,4348,26,c,0,78.04,166.11383,38.20883,9168.15,4054.48,2.61,2.42,27.0,-0.392,19.61,21.67,02a59671o0357c
mkn421,ATLAS,59671.434172,16.423,0.019,979,18,o,0,138.77,166.11383,38.20883,1432.37,8575.9,2.78,2.47,-46.0,-0.472,19.4,20.87,01a59671o0474o
mkn421,ATLAS,59672.389835,-16.226,0.003,-1173,4,o,0,476.73,166.11383,38.20883,5866.62,4552.66,2.74,2.64,-36.4,-0.469,19.36,20.72,01a59672o0375o
mkn421,ATLAS,59672.393026,-18.141,0.065,-201,13,o,0,227.49,166.11383,38.20883,5888.29,4591.33,2.7,2.6,-36.1,-0.477,19.34,20.73,01a59672o0382o
mkn421,ATLAS,59672.417471,-16.11,0.003,-1307,4,o,0,522.79,166.11383,38.20883,5834.56,4517.78,2.76,2.68,-48.3,-0.467,19.32,20.68,01a59672o0433o
mkn421,ATLAS,59672.42572,-16.026,0.002,-1411,3,o,0,598.66,166.11383,38.20883,5818.85,4634.79,2.79,2.68,-39.8,-0.466,19.27,20.63,01a59672o0451o
mkn421,ATLAS,59673.421062,13.702,0.014,12002,163,c,0,22.86,166.11383,38.20883,9111.99,4132.01,2.68,2.41,30.9,-0.418,17.37,19.12,02a59673o0442c
mkn421,ATLAS,59673.424332,14.154,0.01,7917,79,c,0,82.35,166.11383,38.20883,9092.94,4092.87,2.63,2.36,33.8,-0.387,18.3,20.12,02a59673o0449c
mkn421,ATLAS,59673.431043,15.142,0.025,3185,78,c,0,4.73,166.11383,38.20883,9153.01,4172.61,2.76,2.51,37.7,-0.394,17.86,19.77,02a59673o0462c
mkn421,ATLAS,59673.465598,13.665,0.013,12420,164,c,0,10.56,166.11383,38.20883,9164.83,4058.59,2.68,2.46,27.3,-0.417,17.36,19.15,02a59673o0535c
mkn421,ATLAS,59675.330393,13.921,0.048,9812,469,c,0,4.06,166.11383,38.20883,5441.78,208.52,2.39,2.16,-89.3,-0.416,16.35,18.13,02a59675o0252c
mkn421,ATLAS,59675.333596,14.083,0.075,8451,634,c,0,2.68,166.11383,38.20883,5462.33,247.38,2.43,2.16,-89.7,-0.408,15.67,17.4,02a59675o0259c
mkn421,ATLAS,59675.375512,15.008,0.029,3603,106,c,0,8.57,166.11383,38.20883,3600.46,182.29,2.36,2.18,-88.3,-0.426,17.39,19.28,02a59675o0350c
mkn421,ATLAS,59675.409913,15.166,0.035,3116,108,c,0,2.96,166.11383,38.20883,3577.33,141.74,2.41,2.2,82.0,-0.418,17.58,19.49,02a59675o0424c
mkn421,ATLAS,59675.413128,14.183,0.013,7705,97,c,0,48.96,166.11383,38.20883,3639.01,220.18,2.43,2.23,88.3,-0.455,18.27,20.18,02a59675o0431c
mkn421,ATLAS,59677.321356,16.079,0.017,1344,23,c,0,116.74,166.11383,38.20883,5443.25,205.78,2.46,2.17,-71.8,-0.432,19.31,21.11,02a59677o0222c
mkn421,ATLAS,59677.322306,16.121,0.019,1292,24,c,0,37.74,166.11383,38.20883,6998.75,10407.36,2.72,2.58,43.4,-0.384,19.26,21.09,02a59677o0224c
mkn421,ATLAS,59677.323217,16.251,0.019,1147,22,c,0,73.49,166.11383,38.20883,5463.8,247.12,2.44,2.15,-71.8,-0.428,19.31,21.12,02a59677o0226c
mkn421,ATLAS,59677.325503,16.046,0.016,1385,22,c,0,80.87,166.11383,38.20883,7020.34,10446.99,2.71,2.54,47.3,-0.397,19.3,21.1,02a59677o0231c
mkn421,ATLAS,59677.32596,17.293,0.052,439,23,c,0,356.35,166.11383,38.20883,5408.31,169.58,2.44,2.15,-73.4,-0.452,19.32,21.12,02a59677o0232c
mkn421,ATLAS,59677.32832,15.575,0.011,2138,23,c,0,67.98,166.11383,38.20883,6960.72,10369.66,2.69,2.53,40.7,-0.409,19.28,21.11,02a59677o0237c
mkn421,ATLAS,59677.331062,16.329,0.024,1068,26,c,0,441.99,166.11383,38.20883,5391.48,288.53,2.42,2.16,-71.1,-0.419,19.34,21.15,02a59677o0243c
mkn421,ATLAS,59677.333802,18.156,0.202,198,40,c,0,73.61,166.11383,38.20883,6941.91,10487.52,2.72,2.55,36.4,-0.4,19.25,21.1,02a59677o0249c
mkn421,ATLAS,59677.363232,-15.855,0.002,-1652,3,o,0,73.15,166.11383,38.20883,5868.89,4548.21,3.0,2.96,-41.3,-0.453,19.14,20.52,01a59677o0246o
mkn421,ATLAS,59677.367347,-15.466,0.001,-2364,3,o,0,393.51,166.11383,38.20883,5890.6,4586.63,2.83,2.81,34.0,-0.457,19.25,20.55,01a59677o0255o
mkn421,ATLAS,59677.373279,-15.498,0.002,-2295,4,o,0,141.85,166.11383,38.20883,5832.87,4512.34,2.93,2.9,-13.5,-0.451,19.15,20.52,01a59677o0268o
mkn421,ATLAS,59677.406974,-15.442,0.001,-2417,3,o,0,51.18,166.11383,38.20883,5823.5,4631.17,3.07,2.99,10.2,-0.436,19.13,20.46,01a59677o0340o
mkn421,ATLAS,59678.281978,15.902,0.018,1582,28,c,0,25.1,166.11383,38.20883,7001.35,10407.59,2.65,2.55,52.1,-0.405,18.98,20.7,02a59678o0139c
mkn421,ATLAS,59678.282435,16.656,0.032,790,25,c,0,128.18,166.11383,38.20883,5443.25,207.36,2.42,2.08,-72.1,-0.452,19.03,20.72,02a59678o0140c
mkn421,ATLAS,59678.284262,-16.457,0.018,-949,17,c,0,311.14,166.11383,38.20883,5461.99,246.35,2.44,2.08,-67.6,-0.421,19.04,20.73,02a59678o0144c
mkn421,ATLAS,59678.28746,15.566,0.015,2156,32,c,0,109.78,166.11383,38.20883,5406.27,167.72,2.42,2.07,-69.2,-0.523,19.08,20.73,02a59678o0151c
mkn421,ATLAS,59678.290668,15.329,0.012,2682,32,c,0,39.61,166.11383,38.20883,7021.9,10448.73,2.65,2.54,46.1,-0.409,19.04,20.73,02a59678o0158c
mkn421,ATLAS,59678.292513,15.557,0.014,2173,30,c,0,32.08,166.11383,38.20883,6961.35,10369.44,2.67,2.52,50.5,-0.421,19.04,20.74,02a59678o0162c
mkn421,ATLAS,59678.293425,15.891,0.022,1598,35,c,0,90.46,166.11383,38.20883,5387.9,286.91,2.43,2.11,-72.0,-0.434,19.1,20.76,02a59678o0164c
mkn421,ATLAS,59678.312743,16.389,0.051,1011,52,c,0,65.93,166.11383,38.20883,6942.26,10490.63,2.65,2.53,42.9,-0.403,19.08,20.8,02a59678o0204c
mkn421,ATLAS,59679.374748,15.314,0.013,2719,36,c,0,66.16,166.11383,38.20883,3597.28,182.5,2.44,2.19,-77.2,-0.415,18.7,20.31,02a59679o0315c
mkn421,ATLAS,59679.37795,15.454,0.012,2389,28,c,0,74.63,166.11383,38.20883,3577.2,142.96,2.42,2.18,-83.3,-0.392,18.77,20.34,02a59679o0322c
mkn421,ATLAS,59679.38436,15.396,0.012,2520,31,c,0,152.96,166.11383,38.20883,3638.32,222.23,2.38,2.16,77.0,-0.393,18.75,20.32,02a59679o0336c
mkn421,ATLAS,59679.418265,15.423,0.012,2459,29,c,0,37.73,166.11383,38.20883,3656.44,100.32,2.44,2.19,72.4,-0.39,18.68,20.32,02a59679o0409c
mkn421,ATLAS,59680.349124,-16.014,0.024,-1427,34,o,0,12.9,166.11383,38.20883,7423.53,8075.75,2.94,2.92,-82.1,-0.46,18.65,19.62,01a59680o0272o
mkn421,ATLAS,59680.355194,-15.712,0.012,-1885,23,o,0,22.58,166.11383,38.20883,7446.23,8113.94,2.87,2.86,-55.3,-0.466,18.78,19.64,01a59680o0285o
mkn421,ATLAS,59680.386383,-14.825,0.001,-4265,6,o,0,217.03,166.11383,38.20883,7392.77,8041.28,2.81,2.79,-11.8,-0.468,18.81,19.66,01a59680o0349o
mkn421,ATLAS,59680.391448,-16.21,0.021,-1191,26,o,0,23.15,166.11383,38.20883,7375.4,8158.68,2.91,2.85,-57.6,-0.463,18.78,19.68,01a59680o0360o
mkn421,ATLAS,59681.375521,15.236,0.016,2921,46,c,0,26.49,166.11383,38.20883,3604.81,186.15,2.46,2.23,-74.4,-0.413,18.18,19.74,02a59681o0308c
mkn421,ATLAS,59681.380519,-16.713,0.042,-750,31,o,0,13.06,166.11383,38.20883,7435.83,8081.02,2.99,2.86,-55.7,-0.472,18.53,19.28,01a59681o0335o
mkn421,ATLAS,59681.38371,-17.31,0.084,-433,36,o,0,13.15,166.11383,38.20883,7458.31,8119.77,2.84,2.75,-57.0,-0.479,18.55,19.26,01a59681o0342o
mkn421,ATLAS,59681.390568,-17.214,0.078,-473,37,o,0,15.24,166.11383,38.20883,7397.73,8045.1,2.86,2.79,8.5,-0.464,18.56,19.24,01a59681o0357o
mkn421,ATLAS,59681.40042,15.036,0.013,3511,47,c,0,18.32,166.11383,38.20883,3582.16,144.38,2.65,2.32,-72.5,-0.382,18.08,19.7,02a59681o0360c
mkn421,ATLAS,59681.401082,-17.754,0.131,-287,38,o,0,6.23,166.11383,38.20883,7384.38,8163.89,2.97,2.93,7.3,-0.455,18.53,19.25,01a59681o0380o
mkn421,ATLAS,59681.429101,15.091,0.014,3339,46,c,0,19.22,166.11383,38.20883,3635.26,221.76,2.38,2.14,-79.0,-0.409,18.1,19.63,02a59681o0420c
