source_id,survey,mjd,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
mkn421,ATLAS,59284.383306,16.454,0.015,951,15,c,0,123.76,166.11383,38.20883,608.64,2527.84,2.62,2.44,-64.1,-0.403,19.72,21.79,02a59284o0297c
mkn421,ATLAS,59284.386085,-15.899,0.007,-1586,10,c,0,1781.85,166.11383,38.20883,631.46,2563.81,2.66,2.51,-75.0,-0.402,19.65,21.78,02a59284o0303c
mkn421,ATLAS,59284.392475,18.165,0.066,197,13,c,0,177.33,166.11383,38.20883,10270.05,2538.66,2.69,2.43,-55.4,-0.395,19.7,21.8,02a59284o0315c
mkn421,ATLAS,59284.398776,-16.21,0.007,-1192,8,c,0,947.45,166.11383,38.20883,575.95,2483.33,2.48,2.4,82.5,-0.415,19.72,21.79,02a59284o0327c
mkn421,ATLAS,59284.401364,16.769,0.019,712,14,c,0,128.37,166.11383,38.20883,10292.86,2574.74,2.73,2.42,-57.1,-0.405,19.73,21.79,02a59284o0331c
mkn421,ATLAS,59284.405035,16.661,0.018,786,14,c,0,141.83,166.11383,38.20883,559.41,2599.36,2.49,2.41,68.5,-0.405,19.72,21.79,02a59284o0339c
mkn421,ATLAS,59284.405491,16.8,0.02,692,14,c,0,155.11,166.11383,38.20883,10235.55,2499.37,2.68,2.43,-56.5,-0.398,19.7,21.78,02a59284o0340c
mkn421,ATLAS,59284.423656,-17.761,0.599,-286,171,c,0,79.19,166.11383,38.20883,375.06,7955.76,2.54,2.3,-39.9,-0.385,16.78,18.62,02a59284o0379c
mkn421,ATLAS,59288.381889,15.798,0.01,1742,18,c,0,251.59,166.11383,38.20883,10273.5,2534.39,2.57,2.26,-52.0,-0.42,19.83,21.85,02a59288o0363c
mkn421,ATLAS,59288.385092,15.632,0.009,2028,18,c,0,118.19,166.11383,38.20883,10294.28,2572.76,2.51,2.38,-51.2,-0.407,19.84,21.84,02a59288o0370c
mkn421,ATLAS,59288.398472,15.782,0.01,1766,18,c,0,120.56,166.11383,38.20883,616.06,2528.3,2.45,2.43,-5.1,-0.41,19.82,21.89,02a59288o0396c
mkn421,ATLAS,59288.401066,15.463,0.008,2369,18,c,0,143.11,166.11383,38.20883,637.97,2563.12,2.37,2.3,-64.2,-0.421,19.81,21.9,02a59288o0400c
mkn421,ATLAS,59288.403358,15.977,0.01,1477,14,c,0,291.53,166.11383,38.20883,10239.75,2499.99,2.54,2.36,-53.2,-0.407,19.8,21.9,02a59288o0405c
mkn421,ATLAS,59288.403816,15.642,0.008,2010,17,c,0,145.87,166.11383,38.20883,583.69,2482.13,2.35,2.32,71.8,-0.419,19.84,21.91,02a59288o0406c
mkn421,ATLAS,59288.415902,15.683,0.011,1936,21,c,0,541.73,166.11383,38.20883,375.06,7952.22,2.35,2.11,-41.2,-0.417,19.88,21.89,02a59288o0432c
mkn421,ATLAS,59288.424264,15.597,0.009,2096,18,c,0,105.06,166.11383,38.20883,10032.45,7974.96,2.61,2.56,45.7,-0.396,19.84,21.91,02a59288o0450c
mkn421,ATLAS,59294.482048,-15.784,0.002,-1763,3,o,0,4567.23,166.11383,38.20883,6270.43,2325.69,1.93,1.8,-65.3,-0.429,19.93,21.2,01a59294o0068o
mkn421,ATLAS,59294.503686,-15.545,0.002,-2198,3,o,0,551.16,166.11383,38.20883,6292.66,2363.22,2.03,1.86,-67.7,-0.423,19.87,21.15,01a59294o0113o
mkn421,ATLAS,59294.508306,-18.568,0.147,-136,20,o,0,151.24,166.11383,38.20883,6238.58,2286.08,2.0,1.83,-72.0,-0.424,19.83,21.09,01a59294o0123o
mkn421,ATLAS,59297.443984,18.003,0.089,228,20,o,0,342.89,166.11383,38.20883,4358.33,2437.47,2.07,2.0,85.4,-0.419,19.09,19.56,01a59297o0337o
mkn421,ATLAS,59297.457447,17.029,0.037,560,21,o,0,227.07,166.11383,38.20883,4382.22,2474.42,2.13,2.03,89.2,-0.422,19.1,19.54,01a59297o0365o
mkn421,ATLAS,59297.463368,16.708,0.032,753,24,o,0,201.35,166.11383,38.20883,4325.22,2396.4,2.18,2.05,-83.8,-0.415,19.06,19.52,01a59297o0376o
mkn421,ATLAS,59297.488144,18.168,0.102,196,20,o,0,138.54,166.11383,38.20883,4313.72,2510.85,2.09,2.01,68.6,-0.408,19.01,19.43,01a59297o0428o
mkn421,ATLAS,59304.436425,17.198,0.043,480,21,o,0,82.1,166.11383,38.20883,6726.85,6417.84,2.41,2.01,37.1,-0.42,18.72,19.15,02a59304o0464o
mkn421,ATLAS,59304.440098,17.336,0.05,422,21,o,0,200.09,166.11383,38.20883,6705.91,6378.83,2.34,1.99,34.6,-0.43,18.9,19.38,02a59304o0472o
mkn421,ATLAS,59304.475356,-16.61,0.022,-824,18,o,0,469.29,166.11383,38.20883,6763.65,6457.23,2.92,2.0,35.7,-0.401,18.95,19.51,02a59304o0548o
mkn421,ATLAS,59304.480532,15.555,0.032,2178,70,o,0,14.71,166.11383,38.20883,6782.46,6335.5,2.52,1.85,38.3,-0.413,17.66,17.68,02a59304o0559o
mkn421,ATLAS,59306.462469,17.805,0.048,274,13,o,0,955.02,166.11383,38.20883,7832.64,4420.1,2.26,1.92,-75.9,-0.433,19.5,20.26,01a59306o0143o
mkn421,ATLAS,59306.466159,-17.299,0.037,-437,16,o,0,867.17,166.11383,38.20883,7852.76,4459.79,2.12,1.85,-77.3,-0.438,19.54,20.26,01a59306o0151o
mkn421,ATLAS,59306.473078,15.497,0.009,2297,22,o,0,387.34,166.11383,38.20883,7795.57,4384.82,2.2,1.83,-80.4,-0.473,19.5,20.24,01a59306o0166o
mkn421,ATLAS,59306.486007,15.667,0.011,1964,22,o,0,183.03,166.11383,38.20883,7777.26,4503.31,2.33,1.93,-82.2,-0.428,19.4,20.17,01a59306o0194o
mkn421,ATLAS,59308.515043,-14.561,0.004,-5441,23,o,0,1597.92,166.11383,38.20883,1180.38,2563.03,2.36,2.19,35.6,-0.381,18.06,20.6,02a59308o0193o
mkn421,ATLAS,59308.51871,13.727,0.105,11724,1233,o,0,2.8,166.11383,38.20883,1160.56,2523.11,1.99,1.64,19.9,-0.463,14.27,16.9,02a59308o0201o
mkn421,ATLAS,59310.350436,14.758,0.005,4538,22,c,0,162.59,166.11383,38.20883,7807.29,4434.41,2.65,2.43,-90.0,-0.411,19.95,21.98,01a59310o0214c
mkn421,ATLAS,59310.353805,14.744,0.005,4597,22,c,0,213.93,166.11383,38.20883,7825.8,4471.24,2.64,2.41,-84.5,-0.408,19.97,21.98,01a59310o0221c
mkn421,ATLAS,59310.385531,14.791,0.005,4403,21,c,0,175.14,166.11383,38.20883,7774.57,4390.13,2.61,2.38,-81.9,-0.401,19.97,21.9,01a59310o0289c
mkn421,ATLAS,59310.393367,14.772,0.005,4478,22,c,0,169.31,166.11383,38.20883,7758.14,4505.57,2.71,2.51,-76.5,-0.397,19.93,21.9,01a59310o0306c
mkn421,ATLAS,59313.388718,15.225,0.008,2951,23,c,0,384.08,166.11383,38.20883,7218.69,62.89,2.52,2.36,-59.5,-0.395,19.96,21.75,01a59313o0363c
mkn421,ATLAS,59313.406972,15.171,0.007,3101,21,c,0,1071.39,166.11383,38.20883,7245.66,99.71,2.4,2.26,-36.5,-0.399,20.0,21.75,01a59313o0401c
mkn421,ATLAS,59313.44087,14.533,0.004,5583,24,c,0,298.57,166.11383,38.20883,7174.79,140.16,2.48,2.32,-51.8,-0.405,19.93,21.72,01a59313o0468c
mkn421,ATLAS,59314.355813,15.431,0.012,2441,28,c,0,328.69,166.11383,38.20883,7216.38,67.75,2.37,2.21,-25.3,-0.392,19.62,21.33,01a59314o0297c
mkn421,ATLAS,59314.356273,14.651,0.006,5008,31,c,0,130.92,166.11383,38.20883,9019.52,10224.97,2.37,2.35,56.7,-0.373,19.48,21.21,01a59314o0298c
mkn421,ATLAS,59314.358592,15.058,0.008,3442,28,c,0,304.51,166.11383,38.20883,7236.71,106.29,2.38,2.27,-21.1,-0.397,19.74,21.45,01a59314o0303c
mkn421,ATLAS,59314.359054,14.695,0.006,4810,28,c,0,151.91,166.11383,38.20883,9041.78,10263.62,2.39,2.32,6.1,-0.37,19.75,21.5,01a59314o0304c
mkn421,ATLAS,59314.364616,14.056,0.011,8664,98,c,0,51.03,166.11383,38.20883,8980.7,10185.15,2.37,2.33,-0.7,-0.366,18.36,20.0,01a59314o0316c
mkn421,ATLAS,59314.374767,14.613,0.006,5188,32,c,0,73.9,166.11383,38.20883,8964.14,10302.98,2.4,2.32,8.2,-0.371,19.48,21.16,01a59314o0338c
mkn421,ATLAS,59314.375228,14.537,0.006,5560,36,c,0,61.99,166.11383,38.20883,7164.92,144.79,2.54,2.29,-17.1,-0.385,19.48,21.19,01a59314o0339c
mkn421,ATLAS,59318.404519,16.325,0.017,1071,18,c,0,318.55,166.11383,38.20883,7229.77,60.13,2.59,2.42,-39.2,-0.396,19.79,21.47,01a59318o0394c
mkn421,ATLAS,59318.422998,15.261,0.007,2854,20,c,0,49.09,166.11383,38.20883,9031.57,10220.69,2.72,2.58,-87.7,-0.36,19.67,21.39,01a59318o0433c
mkn421,ATLAS,59318.426364,15.713,0.01,1883,18,c,0,226.88,166.11383,38.20883,7252.55,99.97,2.63,2.45,-34.1,-0.402,19.76,21.4,01a59318o0440c
mkn421,ATLAS,59318.427287,15.31,0.007,2728,19,c,0,49.09,166.11383,38.20883,9051.51,10260.5,2.77,2.68,79.0,-0.349,19.69,21.39,01a59318o0442c
mkn421,ATLAS,59318.432004,15.27,0.006,2831,18,c,0,138.04,166.11383,38.20883,8988.14,10183.14,2.64,2.54,70.4,-0.359,19.71,21.35,01a59318o0452c
mkn421,ATLAS,59320.348016,-15.076,0.001,-3384,2,o,0,2192.61,166.11383,38.20883,2346.27,8373.36,2.08,1.84,-47.6,-0.452,19.7,21.01,02a59320o0273o
mkn421,ATLAS,59320.351219,-15.19,0.001,-3048,2,o,0,2604.13,166.11383,38.20883,2328.85,8337.34,2.01,1.87,-43.3,-0.45,19.71,21.02,02a59320o0280o
mkn421,ATLAS,59320.356717,-14.834,0.001,-4230,3,o,0,862.22,166.11383,38.20883,2384.72,8410.88,1.97,1.82,-32.7,-0.454,19.71,21.01,02a59320o0292o
mkn421,ATLAS,59320.392096,-15.864,0.001,-1638,2,o,0,2139.68,166.11383,38.20883,2402.85,8292.83,2.05,1.97,-33.2,-0.446,19.62,20.85,02a59320o0364o
mkn421,ATLAS,59321.324484,-16.011,0.001,-1431,2,o,0,3046.95,166.11383,38.20883,5342.13,6315.89,2.0,1.83,-74.8,-0.418,19.76,20.81,01a59321o0196o
mkn421,ATLAS,59321.339381,-14.889,0.001,-4021,5,o,0,1964.78,166.11383,38.20883,5363.32,6352.31,1.89,1.74,-85.2,-0.416,19.81,20.76,01a59321o0227o
mkn421,ATLAS,59321.355859,-15.351,0.001,-2628,2,o,0,1483.5,166.11383,38.20883,5307.76,6272.53,2.23,2.11,-86.3,-0.404,19.63,20.81,01a59321o0261o
mkn421,ATLAS,59321.367242,-16.086,0.001,-1336,2,o,0,1317.67,166.11383,38.20883,5291.15,6387.64,2.26,2.17,-73.9,-0.407,19.61,20.82,01a59321o0282o
mkn421,ATLAS,59322.357755,-16.702,0.002,-757,2,o,0,3441.53,166.11383,38.20883,5354.37,6307.76,1.96,1.81,-0.1,-0.407,19.8,20.94,01a59322o0292o
mkn421,ATLAS,59322.360986,-16.177,0.001,-1228,1,o,0,2523.67,166.11383,38.20883,5375.19,6346.12,1.93,1.85,-61.3,-0.407,19.85,20.94,01a59322o0299o
mkn421,ATLAS,59322.388152,-14.644,0.001,-5040,5,o,0,313.89,166.11383,38.20883,5321.15,6266.09,1.96,1.88,-64.3,-0.403,19.79,20.92,01a59322o0351o
mkn421,ATLAS,59322.393542,-15.48,0.001,-2333,1,o,0,2787.34,166.11383,38.20883,5305.05,6380.96,1.92,1.86,-38.4,-0.405,19.79,20.92,01a59322o0362o
mkn421,ATLAS,59324.416241,-14.568,0.0,-5404,2,o,0,1574.74,166.11383,38.20883,7148.22,4197.93,2.15,1.78,35.6,-0.438,19.38,20.23,02a59324o0355o
mkn421,ATLAS,59324.422302,-14.757,0.0,-4543,2,o,0,1117.73,166.11383,38.20883,7131.34,4155.98,2.18,1.83,36.2,-0.434,19.37,20.28,02a59324o0368o
mkn421,ATLAS,59324.457749,-15.543,0.001,-2202,3,o,0,1504.39,166.11383,38.20883,7188.82,4235.67,2.21,1.87,36.7,-0.436,19.35,20.15,02a59324o0444o
mkn421,ATLAS,59324.464207,-14.579,0.001,-5348,6,o,0,1352.97,166.11383,38.20883,7207.09,4117.41,2.18,1.79,33.9,-0.434,19.35,20.19,02a59324o0458o
mkn421,ATLAS,59326.344461,-16.256,0.066,-1142,75,o,0,8.32,166.11383,38.20883,5359.66,6306.87,2.26,2.14,-68.0,-0.403,17.27,17.03,01a59326o0070o
mkn421,ATLAS,59326.347685,-15.964,0.086,-1494,128,o,0,2.06,166.11383,38.20883,5379.76,6345.06,2.32,2.19,-73.8,-0.405,16.87,16.62,01a59326o0077o
mkn421,ATLAS,59326.354153,-15.72,0.021,-1871,39,o,0,32.54,166.11383,38.20883,5322.03,6266.93,2.05,1.93,-62.7,-0.426,18.11,18.18,01a59326o0091o
mkn421,ATLAS,59326.364424,-15.85,0.033,-1660,55,o,0,18.01,166.11383,38.20883,5304.01,6382.02,2.14,1.98,-73.9,-0.408,17.76,17.57,01a59326o0113o
mkn421,ATLAS,59327.32766,-14.63,0.001,-5105,6,o,0,1097.08,166.11383,38.20883,7150.36,4199.36,2.03,1.81,34.4,-0.456,18.72,18.84,02a59327o0197o
mkn421,ATLAS,59327.353619,-14.936,0.004,-3850,14,o,0,575.35,166.11383,38.20883,7131.96,4161.58,2.13,1.84,37.3,-0.445,18.68,18.82,02a59327o0250o
mkn421,ATLAS,59327.382152,-15.387,0.006,-2543,15,o,0,400.31,166.11383,38.20883,7187.05,4241.69,2.1,1.84,40.3,-0.44,18.69,18.82,02a59327o0308o
mkn421,ATLAS,59327.407117,-15.188,0.003,-3054,9,o,0,190.91,166.11383,38.20883,7207.06,4124.79,2.19,1.88,38.8,-0.427,18.65,18.8,02a59327o0357o
mkn421,ATLAS,59328.331283,-14.894,0.001,-4004,5,o,0,534.69,166.11383,38.20883,7147.41,4201.16,2.13,1.9,32.0,-0.444,18.63,18.79,02a59328o0231o
mkn421,ATLAS,59328.334483,-15.063,0.004,-3426,14,o,0,418.97,166.11383,38.20883,7129.35,4162.75,2.17,1.91,32.7,-0.421,18.6,18.78,02a59328o0238o
mkn421,ATLAS,59328.340442,-16.202,0.02,-1200,24,o,0,75.46,166.11383,38.20883,7188.53,4239.73,2.19,1.93,34.1,-0.423,18.61,18.76,02a59328o0251o
mkn421,ATLAS,59328.351434,-15.528,0.01,-2234,23,o,0,47.79,166.11383,38.20883,7212.17,4125.06,2.69,2.45,35.0,-0.39,18.43,18.78,02a59328o0275o
mkn421,ATLAS,59329.372549,-15.938,0.018,-1530,28,o,0,109.1,166.11383,38.20883,5424.39,8239.67,2.01,1.89,-55.1,-0.41,18.74,19.09,01a59329o0326o
mkn421,ATLAS,59329.378991,-16.057,0.018,-1372,24,o,0,102.59,166.11383,38.20883,5441.36,8277.88,2.05,1.92,-55.6,-0.408,18.7,19.07,01a59329o0340o
mkn421,ATLAS,59329.38361,-15.211,0.008,-2990,23,o,0,85.67,166.11383,38.20883,5383.87,8199.95,2.01,1.87,-64.5,-0.413,18.72,19.05,01a59329o0350o
mkn421,ATLAS,59329.39358,-15.794,0.014,-1747,24,o,0,164.1,166.11383,38.20883,5367.14,8315.66,2.11,1.99,-61.6,-0.411,18.64,19.03,01a59329o0371o
mkn421,ATLAS,59330.361792,-17.005,0.185,-573,106,o,0,13.02,166.11383,38.20883,5426.91,8240.63,1.95,1.88,-20.7,-0.419,17.08,17.16,01a59330o0300o
mkn421,ATLAS,59330.365016,19.94,9.383,38,360,o,0,3.96,166.11383,38.20883,5448.03,8279.67,1.94,1.91,-37.3,-0.445,15.48,15.51,01a59330o0307o
mkn421,ATLAS,59330.381671,-16.959,0.829,-598,496,o,0,1.54,166.11383,38.20883,5370.74,8318.06,1.92,1.86,-53.5,-0.484,15.72,15.7,01a59330o0343o
mkn421,ATLAS,59332.349639,-16.047,0.019,-1384,26,o,0,97.74,166.11383,38.20883,8056.86,8093.0,2.23,2.01,-65.1,-0.454,18.99,19.51,02a59332o0172o
mkn421,ATLAS,59332.353326,-16.513,0.029,-901,26,o,0,100.59,166.11383,38.20883,8037.69,8054.05,2.23,2.04,-61.1,-0.437,19.0,19.5,02a59332o0180o
mkn421,ATLAS,59332.360666,-16.778,0.037,-706,26,o,0,109.57,166.11383,38.20883,8093.88,8133.27,2.2,1.99,-64.4,-0.452,18.96,19.48,02a59332o0196o
mkn421,ATLAS,59332.372198,-16.443,0.028,-961,26,o,0,96.68,166.11383,38.20883,8111.78,8016.12,2.24,1.99,-65.3,-0.457,18.98,19.46,02a59332o0221o
mkn421,ATLAS,59334.335899,-16.681,0.002,-772,1,o,0,1180.63,166.11383,38.20883,5425.67,8241.1,1.92,1.77,-55.1,-0.424,19.78,20.88,01a59334o0151o
mkn421,ATLAS,59334.339124,-14.66,0.001,-4967,6,o,0,1172.41,166.11383,38.20883,5446.09,8279.68,1.9,1.79,-57.6,-0.426,19.71,20.72,01a59334o0158o
mkn421,ATLAS,59334.344653,-16.01,0.001,-1433,1,o,0,5244.13,166.11383,38.20883,5385.89,8202.2,1.91,1.79,-58.5,-0.425,19.65,20.57,01a59334o0170o
mkn421,ATLAS,59334.354825,17.215,0.003,472,1,o,0,6673.27,166.11383,38.20883,5367.49,8317.95,2.02,1.86,-78.2,-0.43,19.54,20.37,01a59334o0192o
mkn421,ATLAS,59342.312229,-15.685,0.001,-1932,2,o,0,1034.97,166.11383,38.20883,3443.67,8348.83,2.45,2.3,-67.7,-0.408,19.52,20.93,01a59342o0163o
mkn421,ATLAS,59342.31593,-15.223,0.001,-2956,3,o,0,1884.35,166.11383,38.20883,3464.12,8387.32,1.98,1.85,-64.7,-0.418,19.77,20.93,01a59342o0171o
mkn421,ATLAS,59342.323323,-15.784,0.001,-1764,2,o,0,813.98,166.11383,38.20883,3405.45,8308.52,3.39,2.2,-2.2,-0.354,19.35,20.92,01a59342o0187o
mkn421,ATLAS,59342.333493,-15.789,0.001,-1755,2,o,0,1317.94,166.11383,38.20883,3386.88,8424.0,2.19,2.02,-70.1,-0.407,19.65,20.89,01a59342o0209o
mkn421,ATLAS,59344.305093,-15.747,0.005,-1824,10,c,0,1324.73,166.11383,38.20883,3253.53,4386.67,2.33,2.29,-47.6,-0.406,19.7,21.64,02a59344o0144c
mkn421,ATLAS,59344.308295,-18.097,0.009,-209,2,c,0,908.02,166.11383,38.20883,3234.35,4349.1,2.29,2.28,-23.1,-0.404,19.76,21.65,02a59344o0151c
mkn421,ATLAS,59344.313793,-17.861,0.011,-260,3,c,0,1288.94,166.11383,38.20883,3292.94,4423.34,2.29,2.22,46.8,-0.402,19.78,21.66,02a59344o0163c
mkn421,ATLAS,59344.325254,-18.213,0.071,-188,13,c,0,297.02,166.11383,38.20883,3312.36,4307.26,2.25,2.2,47.7,-0.532,19.76,21.64,02a59344o0188c
mkn421,ATLAS,59346.314149,-14.642,0.0,-5051,2,o,0,4984.62,166.11383,38.20883,1887.79,4261.5,1.81,1.68,-88.2,-0.441,19.84,20.94,01a59346o0188o
mkn421,ATLAS,59346.317381,-16.18,0.001,-1225,1,o,0,7426.59,166.11383,38.20883,1908.79,4300.72,2.05,1.73,89.0,-0.443,19.77,20.95,01a59346o0195o
mkn421,ATLAS,59346.324753,-14.627,0.001,-5117,3,o,0,1650.59,166.11383,38.20883,1850.09,4221.07,1.9,1.67,-86.6,-0.443,19.82,20.91,01a59346o0211o
mkn421,ATLAS,59346.334928,-16.958,0.004,-598,2,o,0,4799.92,166.11383,38.20883,1834.2,4336.34,1.82,1.71,-89.2,-0.435,19.79,20.88,01a59346o0233o
mkn421,ATLAS,59348.322095,-16.921,0.004,-619,2,c,0,933.75,166.11383,38.20883,9762.76,451.05,2.74,2.1,-55.9,-0.419,19.75,21.61,02a59348o0136c
mkn421,ATLAS,59348.325321,-15.633,0.003,-2027,6,c,0,354.53,166.11383,38.20883,9741.04,411.01,2.74,2.15,-56.7,-0.413,19.69,21.61,02a59348o0143c
mkn421,ATLAS,59348.331138,-17.002,0.023,-574,13,c,0,90.63,166.11383,38.20883,9801.44,490.01,2.89,2.26,-54.9,-0.412,19.66,21.61,02a59348o0154c
mkn421,ATLAS,59348.341833,-15.852,0.005,-1657,8,c,0,132.69,166.11383,38.20883,9823.0,372.1,2.98,2.32,-56.3,-0.403,19.49,21.45,02a59348o0177c
mkn421,ATLAS,59350.300755,-15.017,0.0,-3574,1,o,0,2083.14,166.11383,38.20883,1882.61,4259.95,1.89,1.74,-88.5,-0.436,19.78,20.89,01a59350o0155o
mkn421,ATLAS,59350.303991,-15.601,0.001,-2087,2,o,0,3221.61,166.11383,38.20883,1903.34,4298.55,1.85,1.75,-87.6,-0.434,19.78,20.9,01a59350o0162o
mkn421,ATLAS,59350.309986,-16.949,0.005,-603,3,o,0,5524.94,166.11383,38.20883,1845.47,4219.64,1.8,1.75,89.5,-0.432,19.82,20.89,01a59350o0175o
mkn421,ATLAS,59350.320141,-16.743,0.002,-729,1,o,0,5690.32,166.11383,38.20883,1830.16,4334.17,1.86,1.72,85.4,-0.438,19.81,20.86,01a59350o0197o
mkn421,ATLAS,59354.287752,-16.342,0.003,-1055,4,o,0,5684.56,166.11383,38.20883,2871.28,10099.7,1.84,1.66,-55.5,-0.436,19.26,19.71,01a59354o0107o
mkn421,ATLAS,59354.29098,-14.867,0.001,-4105,2,o,0,3707.77,166.11383,38.20883,2891.9,10139.51,1.83,1.72,-47.1,-0.429,19.28,19.74,01a59354o0114o
mkn421,ATLAS,59354.297895,17.77,0.008,283,2,o,0,7248.4,166.11383,38.20883,2832.56,10059.59,1.76,1.61,-61.0,-0.498,19.33,19.72,01a59354o0129o
mkn421,ATLAS,59354.31266,-15.214,0.001,-2981,2,o,0,2339.39,166.11383,38.20883,2812.66,10175.84,1.8,1.62,-61.3,-0.451,19.31,19.74,01a59354o0161o
mkn421,ATLAS,59356.296507,-15.934,0.002,-1536,3,o,0,2342.55,166.11383,38.20883,5717.49,588.11,1.96,1.7,-52.4,-0.453,18.92,19.4,02a59356o0117o
mkn421,ATLAS,59356.300632,-15.07,0.008,-3403,29,o,0,208.12,166.11383,38.20883,5697.24,548.55,1.98,1.78,-56.7,-0.434,18.57,19.12,02a59356o0126o
mkn421,ATLAS,59356.306144,-14.504,0.001,-5736,7,o,0,802.56,166.11383,38.20883,5759.2,626.55,2.08,1.77,-53.6,-0.439,18.87,19.37,02a59356o0138o
mkn421,ATLAS,59358.297952,-15.248,0.001,-2889,2,o,0,3403.0,166.11383,38.20883,2876.67,10088.43,1.83,1.68,-58.4,-0.446,19.13,19.42,01a59358o0069o
mkn421,ATLAS,59358.300734,-14.852,0.002,-4161,6,o,0,2369.55,166.11383,38.20883,2897.44,10126.87,1.78,1.6,-67.8,-0.469,19.15,19.41,01a59358o0075o
mkn421,ATLAS,59358.308127,-14.846,0.001,-4184,3,o,0,2921.69,166.11383,38.20883,2834.16,10048.35,1.83,1.64,-68.3,-0.46,19.13,19.38,01a59358o0091o
mkn421,ATLAS,59358.318321,-15.142,0.001,-3186,3,o,0,613.0,166.11383,38.20883,2814.9,10166.13,2.02,1.79,-70.7,-0.455,19.0,19.36,01a59358o0113o
mkn421,ATLAS,59360.277612,-14.873,0.001,-4081,5,o,0,780.1,166.11383,38.20883,5717.79,587.26,2.13,1.72,-48.2,-0.471,18.67,18.98,02a59360o0092o
mkn421,ATLAS,59360.280818,-15.371,0.002,-2579,5,o,0,2887.37,166.11383,38.20883,5697.21,548.7,2.1,1.73,-51.7,-0.473,18.64,18.97,02a59360o0099o
mkn421,ATLAS,59360.286781,-15.906,0.015,-1576,24,o,0,102.5,166.11383,38.20883,5757.67,627.03,2.08,1.72,-51.2,-0.446,18.63,18.95,02a59360o0112o
mkn421,ATLAS,59360.303277,-16.033,0.019,-1403,26,o,0,75.33,166.11383,38.20883,5778.12,507.15,2.06,1.74,-50.8,-0.453,18.6,18.89,02a59360o0148o
mkn421,ATLAS,59362.311913,-14.92,0.001,-3909,5,o,0,1346.96,166.11383,38.20883,1460.74,6467.45,1.92,1.78,-65.8,-0.428,19.33,19.93,01a59362o0009o
mkn421,ATLAS,59362.31565,-17.113,0.004,-518,2,o,0,2451.92,166.11383,38.20883,1482.71,6505.88,2.12,1.97,-82.8,-0.395,19.23,19.88,01a59362o0017o
mkn421,ATLAS,59362.323079,-15.975,0.016,-1479,23,o,0,173.98,166.11383,38.20883,1426.68,6427.28,1.94,1.83,-85.8,-0.427,18.63,18.95,01a59362o0033o
mkn421,ATLAS,59362.333283,-16.007,0.013,-1436,19,o,0,80.05,166.11383,38.20883,1409.0,6542.94,2.08,1.91,-81.7,-0.437,18.87,19.21,01a59362o0055o
mkn421,ATLAS,59364.26296,-17.643,0.063,-318,20,o,0,108.7,166.11383,38.20883,789.0,6277.78,2.21,1.72,-50.8,-0.444,19.24,20.32,02a59364o0057o
mkn421,ATLAS,59364.266169,-15.344,0.001,-2646,4,o,0,714.22,166.11383,38.20883,768.66,6238.8,2.17,1.74,-49.0,-0.452,19.61,20.8,02a59364o0064o
mkn421,ATLAS,59364.272618,-16.052,0.015,-1378,20,o,0,498.48,166.11383,38.20883,824.34,6315.29,2.22,1.79,-51.5,-0.451,19.59,20.85,02a59364o0078o
mkn421,ATLAS,59364.282705,-14.74,0.001,-4612,6,o,0,1655.52,166.11383,38.20883,844.21,6194.59,2.06,1.74,-48.9,-0.452,19.51,20.7,02a59364o0100o
mkn421,ATLAS,59368.263715,-15.037,0.001,-3508,2,o,0,2639.39,166.11383,38.20883,789.45,6274.27,2.23,1.63,-53.6,-0.459,19.65,20.86,02a59368o0056o
mkn421,ATLAS,59368.266936,-14.741,0.001,-4608,6,o,0,1472.93,166.11383,38.20883,769.56,6235.55,2.27,1.68,-53.6,-0.455,19.65,20.88,02a59368o0063o
mkn421,ATLAS,59368.272108,-15.781,0.001,-1768,2,o,0,2345.08,166.11383,38.20883,827.42,6310.36,2.24,1.68,-54.7,-0.457,19.65,20.88,02a59368o0074o
mkn421,ATLAS,59368.283713,-15.839,0.002,-1676,3,o,0,1755.63,166.11383,38.20883,848.63,6193.41,2.29,1.76,-54.5,-0.442,19.59,20.86,02a59368o0099o
mkn421,ATLAS,59370.252171,-15.162,0.004,-3129,13,c,0,5525.17,166.11383,38.20883,5346.61,183.49,2.19,2.11,-18.0,-0.407,19.7,20.98,01a59370o0037c
mkn421,ATLAS,59370.25263,15.711,0.008,1886,16,c,0,646.44,166.11383,38.20883,7004.35,10354.28,2.36,2.2,-72.1,-0.351,19.67,21.02,01a59370o0038c
mkn421,ATLAS,59370.255446,15.526,0.008,2238,19,c,0,296.31,166.11383,38.20883,5365.85,221.89,2.14,2.05,-11.6,-0.412,19.85,21.29,01a59370o0044c
mkn421,ATLAS,59370.256373,15.425,0.007,2456,18,c,0,155.85,166.11383,38.20883,7025.76,10393.88,2.26,2.21,-64.9,-0.346,19.83,21.35,01a59370o0046c
mkn421,ATLAS,59370.260991,-14.837,0.003,-4220,14,c,0,6699.8,166.11383,38.20883,5312.47,144.37,2.28,2.13,-17.8,-0.403,19.88,21.49,01a59370o0056c
mkn421,ATLAS,59370.261922,-15.867,0.005,-1634,8,c,0,3342.07,166.11383,38.20883,6966.01,10316.55,2.44,2.27,-75.1,-0.355,19.79,21.51,01a59370o0058c
