source_id,survey,asas_sn_id,mjd,jd,phot_filter,mag,mag_err,flux,flux_err,limit,fwhm,image_id,camera,quality
mkn421,ASAS-SN Sky Patrol,128849645138,59675.39554050006,2459675.8955405,g,13.080984513335148,0.004054547889213048,21.263387001504242,0.07931634721371165,17.40423384828531,1.75,bs431790,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59676.36513049994,2459676.8651305,g,13.100855154237037,0.002695825077992955,20.87777376642862,0.05178020000482558,17.867231302451117,1.45,bs432085,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59680.41655400023,2459680.916554,g,13.099075364020846,0.0037301799579607877,20.912025668128617,0.07176516950540572,17.512856324019005,1.40,bC334010,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59684.316477899905,2459684.8164779,g,13.112251248681472,0.0027935187107221353,20.659782707162535,0.053096410387759176,17.83997770805508,1.45,bC335270,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59687.32774720015,2459687.8277472,g,13.092519182719586,0.0055670766222780926,21.03868425381441,0.10775404989106838,17.071556606650514,1.52,bs434815,bs,B
mkn421,ASAS-SN Sky Patrol,128849645138,59690.40721890004,2459690.9072189,g,13.003566969962234,0.0031497303184507097,22.83491823818648,0.0661699275506263,17.600988963603804,1.44,bC337006,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59692.32436840003,2459692.8243684,g,13.018093594444455,0.0034250579681372267,22.5314328644486,0.07099774657265437,17.524529199735774,1.51,bs436460,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59694.19686720008,2459694.6968672,g,12.976679429838052,0.0038096299316165315,23.407470082484615,0.08203989475767973,17.3675778750033,1.46,bs437057,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59695.32282770006,2459695.8228277,g,12.958816715303383,0.004204779116200297,23.79575905413084,0.09205143786694803,17.24256416973308,1.47,bs437372,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59697.16843899991,2459697.668439,g,12.948581319088257,0.0060011010061040045,24.021145912076587,0.1326210570686752,16.846109398504638,1.56,bs437629,bs,B
mkn421,ASAS-SN Sky Patrol,128849645138,59700.265900100116,2459700.7659001,g,12.531889448813075,0.010818075645734533,35.2590388492022,0.3509201535092371,15.789619834772889,1.46,bC340159,bC,B
mkn421,ASAS-SN Sky Patrol,128849645138,59705.38369480008,2459705.8836948,g,12.623906122830675,0.016066919447833353,32.3939419635382,0.4788331876358803,15.452180002784857,1.41,bC340738,bC,B
mkn421,ASAS-SN Sky Patrol,128849645138,59707.11019460019,2459707.6101946,g,12.967017405688795,0.004915743297216136,23.616704013019632,0.10680616209799158,17.081149837202563,2.14,bs440732,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59707.11148130009,2459707.6114813,g,12.979657385432118,0.006933785308350847,23.343356075603992,0.14890919385225543,16.720336830190725,2.14,bs440733,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59707.11276799999,2459707.612768,g,12.95618964208347,0.0072482136158703685,23.853405553654337,0.1590630126053652,16.648717602440165,2.02,bs440734,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59711.23726850003,2459711.7372685,g,12.88652483966845,0.005846103102478295,25.434096401927576,0.13679512189331758,16.81246408458624,1.50,bC342152,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59711.23980920017,2459711.7398092,g,12.88785242149441,0.007489315156299525,25.403015915851448,0.17503109674515996,16.544852576225487,1.51,bC342154,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59712.237596999854,2459712.737597,g,13.023268602036996,0.005220705319384622,22.424295516426444,0.10770498777517544,17.072051072020862,1.76,bC342540,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59714.159176100045,2459714.6591761,g,13.081575355075884,0.005614551743390439,21.25181892559968,0.10977388203902812,17.0513930543173,1.45,bs442762,bs,B
mkn421,ASAS-SN Sky Patrol,128849645138,59715.24562219996,2459715.7456222,g,13.096641626216059,0.005753043819578937,20.958953707515747,0.11093155676451537,17.04000284212009,1.54,bs443132,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59717.199549799785,2459717.6995498,g,13.105232115540446,0.0035790637267838466,20.793777984740867,0.06846847600574395,17.563913958184788,1.44,bs443579,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59719.245656500105,2459719.7456565,g,13.131734841314131,0.003343339701535242,20.29234850567094,0.06241667724468708,17.66438899830822,1.49,bs444160,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59721.259606699925,2459721.7596067,g,13.041925835352972,0.003810011999159985,22.042249542422468,0.07726273642549963,17.432715397563165,1.53,bs444734,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59724.310563100036,2459724.8105631,g,13.002808026178716,0.003091172839228883,22.850885724279618,0.06498515431895889,17.620605224979094,1.43,bC346258,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59731.27926830016,2459731.7792683,g,12.835881290925009,0.0041725519070806875,26.648559164449495,0.10229709665357016,17.12798234156126,1.42,bC348292,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59734.20659040008,2459734.7065904,g,12.808319827781638,0.005343916157511245,27.333693345779196,0.1343834482737697,16.831776159253973,1.49,bs447386,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59738.26176270004,2459738.7617627,g,12.82806667193368,0.00464456291234675,26.84105488645505,0.11469177060958122,17.00380996788923,2.10,bC350635,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59741.15964750014,2459741.6596475,g,12.956596285867715,0.006501459157859437,23.844473344493444,0.14262196002270078,16.767174610022632,1.41,bs449170,bs,B
mkn421,ASAS-SN Sky Patrol,128849645138,59741.16086459998,2459741.6608646,g,13.001728183829112,0.013568673094459112,22.873623870796816,0.2855355468053818,16.01349015642842,1.50,bs449171,bs,B
mkn421,ASAS-SN Sky Patrol,128849645138,59742.17932969984,2459742.6793297,g,12.870989641903085,0.006359663667190573,25.80063483895124,0.15095669117767116,16.705509691559865,1.48,bs449453,bs,G
