source,cadence,name,mjd,date1,date2,n_inputs,gamma,E0_TeV,wcda_n0,wcda_n0_err,N0,N0_err,F0,F0_err,F0_order,TS,fit_status
Mkn501,day,2021-04-02_2021-04-02,59306.5,2021-04-02,2021-04-02,1,2.6,3.0,3.89e-13,1.6445e-13,3.89e-13,1.6445e-13,0.389,0.16445,1e-12,8.77,OK
Mkn501,day,2021-04-04_2021-04-04,59308.5,2021-04-04,2021-04-04,5,2.6,3.0,4.0088e-13,1.6219e-13,4.0088e-13,1.6219e-13,0.40088,0.16219,1e-12,9.34,OK
Mkn501,day,2021-04-05_2021-04-05,59309.5,2021-04-05,2021-04-05,6,2.6,3.0,2.2667e-13,1.315e-13,2.2667e-13,1.315e-13,0.22667,0.1315,1e-12,4.05,OK
Mkn501,day,2021-04-06_2021-04-06,59310.5,2021-04-06,2021-04-06,4,2.6,3.0,9.562e-14,1.3098e-13,9.562e-14,1.3098e-13,0.09562,0.13098,1e-12,0.61,OK
Mkn501,day,2021-04-07_2021-04-07,59311.5,2021-04-07,2021-04-07,6,2.6,3.0,1.2637e-13,1.0944e-13,1.2637e-13,1.0944e-13,0.12637,0.10944,1e-12,1.79,OK
Mkn501,day,2021-04-08_2021-04-08,59312.5,2021-04-08,2021-04-08,6,2.6,3.0,2.3308e-13,1.3241e-13,2.3308e-13,1.3241e-13,0.23308,0.13241,1e-12,4.11,OK
Mkn501,day,2021-04-09_2021-04-09,59313.5,2021-04-09,2021-04-09,6,2.6,3.0,6.46e-14,1.2208e-13,6.46e-14,1.2208e-13,0.0646,0.12208,1e-12,0.31,OK
Mkn501,day,2021-04-10_2021-04-10,59314.5,2021-04-10,2021-04-10,5,2.6,3.0,1.029e-13,1.0748e-13,1.029e-13,1.0748e-13,0.1029,0.10748,1e-12,1.21,OK
Mkn501,day,2021-04-11_2021-04-11,59315.5,2021-04-11,2021-04-11,6,2.6,3.0,2.1703e-13,2.1216e-13,2.1703e-13,2.1216e-13,0.21703,0.21216,1e-12,1.26,OK
Mkn501,day,2021-04-12_2021-04-12,59316.5,2021-04-12,2021-04-12,6,2.6,3.0,4.8984e-13,1.9861e-13,4.8984e-13,1.9861e-13,0.48984,0.19861,1e-12,7.78,OK
Mkn501,day,2021-04-13_2021-04-13,59317.5,2021-04-13,2021-04-13,6,2.6,3.0,3.7321e-13,1.5808e-13,3.7321e-13,1.5808e-13,0.37321,0.15808,1e-12,7.75,OK
Mkn501,day,2021-04-14_2021-04-14,59318.5,2021-04-14,2021-04-14,5,2.6,3.0,2.8323e-13,1.4453e-13,2.8323e-13,1.4453e-13,0.28323,0.14453,1e-12,4.73,OK
Mkn501,day,2021-04-15_2021-04-15,59319.5,2021-04-15,2021-04-15,4,2.6,3.0,2.752e-13,2.1531e-13,2.752e-13,2.1531e-13,0.2752,0.21531,1e-12,1.94,OK
Mkn501,day,2021-04-16_2021-04-16,59320.5,2021-04-16,2021-04-16,4,2.6,3.0,0.0,5.7417e-13,0.0,5.7417e-13,0.0,0.57417,1e-12,-0.0,OK
Mkn501,day,2021-04-17_2021-04-17,59321.5,2021-04-17,2021-04-17,4,2.6,3.0,2.3035e-13,1.3615e-13,2.3035e-13,1.3615e-13,0.23035,0.13615,1e-12,3.84,OK
Mkn501,day,2021-04-18_2021-04-18,59322.5,2021-04-18,2021-04-18,2,2.6,3.0,2.311e-13,1.2e-13,2.311e-13,1.2e-13,0.2311,0.12,1e-12,5.2,OK
Mkn501,day,2021-04-20_2021-04-20,59324.5,2021-04-20,2021-04-20,6,2.6,3.0,1.5288e-13,1.5958e-13,1.5288e-13,1.5958e-13,0.15288,0.15958,1e-12,1.0,OK
Mkn501,day,2021-04-21_2021-04-21,59325.5,2021-04-21,2021-04-21,5,2.6,3.0,6.0451e-13,1.5831e-13,6.0451e-13,1.5831e-13,0.60451,0.15831,1e-12,24.09,OK
Mkn501,day,2021-04-22_2021-04-22,59326.5,2021-04-22,2021-04-22,6,2.6,3.0,2.599e-13,1.2676e-13,2.599e-13,1.2676e-13,0.2599,0.12676,1e-12,7.0,OK
Mkn501,day,2021-04-23_2021-04-23,59327.5,2021-04-23,2021-04-23,6,2.6,3.0,4.9493e-13,1.4994e-13,4.9493e-13,1.4994e-13,0.49493,0.14994,1e-12,17.11,OK
Mkn501,day,2021-04-24_2021-04-24,59328.5,2021-04-24,2021-04-24,6,2.6,3.0,2.0622e-13,1.387e-13,2.0622e-13,1.387e-13,0.20622,0.1387,1e-12,2.73,OK
Mkn501,day,2021-04-25_2021-04-25,59329.5,2021-04-25,2021-04-25,6,2.6,3.0,2.5317e-13,1.3128e-13,2.5317e-13,1.3128e-13,0.25317,0.13128,1e-12,5.68,OK
Mkn501,day,2021-04-26_2021-04-26,59330.5,2021-04-26,2021-04-26,6,2.6,3.0,2.738e-13,2.5548e-13,2.738e-13,2.5548e-13,0.2738,0.25548,1e-12,1.34,OK
Mkn501,day,2021-04-27_2021-04-27,59331.5,2021-04-27,2021-04-27,6,2.6,3.0,1.7902e-13,1.2764e-13,1.7902e-13,1.2764e-13,0.17902,0.12764,1e-12,3.04,OK
Mkn501,day,2021-04-28_2021-04-28,59332.5,2021-04-28,2021-04-28,6,2.6,3.0,1.3615e-13,1.2338e-13,1.3615e-13,1.2338e-13,0.13615,0.12338,1e-12,1.47,OK
Mkn501,day,2021-04-29_2021-04-29,59333.5,2021-04-29,2021-04-29,6,2.6,3.0,1.9218e-13,1.4161e-13,1.9218e-13,1.4161e-13,0.19218,0.14161,1e-12,2.17,OK
Mkn501,day,2021-04-30_2021-04-30,59334.5,2021-04-30,2021-04-30,6,2.6,3.0,4.6829e-13,1.6019e-13,4.6829e-13,1.6019e-13,0.46829,0.16019,1e-12,11.38,OK
Mkn501,day,2021-05-01_2021-05-01,59335.5,2021-05-01,2021-05-01,6,2.6,3.0,6.9161e-13,1.5985e-13,6.9161e-13,1.5985e-13,0.69161,0.15985,1e-12,31.44,OK
Mkn501,day,2021-05-02_2021-05-02,59336.5,2021-05-02,2021-05-02,6,2.6,3.0,1.19693e-12,1.8011e-13,1.19693e-12,1.8011e-13,1.19693,0.18011,1e-12,74.28,OK
Mkn501,day,2021-05-03_2021-05-03,59337.5,2021-05-03,2021-05-03,6,2.6,3.0,1.23249e-12,1.8521e-13,1.23249e-12,1.8521e-13,1.23249,0.18521,1e-12,79.97,OK
Mkn501,day,2021-05-04_2021-05-04,59338.5,2021-05-04,2021-05-04,6,2.6,3.0,1.34271e-12,1.8536e-13,1.34271e-12,1.8536e-13,1.34271,0.18536,1e-12,93.28,OK
Mkn501,day,2021-05-05_2021-05-05,59339.5,2021-05-05,2021-05-05,6,2.6,3.0,1.23024e-12,1.8654e-13,1.23024e-12,1.8654e-13,1.23024,0.18654,1e-12,83.5,OK
Mkn501,day,2021-05-06_2021-05-06,59340.5,2021-05-06,2021-05-06,6,2.6,3.0,6.8487e-13,1.6105e-13,6.8487e-13,1.6105e-13,0.68487,0.16105,1e-12,30.15,OK
Mkn501,day,2021-05-07_2021-05-07,59341.5,2021-05-07,2021-05-07,6,2.6,3.0,8.0697e-13,1.6541e-13,8.0697e-13,1.6541e-13,0.80697,0.16541,1e-12,41.26,OK
Mkn501,day,2021-05-08_2021-05-08,59342.5,2021-05-08,2021-05-08,6,2.6,3.0,4.0947e-13,1.4651e-13,4.0947e-13,1.4651e-13,0.40947,0.14651,1e-12,12.5,OK
Mkn501,day,2021-05-09_2021-05-09,59343.5,2021-05-09,2021-05-09,5,2.6,3.0,9.0341e-13,1.6633e-13,9.0341e-13,1.6633e-13,0.90341,0.16633,1e-12,49.44,OK
Mkn501,day,2021-05-10_2021-05-10,59344.5,2021-05-10,2021-05-10,6,2.6,3.0,1.03523e-12,1.7694e-13,1.03523e-12,1.7694e-13,1.03523,0.17694,1e-12,59.4,OK
Mkn501,day,2021-05-11_2021-05-11,59345.5,2021-05-11,2021-05-11,6,2.6,3.0,6.8826e-13,1.5805e-13,6.8826e-13,1.5805e-13,0.68826,0.15805,1e-12,34.2,OK
Mkn501,day,2021-05-12_2021-05-12,59346.5,2021-05-12,2021-05-12,6,2.6,3.0,7.7495e-13,1.7772e-13,7.7495e-13,1.7772e-13,0.77495,0.17772,1e-12,34.16,OK
Mkn501,day,2021-05-13_2021-05-13,59347.5,2021-05-13,2021-05-13,6,2.6,3.0,5.4395e-13,1.6043e-13,5.4395e-13,1.6043e-13,0.54395,0.16043,1e-12,16.57,OK
Mkn501,day,2021-05-14_2021-05-14,59348.5,2021-05-14,2021-05-14,6,2.6,3.0,6.379e-13,1.6761e-13,6.379e-13,1.6761e-13,0.6379,0.16761,1e-12,23.07,OK
Mkn501,day,2021-05-15_2021-05-15,59349.5,2021-05-15,2021-05-15,6,2.6,3.0,3.6159e-13,1.3941e-13,3.6159e-13,1.3941e-13,0.36159,0.13941,1e-12,9.74,OK
Mkn501,day,2021-05-16_2021-05-16,59350.5,2021-05-16,2021-05-16,5,2.6,3.0,4.9025e-13,3.3446e-13,4.9025e-13,3.3446e-13,0.49025,0.33446,1e-12,3.5,OK
Mkn501,day,2021-05-17_2021-05-17,59351.5,2021-05-17,2021-05-17,3,2.6,3.0,4.2579e-13,1.4336e-13,4.2579e-13,1.4336e-13,0.42579,0.14336,1e-12,16.54,OK
Mkn501,day,2021-05-19_2021-05-19,59353.5,2021-05-19,2021-05-19,6,2.6,3.0,4.5916e-13,1.4435e-13,4.5916e-13,1.4435e-13,0.45916,0.14435,1e-12,15.28,OK
Mkn501,day,2021-05-20_2021-05-20,59354.5,2021-05-20,2021-05-20,6,2.6,3.0,3.8428e-13,1.3324e-13,3.8428e-13,1.3324e-13,0.38428,0.13324,1e-12,14.75,OK
Mkn501,day,2021-05-21_2021-05-21,59355.5,2021-05-21,2021-05-21,6,2.6,3.0,1.2656e-13,1.0803e-13,1.2656e-13,1.0803e-13,0.12656,0.10803,1e-12,1.81,OK
Mkn501,day,2021-05-22_2021-05-22,59356.5,2021-05-22,2021-05-22,6,2.6,3.0,2.8621e-13,1.4549e-13,2.8621e-13,1.4549e-13,0.28621,0.14549,1e-12,5.08,OK
Mkn501,day,2021-05-23_2021-05-23,59357.5,2021-05-23,2021-05-23,6,2.6,3.0,1.0846e-13,1.3253e-13,1.0846e-13,1.3253e-13,0.10846,0.13253,1e-12,0.75,OK
Mkn501,day,2021-05-24_2021-05-24,59358.5,2021-05-24,2021-05-24,6,2.6,3.0,4.3274e-13,1.4358e-13,4.3274e-13,1.4358e-13,0.43274,0.14358,1e-12,14.71,OK
Mkn501,day,2021-05-25_2021-05-25,59359.5,2021-05-25,2021-05-25,5,2.6,3.0,3.8756e-13,1.4605e-13,3.8756e-13,1.4605e-13,0.38756,0.14605,1e-12,9.79,OK
Mkn501,day,2021-05-26_2021-05-26,59360.5,2021-05-26,2021-05-26,6,2.6,3.0,4.3503e-13,1.5444e-13,4.3503e-13,1.5444e-13,0.43503,0.15444,1e-12,14.44,OK
Mkn501,day,2021-05-27_2021-05-27,59361.5,2021-05-27,2021-05-27,6,2.6,3.0,2.0203e-13,1.3643e-13,2.0203e-13,1.3643e-13,0.20203,0.13643,1e-12,2.89,OK
Mkn501,day,2021-05-28_2021-05-28,59362.5,2021-05-28,2021-05-28,6,2.6,3.0,4.1719e-13,1.5515e-13,4.1719e-13,1.5515e-13,0.41719,0.15515,1e-12,10.13,OK
Mkn501,day,2021-05-29_2021-05-29,59363.5,2021-05-29,2021-05-29,6,2.6,3.0,3.2912e-13,1.2701e-13,3.2912e-13,1.2701e-13,0.32912,0.12701,1e-12,13.49,OK
Mkn501,day,2021-05-30_2021-05-30,59364.5,2021-05-30,2021-05-30,6,2.6,3.0,2.9392e-13,1.3125e-13,2.9392e-13,1.3125e-13,0.29392,0.13125,1e-12,7.92,OK
Mkn501,day,2021-05-31_2021-05-31,59365.5,2021-05-31,2021-05-31,6,2.6,3.0,3.0806e-13,1.3691e-13,3.0806e-13,1.3691e-13,0.30806,0.13691,1e-12,6.83,OK
Mkn501,day,2021-06-01_2021-06-01,59366.5,2021-06-01,2021-06-01,6,2.6,3.0,2.3787e-13,1.2672e-13,2.3787e-13,1.2672e-13,0.23787,0.12672,1e-12,4.93,OK
Mkn501,day,2021-06-02_2021-06-02,59367.5,2021-06-02,2021-06-02,6,2.6,3.0,1.2673e-13,1.0749e-13,1.2673e-13,1.0749e-13,0.12673,0.10749,1e-12,2.29,OK
Mkn501,day,2021-06-03_2021-06-03,59368.5,2021-06-03,2021-06-03,6,2.6,3.0,2.2519e-13,1.2939e-13,2.2519e-13,1.2939e-13,0.22519,0.12939,1e-12,4.43,OK
Mkn501,day,2021-06-04_2021-06-04,59369.5,2021-06-04,2021-06-04,6,2.6,3.0,3.5618e-13,1.3762e-13,3.5618e-13,1.3762e-13,0.35618,0.13762,1e-12,9.16,OK
Mkn501,day,2021-06-05_2021-06-05,59370.5,2021-06-05,2021-06-05,6,2.6,3.0,1.0169e-13,1.0672e-13,1.0169e-13,1.0672e-13,0.10169,0.10672,1e-12,1.23,OK
Mkn501,day,2021-06-06_2021-06-06,59371.5,2021-06-06,2021-06-06,6,2.6,3.0,4.5909e-13,1.4487e-13,4.5909e-13,1.4487e-13,0.45909,0.14487,1e-12,15.55,OK
Mkn501,day,2021-06-07_2021-06-07,59372.5,2021-06-07,2021-06-07,6,2.6,3.0,2.2621e-13,1.2055e-13,2.2621e-13,1.2055e-13,0.22621,0.12055,1e-12,5.03,OK
Mkn501,day,2021-06-08_2021-06-08,59373.5,2021-06-08,2021-06-08,6,2.6,3.0,4.8016e-13,1.503e-13,4.8016e-13,1.503e-13,0.48016,0.1503,1e-12,16.02,OK
Mkn501,day,2021-06-09_2021-06-09,59374.5,2021-06-09,2021-06-09,6,2.6,3.0,4.8587e-13,1.3869e-13,4.8587e-13,1.3869e-13,0.48587,0.13869,1e-12,19.82,OK
Mkn501,day,2021-06-10_2021-06-10,59375.5,2021-06-10,2021-06-10,6,2.6,3.0,5.4625e-13,1.4788e-13,5.4625e-13,1.4788e-13,0.54625,0.14788,1e-12,22.6,OK
Mkn501,day,2021-06-11_2021-06-11,59376.5,2021-06-11,2021-06-11,6,2.6,3.0,4.4592e-13,1.464e-13,4.4592e-13,1.464e-13,0.44592,0.1464,1e-12,16.94,OK
Mkn501,day,2021-06-12_2021-06-12,59377.5,2021-06-12,2021-06-12,6,2.6,3.0,2.3882e-13,1.1545e-13,2.3882e-13,1.1545e-13,0.23882,0.11545,1e-12,6.52,OK
Mkn501,day,2021-06-13_2021-06-13,59378.5,2021-06-13,2021-06-13,6,2.6,3.0,4.5076e-13,1.5063e-13,4.5076e-13,1.5063e-13,0.45076,0.15063,1e-12,12.99,OK
Mkn501,day,2021-06-14_2021-06-14,59379.5,2021-06-14,2021-06-14,6,2.6,3.0,1.5181e-13,1.3118e-13,1.5181e-13,1.3118e-13,0.15181,0.13118,1e-12,1.65,OK
Mkn501,day,2021-06-15_2021-06-15,59380.5,2021-06-15,2021-06-15,6,2.6,3.0,2.3315e-13,1.1909e-13,2.3315e-13,1.1909e-13,0.23315,0.11909,1e-12,5.59,OK
Mkn501,day,2021-06-16_2021-06-16,59381.5,2021-06-16,2021-06-16,5,2.6,3.0,2.3862e-13,1.3723e-13,2.3862e-13,1.3723e-13,0.23862,0.13723,1e-12,4.08,OK
Mkn501,day,2021-06-17_2021-06-17,59382.5,2021-06-17,2021-06-17,6,2.6,3.0,0.0,8.34e-14,0.0,8.34e-14,0.0,0.0834,1e-12,-0.0,OK
Mkn501,day,2021-06-18_2021-06-18,59383.5,2021-06-18,2021-06-18,6,2.6,3.0,2.8192e-13,1.3488e-13,2.8192e-13,1.3488e-13,0.28192,0.13488,1e-12,6.02,OK
Mkn501,day,2021-06-19_2021-06-19,59384.5,2021-06-19,2021-06-19,6,2.6,3.0,2.2249e-13,1.5408e-13,2.2249e-13,1.5408e-13,0.22249,0.15408,1e-12,2.4,OK
Mkn501,day,2021-06-20_2021-06-20,59385.5,2021-06-20,2021-06-20,6,2.6,3.0,1.7745e-13,1.3963e-13,1.7745e-13,1.3963e-13,0.17745,0.13963,1e-12,1.9,OK
Mkn501,day,2021-06-21_2021-06-21,59386.5,2021-06-21,2021-06-21,6,2.6,3.0,9.445e-14,1.3246e-13,9.445e-14,1.3246e-13,0.09445,0.13246,1e-12,0.56,OK
Mkn501,day,2021-06-22_2021-06-22,59387.5,2021-06-22,2021-06-22,4,2.6,3.0,2.699e-13,1.1317e-13,2.699e-13,1.1317e-13,0.2699,0.11317,1e-12,9.04,OK
Mkn501,day,2021-06-23_2021-06-23,59388.5,2021-06-23,2021-06-23,6,2.6,3.0,1.3011e-13,1.2649e-13,1.3011e-13,1.2649e-13,0.13011,0.12649,1e-12,1.28,OK
Mkn501,day,2021-06-24_2021-06-24,59389.5,2021-06-24,2021-06-24,6,2.6,3.0,1.305e-13,1.3324e-13,1.305e-13,1.3324e-13,0.1305,0.13324,1e-12,1.17,OK
Mkn501,day,2021-06-25_2021-06-25,59390.5,2021-06-25,2021-06-25,6,2.6,3.0,1.7505e-13,1.0497e-13,1.7505e-13,1.0497e-13,0.17505,0.10497,1e-12,6.74,OK
Mkn501,day,2021-06-26_2021-06-26,59391.5,2021-06-26,2021-06-26,6,2.6,3.0,1.6616e-13,1.1355e-13,1.6616e-13,1.1355e-13,0.16616,0.11355,1e-12,3.81,OK
Mkn501,day,2021-06-27_2021-06-27,59392.5,2021-06-27,2021-06-27,6,2.6,3.0,2.3094e-13,1.1889e-13,2.3094e-13,1.1889e-13,0.23094,0.11889,1e-12,7.0,OK
Mkn501,day,2021-06-28_2021-06-28,59393.5,2021-06-28,2021-06-28,6,2.6,3.0,4.8289e-13,1.5923e-13,4.8289e-13,1.5923e-13,0.48289,0.15923,1e-12,13.5,OK
Mkn501,day,2021-06-29_2021-06-29,59394.5,2021-06-29,2021-06-29,6,2.6,3.0,1.2355e-13,1.3132e-13,1.2355e-13,1.3132e-13,0.12355,0.13132,1e-12,1.04,OK
Mkn501,day,2021-06-30_2021-06-30,59395.5,2021-06-30,2021-06-30,6,2.6,3.0,4.9436e-13,1.6127e-13,4.9436e-13,1.6127e-13,0.49436,0.16127,1e-12,14.23,OK
Mkn501,day,2021-07-01_2021-07-01,59396.5,2021-07-01,2021-07-01,6,2.6,3.0,2.813e-14,1.0763e-13,2.813e-14,1.0763e-13,0.02813,0.10763,1e-12,0.07,OK
Mkn501,day,2021-07-02_2021-07-02,59397.5,2021-07-02,2021-07-02,6,2.6,3.0,3.3929e-13,1.285e-13,3.3929e-13,1.285e-13,0.33929,0.1285,1e-12,11.83,OK
Mkn501,day,2021-07-03_2021-07-03,59398.5,2021-07-03,2021-07-03,6,2.6,3.0,9.623e-14,1.3713e-13,9.623e-14,1.3713e-13,0.09623,0.13713,1e-12,0.54,OK
Mkn501,day,2021-07-04_2021-07-04,59399.5,2021-07-04,2021-07-04,6,2.6,3.0,4.4234e-13,1.3681e-13,4.4234e-13,1.3681e-13,0.44234,0.13681,1e-12,15.64,OK
Mkn501,day,2021-07-05_2021-07-05,59400.5,2021-07-05,2021-07-05,6,2.6,3.0,1.4272e-13,1.3755e-13,1.4272e-13,1.3755e-13,0.14272,0.13755,1e-12,2.53,OK
Mkn501,day,2021-07-06_2021-07-06,59401.5,2021-07-06,2021-07-06,5,2.6,3.0,5.0417e-13,1.8375e-13,5.0417e-13,1.8375e-13,0.50417,0.18375,1e-12,10.39,OK
Mkn501,day,2021-07-07_2021-07-07,59402.5,2021-07-07,2021-07-07,5,2.6,3.0,3.2365e-13,1.354e-13,3.2365e-13,1.354e-13,0.32365,0.1354,1e-12,8.07,OK
Mkn501,day,2021-07-08_2021-07-08,59403.5,2021-07-08,2021-07-08,6,2.6,3.0,2.568e-13,1.423e-13,2.568e-13,1.423e-13,0.2568,0.1423,1e-12,4.27,OK
Mkn501,day,2021-07-09_2021-07-09,59404.5,2021-07-09,2021-07-09,6,2.6,3.0,4.054e-14,9.958e-14,4.054e-14,9.958e-14,0.04054,0.09958,1e-12,0.19,OK
Mkn501,day,2021-07-10_2021-07-10,59405.5,2021-07-10,2021-07-10,6,2.6,3.0,2.5545e-13,1.4197e-13,2.5545e-13,1.4197e-13,0.25545,0.14197,1e-12,4.23,OK
Mkn501,day,2021-07-11_2021-07-11,59406.5,2021-07-11,2021-07-11,6,2.6,3.0,4.56e-14,1.2532e-13,4.56e-14,1.2532e-13,0.0456,0.12532,1e-12,0.14,OK
Mkn501,day,2021-07-12_2021-07-12,59407.5,2021-07-12,2021-07-12,6,2.6,3.0,1.3298e-13,1.3114e-13,1.3298e-13,1.3114e-13,0.13298,0.13114,1e-12,1.23,OK
Mkn501,day,2021-07-13_2021-07-13,59408.5,2021-07-13,2021-07-13,6,2.6,3.0,4.1916e-13,1.5035e-13,4.1916e-13,1.5035e-13,0.41916,0.15035,1e-12,12.32,OK
Mkn501,day,2021-07-14_2021-07-14,59409.5,2021-07-14,2021-07-14,6,2.6,3.0,1.7091e-13,1.3201e-13,1.7091e-13,1.3201e-13,0.17091,0.13201,1e-12,2.09,OK
Mkn501,day,2021-07-15_2021-07-15,59410.5,2021-07-15,2021-07-15,3,2.6,3.0,4.3307e-13,3.1685e-13,4.3307e-13,3.1685e-13,0.43307,0.31685,1e-12,2.96,OK
Mkn501,day,2021-07-16_2021-07-16,59411.5,2021-07-16,2021-07-16,5,2.6,3.0,5.249e-14,1.4921e-13,5.249e-14,1.4921e-13,0.05249,0.14921,1e-12,0.13,OK
Mkn501,day,2021-07-17_2021-07-17,59412.5,2021-07-17,2021-07-17,6,2.6,3.0,0.0,2.1741e-13,0.0,2.1741e-13,0.0,0.21741,1e-12,-0.0,OK
Mkn501,day,2021-07-18_2021-07-18,59413.5,2021-07-18,2021-07-18,6,2.6,3.0,2.4837e-13,1.2925e-13,2.4837e-13,1.2925e-13,0.24837,0.12925,1e-12,7.43,OK
Mkn501,day,2021-07-19_2021-07-19,59414.5,2021-07-19,2021-07-19,6,2.6,3.0,1.8075e-13,1.3169e-13,1.8075e-13,1.3169e-13,0.18075,0.13169,1e-12,2.4,OK
Mkn501,day,2021-07-20_2021-07-20,59415.5,2021-07-20,2021-07-20,6,2.6,3.0,3.2501e-13,1.2965e-13,3.2501e-13,1.2965e-13,0.32501,0.12965,1e-12,9.42,OK
Mkn501,day,2021-07-21_2021-07-21,59416.5,2021-07-21,2021-07-21,6,2.6,3.0,1.0445e-13,1.3058e-13,1.0445e-13,1.3058e-13,0.10445,0.13058,1e-12,0.71,OK
Mkn501,day,2021-07-22_2021-07-22,59417.5,2021-07-22,2021-07-22,6,2.6,3.0,2.0799e-13,1.4039e-13,2.0799e-13,1.4039e-13,0.20799,0.14039,1e-12,3.13,OK
Mkn501,day,2021-07-23_2021-07-23,59418.5,2021-07-23,2021-07-23,5,2.6,3.0,0.0,3.289e-14,0.0,3.289e-14,0.0,0.03289,1e-12,-0.0,OK
