source,cadence,name,mjd,date1,date2,n_inputs,gamma,E0_TeV,F0,F0_err,F0_order,N0,N0_err,TS,fit_status,fit_log_status,old_excess_rate,mapfile,parres,log
1ES2344p514,week,2021-03-08_2021-03-14,59284.50000000,2021-03-08,2021-03-14,1,2.6,3.0,0.02304,0.05146,1e-12,2.30400000e-14,5.14600000e-14,0.25,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop0_2021-03-08_2021-03-14.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-03-08_2021-03-14/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-03-08_2021-03-14/fit.log
1ES2344p514,week,2021-03-15_2021-03-21,59291.50000000,2021-03-15,2021-03-21,1,2.6,3.0,0.0649,0.10534,1e-12,6.49000000e-14,1.05340000e-13,0.42,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop1_2021-03-15_2021-03-21.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-03-15_2021-03-21/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-03-15_2021-03-21/fit.log
1ES2344p514,week,2021-03-22_2021-03-28,59298.50000000,2021-03-22,2021-03-28,1,2.6,3.0,0.04538,0.08404,1e-12,4.53800000e-14,8.40400000e-14,0.31,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop2_2021-03-22_2021-03-28.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-03-22_2021-03-28/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-03-22_2021-03-28/fit.log
1ES2344p514,week,2021-03-29_2021-04-04,59305.50000000,2021-03-29,2021-04-04,1,2.6,3.0,2e-05,0.2517,1e-12,2.00000000e-17,2.51700000e-13,-0,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop3_2021-03-29_2021-04-04.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-03-29_2021-04-04/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-03-29_2021-04-04/fit.log
1ES2344p514,week,2021-04-05_2021-04-11,59312.50000000,2021-04-05,2021-04-11,1,2.6,3.0,0.08541,0.07231,1e-12,8.54100000e-14,7.23100000e-14,1.63,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop4_2021-04-05_2021-04-11.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-04-05_2021-04-11/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-04-05_2021-04-11/fit.log
1ES2344p514,week,2021-04-12_2021-04-18,59319.50000000,2021-04-12,2021-04-18,1,2.6,3.0,0.09958,0.13433,1e-12,9.95800000e-14,1.34330000e-13,0.6,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop5_2021-04-12_2021-04-18.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-04-12_2021-04-18/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-04-12_2021-04-18/fit.log
1ES2344p514,week,2021-04-19_2021-04-25,59326.50000000,2021-04-19,2021-04-25,1,2.6,3.0,0.10618,0.07477,1e-12,1.06180000e-13,7.47700000e-14,2.41,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop6_2021-04-19_2021-04-25.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-04-19_2021-04-25/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-04-19_2021-04-25/fit.log
1ES2344p514,week,2021-04-26_2021-05-02,59333.50000000,2021-04-26,2021-05-02,1,2.6,3.0,0.03947,0.05833,1e-12,3.94700000e-14,5.83300000e-14,0.5,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop7_2021-04-26_2021-05-02.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-04-26_2021-05-02/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-04-26_2021-05-02/fit.log
1ES2344p514,week,2021-05-03_2021-05-09,59340.50000000,2021-05-03,2021-05-09,1,2.6,3.0,0.02857,0.0589,1e-12,2.85700000e-14,5.89000000e-14,0.25,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop8_2021-05-03_2021-05-09.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-05-03_2021-05-09/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-05-03_2021-05-09/fit.log
1ES2344p514,week,2021-05-10_2021-05-16,59347.50000000,2021-05-10,2021-05-16,1,2.6,3.0,0.0834,0.05825,1e-12,8.34000000e-14,5.82500000e-14,2.39,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop9_2021-05-10_2021-05-16.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-05-10_2021-05-16/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/1ES2344p514/week/2021-05-10_2021-05-16/fit.log
