source,cadence,name,mjd,date1,date2,n_inputs,gamma,E0_TeV,F0,F0_err,F0_order,N0,N0_err,TS,fit_status,fit_log_status,old_excess_rate,mapfile,parres,log
IC310,week,2021-10-11_2021-10-17,59501.50000000,2021-10-11,2021-10-17,1,2.6,3.0,0,0.10714,1e-12,0.00000000e+00,1.07140000e-13,-0,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop31_2021-10-11_2021-10-17.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-10-11_2021-10-17/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-10-11_2021-10-17/fit.log
IC310,week,2021-10-18_2021-10-24,59508.50000000,2021-10-18,2021-10-24,1,2.6,3.0,0,0.20285,1e-12,0.00000000e+00,2.02850000e-13,-0,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop32_2021-10-18_2021-10-24.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-10-18_2021-10-24/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-10-18_2021-10-24/fit.log
IC310,week,2021-10-25_2021-10-31,59515.50000000,2021-10-25,2021-10-31,1,2.6,3.0,0,0.06288,1e-12,0.00000000e+00,6.28800000e-14,-0,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop33_2021-10-25_2021-10-31.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-10-25_2021-10-31/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-10-25_2021-10-31/fit.log
IC310,week,2021-11-01_2021-11-07,59522.50000000,2021-11-01,2021-11-07,1,2.6,3.0,0.05196,0.0484,1e-12,5.19600000e-14,4.84000000e-14,1.25,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop34_2021-11-01_2021-11-07.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-01_2021-11-07/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-01_2021-11-07/fit.log
IC310,week,2021-11-08_2021-11-14,59529.50000000,2021-11-08,2021-11-14,1,2.6,3.0,0.08682,0.0404,1e-12,8.68200000e-14,4.04000000e-14,6.48,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop35_2021-11-08_2021-11-14.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-08_2021-11-14/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-08_2021-11-14/fit.log
IC310,week,2021-11-15_2021-11-21,59536.50000000,2021-11-15,2021-11-21,1,2.6,3.0,0.02344,0.03552,1e-12,2.34400000e-14,3.55200000e-14,0.49,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop36_2021-11-15_2021-11-21.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-15_2021-11-21/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-15_2021-11-21/fit.log
IC310,week,2021-11-22_2021-11-28,59543.50000000,2021-11-22,2021-11-28,1,2.6,3.0,0.02049,0.034,1e-12,2.04900000e-14,3.40000000e-14,0.4,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop37_2021-11-22_2021-11-28.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-22_2021-11-28/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-22_2021-11-28/fit.log
IC310,week,2021-11-29_2021-12-05,59550.50000000,2021-11-29,2021-12-05,1,2.6,3.0,0,0.01411,1e-12,0.00000000e+00,1.41100000e-14,-0,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop38_2021-11-29_2021-12-05.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-29_2021-12-05/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-11-29_2021-12-05/fit.log
IC310,week,2021-12-06_2021-12-12,59557.50000000,2021-12-06,2021-12-12,1,2.6,3.0,0,0.04285,1e-12,0.00000000e+00,4.28500000e-14,-0,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop39_2021-12-06_2021-12-12.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-12-06_2021-12-12/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-12-06_2021-12-12/fit.log
IC310,week,2021-12-13_2021-12-19,59564.50000000,2021-12-13,2021-12-19,1,2.6,3.0,0.02628,0.03922,1e-12,2.62800000e-14,3.92200000e-14,0.48,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop40_2021-12-13_2021-12-19.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-12-13_2021-12-19/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-12-13_2021-12-19/fit.log
IC310,week,2021-12-20_2021-12-26,59571.50000000,2021-12-20,2021-12-26,1,2.6,3.0,0,0.00659,1e-12,0.00000000e+00,6.59000000e-15,-0,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop41_2021-12-20_2021-12-26.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-12-20_2021-12-26/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-12-20_2021-12-26/fit.log
IC310,week,2021-12-27_2022-01-02,59578.50000000,2021-12-27,2022-01-02,1,2.6,3.0,0.02021,0.0095,1e-12,2.02100000e-14,9.50000000e-15,0.37,OK,OK,,/eos/user/l/liushijie/Skymap/2021-03-08_2026-03-29_week/Loop42_2021-12-27_2022-01-02.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-12-27_2022-01-02/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_agn_week/fits/IC310/week/2021-12-27_2022-01-02/fit.log
